ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
USER	PublicarCurso	12	END	1591031180449	1591031265838
REQUEST	450		CerificadoForm	1591031265823	1591031265840	OK	 
REQUEST	450		CerificadoForm Redirect 1	1591031265840	1591031265849	OK	 
USER	PublicarCurso	866	START	1591031265850	1591031265850
REQUEST	866		Home	1591031265850	1591031265859	OK	 
REQUEST	826		IniciarSesion	1591031265861	1591031265869	OK	 
REQUEST	720		IniciadoSesion	1591031265261	1591031265896	OK	 
REQUEST	720		IniciadoSesion Redirect 1	1591031265896	1591031265901	OK	 
USER	PublicarCurso	867	START	1591031265951	1591031265951
REQUEST	451		CerificadoForm	1591031265901	1591031265952	OK	 
REQUEST	867		Home	1591031265951	1591031265959	OK	 
REQUEST	73		CreateCourseForm	1591031265901	1591031265962	OK	 
REQUEST	451		CerificadoForm Redirect 1	1591031265952	1591031265962	OK	 
USER	PublicarCurso	13	END	1591031180550	1591031265963
REQUEST	660		CrearCertificado	1591031265963	1591031265969	OK	 
REQUEST	827		IniciarSesion	1591031265963	1591031265969	OK	 
REQUEST	721		IniciadoSesion	1591031265358	1591031266018	OK	 
REQUEST	721		IniciadoSesion Redirect 1	1591031266018	1591031266022	OK	 
REQUEST	74		CreateCourseForm	1591031266001	1591031266023	OK	 
REQUEST	661		CrearCertificado	1591031266023	1591031266029	OK	 
USER	PublicarCurso	14	END	1591031180650	1591031266038
USER	PublicarCurso	868	START	1591031266049	1591031266049
REQUEST	868		Home	1591031266049	1591031266054	OK	 
REQUEST	452		CerificadoForm	1591031266049	1591031266066	OK	 
REQUEST	828		IniciarSesion	1591031266060	1591031266066	OK	 
REQUEST	452		CerificadoForm Redirect 1	1591031266066	1591031266075	OK	 
REQUEST	75		CreateCourseForm	1591031266078	1591031266099	OK	 
USER	PublicarCurso	15	END	1591031180750	1591031266118
REQUEST	662		CrearCertificado	1591031266114	1591031266122	OK	 
REQUEST	722		IniciadoSesion	1591031265478	1591031266133	OK	 
REQUEST	722		IniciadoSesion Redirect 1	1591031266133	1591031266138	OK	 
REQUEST	453		CerificadoForm	1591031266128	1591031266142	OK	 
REQUEST	453		CerificadoForm Redirect 1	1591031266142	1591031266151	OK	 
USER	PublicarCurso	869	START	1591031266152	1591031266152
REQUEST	869		Home	1591031266152	1591031266159	OK	 
REQUEST	829		IniciarSesion	1591031266163	1591031266170	OK	 
REQUEST	723		IniciadoSesion	1591031265576	1591031266198	OK	 
REQUEST	723		IniciadoSesion Redirect 1	1591031266198	1591031266204	OK	 
REQUEST	454		CerificadoForm	1591031266190	1591031266205	OK	 
REQUEST	454		CerificadoForm Redirect 1	1591031266205	1591031266214	OK	 
REQUEST	76		CreateCourseForm	1591031266201	1591031266222	OK	 
REQUEST	663		CrearCertificado	1591031266238	1591031266243	OK	 
USER	PublicarCurso	16	END	1591031180852	1591031266249
USER	PublicarCurso	870	START	1591031266248	1591031266248
REQUEST	870		Home	1591031266249	1591031266254	OK	 
REQUEST	830		IniciarSesion	1591031266259	1591031266265	OK	 
REQUEST	724		IniciadoSesion	1591031265668	1591031266268	OK	 
REQUEST	724		IniciadoSesion Redirect 1	1591031266268	1591031266273	OK	 
REQUEST	455		CerificadoForm	1591031266248	1591031266288	OK	 
REQUEST	455		CerificadoForm Redirect 1	1591031266289	1591031266299	OK	 
REQUEST	77		CreateCourseForm	1591031266282	1591031266308	OK	 
REQUEST	664		CrearCertificado	1591031266319	1591031266325	OK	 
USER	PublicarCurso	17	END	1591031180947	1591031266330
USER	PublicarCurso	871	START	1591031266352	1591031266352
REQUEST	725		IniciadoSesion	1591031265772	1591031266354	OK	 
REQUEST	871		Home	1591031266352	1591031266359	OK	 
REQUEST	725		IniciadoSesion Redirect 1	1591031266354	1591031266359	OK	 
REQUEST	831		IniciarSesion	1591031266367	1591031266374	OK	 
REQUEST	456		CerificadoForm	1591031266363	1591031266380	OK	 
REQUEST	456		CerificadoForm Redirect 1	1591031266380	1591031266390	OK	 
REQUEST	78		CreateCourseForm	1591031266367	1591031266392	OK	 
REQUEST	665		CrearCertificado	1591031266390	1591031266396	OK	 
USER	PublicarCurso	18	END	1591031181049	1591031266412
USER	PublicarCurso	872	START	1591031266438	1591031266438
REQUEST	872		Home	1591031266438	1591031266444	OK	 
REQUEST	832		IniciarSesion	1591031266449	1591031266454	OK	 
REQUEST	726		IniciadoSesion	1591031265875	1591031266465	OK	 
REQUEST	457		CerificadoForm	1591031266449	1591031266465	OK	 
REQUEST	726		IniciadoSesion Redirect 1	1591031266465	1591031266471	OK	 
REQUEST	457		CerificadoForm Redirect 1	1591031266465	1591031266475	OK	 
REQUEST	666		CrearCertificado	1591031266482	1591031266488	OK	 
REQUEST	79		CreateCourseForm	1591031266471	1591031266493	OK	 
USER	PublicarCurso	19	END	1591031181147	1591031266519
USER	PublicarCurso	873	START	1591031266541	1591031266541
REQUEST	727		IniciadoSesion	1591031265979	1591031266546	OK	 
REQUEST	873		Home	1591031266541	1591031266546	OK	 
REQUEST	727		IniciadoSesion Redirect 1	1591031266546	1591031266551	OK	 
REQUEST	833		IniciarSesion	1591031266552	1591031266557	OK	 
REQUEST	458		CerificadoForm	1591031266541	1591031266557	OK	 
REQUEST	458		CerificadoForm Redirect 1	1591031266557	1591031266566	OK	 
REQUEST	667		CrearCertificado	1591031266578	1591031266583	OK	 
USER	PublicarCurso	20	END	1591031181248	1591031266600
REQUEST	80		CreateCourseForm	1591031266589	1591031266610	OK	 
USER	PublicarCurso	874	START	1591031266637	1591031266637
REQUEST	728		IniciadoSesion	1591031266078	1591031266643	OK	 
REQUEST	874		Home	1591031266638	1591031266643	OK	 
REQUEST	728		IniciadoSesion Redirect 1	1591031266643	1591031266647	OK	 
REQUEST	834		IniciarSesion	1591031266648	1591031266654	OK	 
REQUEST	668		CrearCertificado	1591031266648	1591031266655	OK	 
REQUEST	459		CerificadoForm	1591031266648	1591031266664	OK	 
REQUEST	459		CerificadoForm Redirect 1	1591031266664	1591031266672	OK	 
REQUEST	81		CreateCourseForm	1591031266682	1591031266706	OK	 
REQUEST	729		IniciadoSesion	1591031266167	1591031266714	OK	 
REQUEST	729		IniciadoSesion Redirect 1	1591031266714	1591031266719	OK	 
USER	PublicarCurso	21	END	1591031181353	1591031266729
USER	PublicarCurso	875	START	1591031266740	1591031266740
REQUEST	875		Home	1591031266740	1591031266746	OK	 
REQUEST	460		CerificadoForm	1591031266740	1591031266757	OK	 
REQUEST	835		IniciarSesion	1591031266751	1591031266757	OK	 
REQUEST	669		CrearCertificado	1591031266751	1591031266757	OK	 
REQUEST	460		CerificadoForm Redirect 1	1591031266757	1591031266765	OK	 
USER	PublicarCurso	22	END	1591031181431	1591031266789
REQUEST	82		CreateCourseForm	1591031266789	1591031266811	OK	 
REQUEST	730		IniciadoSesion	1591031266271	1591031266817	OK	 
REQUEST	730		IniciadoSesion Redirect 1	1591031266817	1591031266821	OK	 
REQUEST	461		CerificadoForm	1591031266822	1591031266837	OK	 
USER	PublicarCurso	876	START	1591031266837	1591031266837
REQUEST	876		Home	1591031266838	1591031266843	OK	 
REQUEST	461		CerificadoForm Redirect 1	1591031266838	1591031266845	OK	 
REQUEST	670		CrearCertificado	1591031266848	1591031266853	OK	 
REQUEST	836		IniciarSesion	1591031266848	1591031266854	OK	 
USER	PublicarCurso	23	END	1591031181531	1591031266892
REQUEST	731		IniciadoSesion	1591031266363	1591031266910	OK	 
REQUEST	83		CreateCourseForm	1591031266892	1591031266913	OK	 
REQUEST	731		IniciadoSesion Redirect 1	1591031266910	1591031266915	OK	 
REQUEST	671		CrearCertificado	1591031266929	1591031266934	OK	 
USER	PublicarCurso	877	START	1591031266940	1591031266940
REQUEST	877		Home	1591031266940	1591031266945	OK	 
REQUEST	462		CerificadoForm	1591031266940	1591031266955	OK	 
REQUEST	837		IniciarSesion	1591031266951	1591031266956	OK	 
REQUEST	462		CerificadoForm Redirect 1	1591031266955	1591031266963	OK	 
USER	PublicarCurso	24	END	1591031181630	1591031266999
REQUEST	84		CreateCourseForm	1591031266988	1591031267009	OK	 
REQUEST	732		IniciadoSesion	1591031266482	1591031267017	OK	 
REQUEST	732		IniciadoSesion Redirect 1	1591031267017	1591031267022	OK	 
USER	PublicarCurso	878	START	1591031267042	1591031267042
REQUEST	878		Home	1591031267043	1591031267049	OK	 
REQUEST	672		CrearCertificado	1591031267042	1591031267049	OK	 
REQUEST	838		IniciarSesion	1591031267047	1591031267053	OK	 
REQUEST	463		CerificadoForm	1591031267042	1591031267059	OK	 
REQUEST	463		CerificadoForm Redirect 1	1591031267059	1591031267067	OK	 
USER	PublicarCurso	25	END	1591031181730	1591031267091
REQUEST	733		IniciadoSesion	1591031266578	1591031267109	OK	 
REQUEST	733		IniciadoSesion Redirect 1	1591031267109	1591031267114	OK	 
REQUEST	85		CreateCourseForm	1591031267102	1591031267124	OK	 
REQUEST	673		CrearCertificado	1591031267128	1591031267133	OK	 
USER	PublicarCurso	879	START	1591031267139	1591031267139
REQUEST	879		Home	1591031267139	1591031267144	OK	 
REQUEST	464		CerificadoForm	1591031267150	1591031267165	OK	 
REQUEST	839		IniciarSesion	1591031267161	1591031267167	OK	 
REQUEST	464		CerificadoForm Redirect 1	1591031267166	1591031267176	OK	 
USER	PublicarCurso	26	END	1591031181828	1591031267188
REQUEST	734		IniciadoSesion	1591031266692	1591031267222	OK	 
REQUEST	734		IniciadoSesion Redirect 1	1591031267222	1591031267227	OK	 
REQUEST	674		CrearCertificado	1591031267221	1591031267227	OK	 
USER	PublicarCurso	880	START	1591031267243	1591031267243
REQUEST	86		CreateCourseForm	1591031267221	1591031267249	OK	 
REQUEST	880		Home	1591031267243	1591031267251	OK	 
REQUEST	840		IniciarSesion	1591031267247	1591031267253	OK	 
REQUEST	465		CerificadoForm	1591031267243	1591031267268	OK	 
REQUEST	465		CerificadoForm Redirect 1	1591031267268	1591031267276	OK	 
REQUEST	735		IniciadoSesion	1591031266777	1591031267311	OK	 
USER	PublicarCurso	27	END	1591031181932	1591031267313
REQUEST	735		IniciadoSesion Redirect 1	1591031267312	1591031267316	OK	 
REQUEST	675		CrearCertificado	1591031267313	1591031267319	OK	 
REQUEST	87		CreateCourseForm	1591031267302	1591031267323	OK	 
USER	PublicarCurso	881	START	1591031267339	1591031267339
REQUEST	881		Home	1591031267339	1591031267344	OK	 
REQUEST	841		IniciarSesion	1591031267350	1591031267354	OK	 
REQUEST	466		CerificadoForm	1591031267361	1591031267376	OK	 
REQUEST	466		CerificadoForm Redirect 1	1591031267376	1591031267386	OK	 
USER	PublicarCurso	28	END	1591031182031	1591031267399
REQUEST	676		CrearCertificado	1591031267410	1591031267417	OK	 
REQUEST	88		CreateCourseForm	1591031267399	1591031267423	OK	 
REQUEST	736		IniciadoSesion	1591031266892	1591031267431	OK	 
REQUEST	736		IniciadoSesion Redirect 1	1591031267432	1591031267436	OK	 
USER	PublicarCurso	882	START	1591031267449	1591031267449
REQUEST	882		Home	1591031267449	1591031267455	OK	 
REQUEST	842		IniciarSesion	1591031267471	1591031267478	OK	 
REQUEST	467		CerificadoForm	1591031267471	1591031267488	OK	 
USER	PublicarCurso	29	END	1591031182128	1591031267490
REQUEST	467		CerificadoForm Redirect 1	1591031267488	1591031267499	OK	 
REQUEST	677		CrearCertificado	1591031267500	1591031267506	OK	 
REQUEST	89		CreateCourseForm	1591031267485	1591031267508	OK	 
REQUEST	737		IniciadoSesion	1591031266977	1591031267522	OK	 
REQUEST	737		IniciadoSesion Redirect 1	1591031267522	1591031267527	OK	 
USER	PublicarCurso	883	START	1591031267548	1591031267548
REQUEST	883		Home	1591031267548	1591031267554	OK	 
REQUEST	843		IniciarSesion	1591031267570	1591031267575	OK	 
USER	PublicarCurso	30	END	1591031182229	1591031267581
REQUEST	468		CerificadoForm	1591031267570	1591031267586	OK	 
REQUEST	468		CerificadoForm Redirect 1	1591031267587	1591031267596	OK	 
REQUEST	678		CrearCertificado	1591031267592	1591031267598	OK	 
REQUEST	738		IniciadoSesion	1591031267080	1591031267634	OK	 
REQUEST	738		IniciadoSesion Redirect 1	1591031267634	1591031267639	OK	 
REQUEST	90		CreateCourseForm	1591031267617	1591031267642	OK	 
USER	PublicarCurso	884	START	1591031267649	1591031267649
REQUEST	884		Home	1591031267649	1591031267654	OK	 
REQUEST	469		CerificadoForm	1591031267660	1591031267675	OK	 
REQUEST	844		IniciarSesion	1591031267671	1591031267677	OK	 
REQUEST	469		CerificadoForm Redirect 1	1591031267675	1591031267688	OK	 
USER	PublicarCurso	31	END	1591031182332	1591031267691
REQUEST	679		CrearCertificado	1591031267690	1591031267697	OK	 
REQUEST	91		CreateCourseForm	1591031267709	1591031267734	OK	 
REQUEST	739		IniciadoSesion	1591031267177	1591031267759	OK	 
USER	PublicarCurso	885	START	1591031267759	1591031267759
REQUEST	739		IniciadoSesion Redirect 1	1591031267759	1591031267765	OK	 
REQUEST	885		Home	1591031267759	1591031267767	OK	 
REQUEST	845		IniciarSesion	1591031267770	1591031267776	OK	 
REQUEST	470		CerificadoForm	1591031267759	1591031267776	OK	 
REQUEST	470		CerificadoForm Redirect 1	1591031267776	1591031267787	OK	 
REQUEST	680		CrearCertificado	1591031267790	1591031267798	OK	 
USER	PublicarCurso	32	END	1591031182437	1591031267804
REQUEST	92		CreateCourseForm	1591031267790	1591031267814	OK	 
USER	PublicarCurso	886	START	1591031267849	1591031267849
REQUEST	886		Home	1591031267849	1591031267855	OK	 
REQUEST	471		CerificadoForm	1591031267849	1591031267866	OK	 
REQUEST	471		CerificadoForm Redirect 1	1591031267866	1591031267875	OK	 
REQUEST	846		IniciarSesion	1591031267874	1591031267882	OK	 
REQUEST	740		IniciadoSesion	1591031267280	1591031267884	OK	 
REQUEST	740		IniciadoSesion Redirect 1	1591031267884	1591031267889	OK	 
REQUEST	93		CreateCourseForm	1591031267874	1591031267900	OK	 
REQUEST	681		CrearCertificado	1591031267912	1591031267918	OK	 
USER	PublicarCurso	33	END	1591031182539	1591031267923
USER	PublicarCurso	887	START	1591031267949	1591031267949
REQUEST	887		Home	1591031267949	1591031267955	OK	 
REQUEST	741		IniciadoSesion	1591031267383	1591031267976	OK	 
REQUEST	741		IniciadoSesion Redirect 1	1591031267976	1591031267981	OK	 
REQUEST	94		CreateCourseForm	1591031267960	1591031267983	OK	 
REQUEST	847		IniciarSesion	1591031267984	1591031267990	OK	 
REQUEST	472		CerificadoForm	1591031267971	1591031267992	OK	 
REQUEST	472		CerificadoForm Redirect 1	1591031267992	1591031268001	OK	 
REQUEST	682		CrearCertificado	1591031267998	1591031268005	OK	 
USER	PublicarCurso	34	END	1591031182641	1591031268009
USER	PublicarCurso	888	START	1591031268047	1591031268047
REQUEST	888		Home	1591031268048	1591031268054	OK	 
REQUEST	473		CerificadoForm	1591031268058	1591031268072	OK	 
REQUEST	848		IniciarSesion	1591031268069	1591031268076	OK	 
REQUEST	473		CerificadoForm Redirect 1	1591031268072	1591031268081	OK	 
REQUEST	95		CreateCourseForm	1591031268069	1591031268091	OK	 
REQUEST	742		IniciadoSesion	1591031267471	1591031268093	OK	 
USER	PublicarCurso	35	END	1591031182742	1591031268093
REQUEST	742		IniciadoSesion Redirect 1	1591031268093	1591031268098	OK	 
REQUEST	683		CrearCertificado	1591031268119	1591031268124	OK	 
USER	PublicarCurso	889	START	1591031268151	1591031268151
REQUEST	889		Home	1591031268152	1591031268157	OK	 
REQUEST	743		IniciadoSesion	1591031267581	1591031268166	OK	 
REQUEST	743		IniciadoSesion Redirect 1	1591031268166	1591031268171	OK	 
REQUEST	849		IniciarSesion	1591031268178	1591031268184	OK	 
REQUEST	474		CerificadoForm	1591031268167	1591031268186	OK	 
REQUEST	474		CerificadoForm Redirect 1	1591031268186	1591031268196	OK	 
REQUEST	96		CreateCourseForm	1591031268167	1591031268196	OK	 
REQUEST	684		CrearCertificado	1591031268192	1591031268198	OK	 
USER	PublicarCurso	36	END	1591031182843	1591031268218
USER	PublicarCurso	890	START	1591031268250	1591031268250
REQUEST	890		Home	1591031268250	1591031268256	OK	 
REQUEST	744		IniciadoSesion	1591031267671	1591031268259	OK	 
REQUEST	744		IniciadoSesion Redirect 1	1591031268260	1591031268265	OK	 
REQUEST	850		IniciarSesion	1591031268272	1591031268278	OK	 
REQUEST	475		CerificadoForm	1591031268261	1591031268286	OK	 
REQUEST	475		CerificadoForm Redirect 1	1591031268286	1591031268295	OK	 
REQUEST	97		CreateCourseForm	1591031268272	1591031268301	OK	 
REQUEST	685		CrearCertificado	1591031268298	1591031268304	OK	 
USER	PublicarCurso	37	END	1591031182942	1591031268320
USER	PublicarCurso	891	START	1591031268353	1591031268353
REQUEST	745		IniciadoSesion	1591031267770	1591031268358	OK	 
REQUEST	891		Home	1591031268353	1591031268359	OK	 
REQUEST	745		IniciadoSesion Redirect 1	1591031268358	1591031268364	OK	 
REQUEST	476		CerificadoForm	1591031268353	1591031268369	OK	 
REQUEST	476		CerificadoForm Redirect 1	1591031268370	1591031268379	OK	 
REQUEST	851		IniciarSesion	1591031268379	1591031268385	OK	 
REQUEST	98		CreateCourseForm	1591031268368	1591031268390	OK	 
REQUEST	686		CrearCertificado	1591031268390	1591031268395	OK	 
USER	PublicarCurso	38	END	1591031183043	1591031268423
USER	PublicarCurso	892	START	1591031268427	1591031268427
REQUEST	892		Home	1591031268428	1591031268433	OK	 
REQUEST	746		IniciadoSesion	1591031267874	1591031268453	OK	 
REQUEST	852		IniciarSesion	1591031268449	1591031268454	OK	 
REQUEST	746		IniciadoSesion Redirect 1	1591031268454	1591031268458	OK	 
REQUEST	477		CerificadoForm	1591031268460	1591031268475	OK	 
REQUEST	477		CerificadoForm Redirect 1	1591031268475	1591031268483	OK	 
USER	PublicarCurso	39	END	1591031183137	1591031268493
REQUEST	99		CreateCourseForm	1591031268471	1591031268494	OK	 
REQUEST	687		CrearCertificado	1591031268493	1591031268498	OK	 
USER	PublicarCurso	893	START	1591031268529	1591031268529
REQUEST	893		Home	1591031268530	1591031268535	OK	 
REQUEST	747		IniciadoSesion	1591031267971	1591031268537	OK	 
REQUEST	747		IniciadoSesion Redirect 1	1591031268537	1591031268541	OK	 
REQUEST	853		IniciarSesion	1591031268551	1591031268556	OK	 
REQUEST	478		CerificadoForm	1591031268562	1591031268578	OK	 
REQUEST	478		CerificadoForm Redirect 1	1591031268578	1591031268587	OK	 
REQUEST	688		CrearCertificado	1591031268588	1591031268595	OK	 
REQUEST	100		CreateCourseForm	1591031268577	1591031268600	OK	 
USER	PublicarCurso	40	END	1591031183238	1591031268600
REQUEST	748		IniciadoSesion	1591031268069	1591031268622	OK	 
REQUEST	748		IniciadoSesion Redirect 1	1591031268622	1591031268627	OK	 
USER	PublicarCurso	894	START	1591031268632	1591031268632
REQUEST	894		Home	1591031268632	1591031268637	OK	 
REQUEST	854		IniciarSesion	1591031268647	1591031268653	OK	 
REQUEST	101		CreateCourseForm	1591031268669	1591031268693	OK	 
USER	PublicarCurso	41	END	1591031183343	1591031268710
REQUEST	749		IniciadoSesion	1591031268168	1591031268720	OK	 
REQUEST	689		CrearCertificado	1591031268710	1591031268722	OK	 
REQUEST	749		IniciadoSesion Redirect 1	1591031268720	1591031268725	OK	 
USER	PublicarCurso	895	START	1591031268727	1591031268727
REQUEST	479		CerificadoForm	1591031268710	1591031268733	OK	 
REQUEST	895		Home	1591031268728	1591031268734	OK	 
REQUEST	479		CerificadoForm Redirect 1	1591031268733	1591031268742	OK	 
REQUEST	855		IniciarSesion	1591031268760	1591031268765	OK	 
REQUEST	690		CrearCertificado	1591031268782	1591031268788	OK	 
USER	PublicarCurso	42	END	1591031183432	1591031268793
REQUEST	480		CerificadoForm	1591031268782	1591031268798	OK	 
REQUEST	480		CerificadoForm Redirect 1	1591031268799	1591031268808	OK	 
REQUEST	102		CreateCourseForm	1591031268793	1591031268815	OK	 
USER	PublicarCurso	896	START	1591031268829	1591031268829
REQUEST	750		IniciadoSesion	1591031268272	1591031268835	OK	 
REQUEST	896		Home	1591031268830	1591031268836	OK	 
REQUEST	750		IniciadoSesion Redirect 1	1591031268836	1591031268843	OK	 
REQUEST	856		IniciarSesion	1591031268851	1591031268857	OK	 
REQUEST	691		CrearCertificado	1591031268889	1591031268895	OK	 
REQUEST	103		CreateCourseForm	1591031268889	1591031268911	OK	 
USER	PublicarCurso	43	END	1591031183533	1591031268911
REQUEST	481		CerificadoForm	1591031268900	1591031268917	OK	 
REQUEST	481		CerificadoForm Redirect 1	1591031268917	1591031268925	OK	 
