ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
REQUEST	780		IniciarSesion	1591031261271	1591031261277	OK	 
REQUEST	615		CrearCertificado	1591031261271	1591031261277	OK	 
REQUEST	405		CerificadoForm Redirect 1	1591031261273	1591031261282	OK	 
REQUEST	27		CreateCourseForm	1591031261271	1591031261300	OK	 
REQUEST	675		IniciadoSesion	1591031260780	1591031261311	OK	 
REQUEST	675		IniciadoSesion Redirect 1	1591031261311	1591031261316	OK	 
REQUEST	406		CerificadoForm	1591031261330	1591031261345	OK	 
USER	PublicarCurso	821	START	1591031261352	1591031261352
REQUEST	406		CerificadoForm Redirect 1	1591031261346	1591031261354	OK	 
REQUEST	821		Home	1591031261352	1591031261357	OK	 
REQUEST	781		IniciarSesion	1591031261367	1591031261373	OK	 
REQUEST	616		CrearCertificado	1591031261378	1591031261383	OK	 
REQUEST	28		CreateCourseForm	1591031261367	1591031261389	OK	 
REQUEST	676		IniciadoSesion	1591031260883	1591031261410	OK	 
REQUEST	676		IniciadoSesion Redirect 1	1591031261410	1591031261414	OK	 
REQUEST	407		CerificadoForm	1591031261421	1591031261437	OK	 
USER	PublicarCurso	822	START	1591031261443	1591031261443
REQUEST	407		CerificadoForm Redirect 1	1591031261437	1591031261446	OK	 
REQUEST	822		Home	1591031261444	1591031261449	OK	 
REQUEST	782		IniciarSesion	1591031261458	1591031261463	OK	 
REQUEST	617		CrearCertificado	1591031261491	1591031261496	OK	 
REQUEST	29		CreateCourseForm	1591031261480	1591031261500	OK	 
REQUEST	677		IniciadoSesion	1591031260979	1591031261505	OK	 
REQUEST	677		IniciadoSesion Redirect 1	1591031261506	1591031261509	OK	 
USER	PublicarCurso	823	START	1591031261539	1591031261539
REQUEST	823		Home	1591031261539	1591031261544	OK	 
REQUEST	408		CerificadoForm	1591031261528	1591031261544	OK	 
REQUEST	408		CerificadoForm Redirect 1	1591031261544	1591031261552	OK	 
REQUEST	783		IniciarSesion	1591031261561	1591031261567	OK	 
REQUEST	30		CreateCourseForm	1591031261561	1591031261582	OK	 
REQUEST	678		IniciadoSesion	1591031261082	1591031261587	OK	 
REQUEST	678		IniciadoSesion Redirect 1	1591031261587	1591031261591	OK	 
USER	PublicarCurso	824	START	1591031261642	1591031261642
REQUEST	824		Home	1591031261642	1591031261648	OK	 
REQUEST	618		CrearCertificado	1591031261642	1591031261648	OK	 
REQUEST	784		IniciarSesion	1591031261657	1591031261663	OK	 
REQUEST	409		CerificadoForm	1591031261653	1591031261670	OK	 
REQUEST	409		CerificadoForm Redirect 1	1591031261670	1591031261679	OK	 
REQUEST	31		CreateCourseForm	1591031261657	1591031261687	OK	 
REQUEST	679		IniciadoSesion	1591031261178	1591031261691	OK	 
REQUEST	679		IniciadoSesion Redirect 1	1591031261691	1591031261695	OK	 
REQUEST	619		CrearCertificado	1591031261698	1591031261703	OK	 
USER	PublicarCurso	825	START	1591031261742	1591031261742
REQUEST	825		Home	1591031261742	1591031261747	OK	 
REQUEST	785		IniciarSesion	1591031261757	1591031261763	OK	 
REQUEST	410		CerificadoForm	1591031261753	1591031261770	OK	 
REQUEST	410		CerificadoForm Redirect 1	1591031261770	1591031261777	OK	 
REQUEST	32		CreateCourseForm	1591031261757	1591031261786	OK	 
REQUEST	680		IniciadoSesion	1591031261293	1591031261799	OK	 
REQUEST	680		IniciadoSesion Redirect 1	1591031261799	1591031261806	OK	 
REQUEST	620		CrearCertificado	1591031261800	1591031261809	OK	 
USER	PublicarCurso	826	START	1591031261838	1591031261838
REQUEST	826		Home	1591031261839	1591031261844	OK	 
REQUEST	786		IniciarSesion	1591031261860	1591031261866	OK	 
REQUEST	411		CerificadoForm	1591031261871	1591031261892	OK	 
REQUEST	411		CerificadoForm Redirect 1	1591031261892	1591031261901	OK	 
REQUEST	33		CreateCourseForm	1591031261871	1591031261902	OK	 
REQUEST	681		IniciadoSesion	1591031261378	1591031261903	OK	 
REQUEST	681		IniciadoSesion Redirect 1	1591031261903	1591031261908	OK	 
REQUEST	621		CrearCertificado	1591031261912	1591031261918	OK	 
USER	PublicarCurso	827	START	1591031261938	1591031261938
REQUEST	827		Home	1591031261938	1591031261944	OK	 
REQUEST	787		IniciarSesion	1591031261960	1591031261965	OK	 
REQUEST	412		CerificadoForm	1591031261960	1591031261977	OK	 
REQUEST	412		CerificadoForm Redirect 1	1591031261977	1591031261985	OK	 
REQUEST	622		CrearCertificado	1591031261993	1591031261999	OK	 
REQUEST	682		IniciadoSesion	1591031261469	1591031262000	OK	 
REQUEST	682		IniciadoSesion Redirect 1	1591031262000	1591031262003	OK	 
REQUEST	34		CreateCourseForm	1591031261993	1591031262015	OK	 
USER	PublicarCurso	828	START	1591031262041	1591031262041
REQUEST	828		Home	1591031262041	1591031262046	OK	 
REQUEST	788		IniciarSesion	1591031262063	1591031262069	OK	 
REQUEST	413		CerificadoForm	1591031262067	1591031262083	OK	 
REQUEST	413		CerificadoForm Redirect 1	1591031262083	1591031262092	OK	 
REQUEST	35		CreateCourseForm	1591031262078	1591031262099	OK	 
REQUEST	623		CrearCertificado	1591031262100	1591031262105	OK	 
REQUEST	683		IniciadoSesion	1591031261572	1591031262118	OK	 
REQUEST	683		IniciadoSesion Redirect 1	1591031262118	1591031262121	OK	 
USER	PublicarCurso	829	START	1591031262137	1591031262137
REQUEST	829		Home	1591031262138	1591031262142	OK	 
REQUEST	789		IniciarSesion	1591031262169	1591031262175	OK	 
REQUEST	684		IniciadoSesion	1591031261668	1591031262184	OK	 
REQUEST	684		IniciadoSesion Redirect 1	1591031262185	1591031262189	OK	 
REQUEST	414		CerificadoForm	1591031262180	1591031262196	OK	 
REQUEST	414		CerificadoForm Redirect 1	1591031262196	1591031262204	OK	 
REQUEST	624		CrearCertificado	1591031262205	1591031262210	OK	 
REQUEST	36		CreateCourseForm	1591031262191	1591031262212	OK	 
USER	PublicarCurso	830	START	1591031262240	1591031262240
REQUEST	830		Home	1591031262240	1591031262246	OK	 
REQUEST	790		IniciarSesion	1591031262262	1591031262266	OK	 
REQUEST	415		CerificadoForm	1591031262273	1591031262288	OK	 
REQUEST	415		CerificadoForm Redirect 1	1591031262289	1591031262297	OK	 
REQUEST	685		IniciadoSesion	1591031261779	1591031262299	OK	 
REQUEST	685		IniciadoSesion Redirect 1	1591031262299	1591031262304	OK	 
REQUEST	37		CreateCourseForm	1591031262288	1591031262311	OK	 
REQUEST	625		CrearCertificado	1591031262310	1591031262315	OK	 
USER	PublicarCurso	831	START	1591031262343	1591031262343
REQUEST	831		Home	1591031262343	1591031262349	OK	 
REQUEST	416		CerificadoForm	1591031262347	1591031262362	OK	 
REQUEST	791		IniciarSesion	1591031262358	1591031262363	OK	 
REQUEST	416		CerificadoForm Redirect 1	1591031262362	1591031262370	OK	 
REQUEST	686		IniciadoSesion	1591031261871	1591031262396	OK	 
REQUEST	686		IniciadoSesion Redirect 1	1591031262396	1591031262401	OK	 
REQUEST	626		CrearCertificado	1591031262402	1591031262408	OK	 
REQUEST	38		CreateCourseForm	1591031262402	1591031262423	OK	 
USER	PublicarCurso	832	START	1591031262428	1591031262428
REQUEST	832		Home	1591031262428	1591031262433	OK	 
REQUEST	792		IniciarSesion	1591031262461	1591031262466	OK	 
REQUEST	39		CreateCourseForm	1591031262461	1591031262483	OK	 
REQUEST	417		CerificadoForm	1591031262472	1591031262488	OK	 
REQUEST	687		IniciadoSesion	1591031261982	1591031262492	OK	 
REQUEST	627		CrearCertificado	1591031262487	1591031262493	OK	 
REQUEST	417		CerificadoForm Redirect 1	1591031262488	1591031262496	OK	 
REQUEST	687		IniciadoSesion Redirect 1	1591031262492	1591031262496	OK	 
USER	PublicarCurso	833	START	1591031262530	1591031262530
REQUEST	833		Home	1591031262531	1591031262536	OK	 
REQUEST	793		IniciarSesion	1591031262557	1591031262563	OK	 
REQUEST	418		CerificadoForm	1591031262552	1591031262567	OK	 
REQUEST	418		CerificadoForm Redirect 1	1591031262567	1591031262576	OK	 
REQUEST	628		CrearCertificado	1591031262569	1591031262581	OK	 
REQUEST	688		IniciadoSesion	1591031262067	1591031262586	OK	 
REQUEST	688		IniciadoSesion Redirect 1	1591031262587	1591031262591	OK	 
REQUEST	40		CreateCourseForm	1591031262582	1591031262604	OK	 
USER	PublicarCurso	834	START	1591031262630	1591031262630
REQUEST	834		Home	1591031262630	1591031262636	OK	 
REQUEST	419		CerificadoForm	1591031262652	1591031262667	OK	 
REQUEST	794		IniciarSesion	1591031262667	1591031262674	OK	 
REQUEST	419		CerificadoForm Redirect 1	1591031262667	1591031262677	OK	 
REQUEST	689		IniciadoSesion	1591031262169	1591031262687	OK	 
REQUEST	41		CreateCourseForm	1591031262667	1591031262690	OK	 
REQUEST	689		IniciadoSesion Redirect 1	1591031262687	1591031262692	OK	 
REQUEST	629		CrearCertificado	1591031262701	1591031262708	OK	 
USER	PublicarCurso	835	START	1591031262727	1591031262727
REQUEST	835		Home	1591031262728	1591031262732	OK	 
REQUEST	420		CerificadoForm	1591031262749	1591031262765	OK	 
REQUEST	795		IniciarSesion	1591031262760	1591031262766	OK	 
REQUEST	420		CerificadoForm Redirect 1	1591031262765	1591031262774	OK	 
REQUEST	42		CreateCourseForm	1591031262760	1591031262782	OK	 
REQUEST	690		IniciadoSesion	1591031262273	1591031262792	OK	 
REQUEST	690		IniciadoSesion Redirect 1	1591031262792	1591031262796	OK	 
REQUEST	630		CrearCertificado	1591031262793	1591031262798	OK	 
USER	PublicarCurso	836	START	1591031262830	1591031262830
REQUEST	836		Home	1591031262830	1591031262835	OK	 
REQUEST	421		CerificadoForm	1591031262841	1591031262856	OK	 
REQUEST	421		CerificadoForm Redirect 1	1591031262856	1591031262864	OK	 
REQUEST	796		IniciarSesion	1591031262867	1591031262872	OK	 
REQUEST	691		IniciadoSesion	1591031262369	1591031262885	OK	 
REQUEST	691		IniciadoSesion Redirect 1	1591031262885	1591031262889	OK	 
REQUEST	43		CreateCourseForm	1591031262877	1591031262903	OK	 
REQUEST	631		CrearCertificado	1591031262900	1591031262905	OK	 
USER	PublicarCurso	837	START	1591031262932	1591031262932
REQUEST	837		Home	1591031262933	1591031262938	OK	 
REQUEST	797		IniciarSesion	1591031262958	1591031262964	OK	 
REQUEST	422		CerificadoForm	1591031262958	1591031262974	OK	 
REQUEST	422		CerificadoForm Redirect 1	1591031262974	1591031262983	OK	 
REQUEST	632		CrearCertificado	1591031262980	1591031262986	OK	 
REQUEST	44		CreateCourseForm	1591031262969	1591031262993	OK	 
REQUEST	692		IniciadoSesion	1591031262498	1591031263018	OK	 
REQUEST	692		IniciadoSesion Redirect 1	1591031263018	1591031263023	OK	 
USER	PublicarCurso	838	START	1591031263030	1591031263030
REQUEST	838		Home	1591031263030	1591031263035	OK	 
REQUEST	423		CerificadoForm	1591031263041	1591031263056	OK	 
REQUEST	423		CerificadoForm Redirect 1	1591031263056	1591031263063	OK	 
REQUEST	798		IniciarSesion	1591031263063	1591031263069	OK	 
REQUEST	633		CrearCertificado	1591031263078	1591031263087	OK	 
REQUEST	45		CreateCourseForm	1591031263067	1591031263089	OK	 
REQUEST	693		IniciadoSesion	1591031262582	1591031263106	OK	 
REQUEST	693		IniciadoSesion Redirect 1	1591031263107	1591031263111	OK	 
USER	PublicarCurso	839	START	1591031263133	1591031263133
REQUEST	839		Home	1591031263133	1591031263139	OK	 
REQUEST	424		CerificadoForm	1591031263137	1591031263153	OK	 
REQUEST	424		CerificadoForm Redirect 1	1591031263153	1591031263162	OK	 
REQUEST	799		IniciarSesion	1591031263159	1591031263164	OK	 
REQUEST	46		CreateCourseForm	1591031263148	1591031263169	OK	 
REQUEST	634		CrearCertificado	1591031263181	1591031263185	OK	 
REQUEST	694		IniciadoSesion	1591031262691	1591031263215	OK	 
REQUEST	694		IniciadoSesion Redirect 1	1591031263215	1591031263220	OK	 
USER	PublicarCurso	840	START	1591031263228	1591031263228
REQUEST	840		Home	1591031263229	1591031263234	OK	 
REQUEST	425		CerificadoForm	1591031263240	1591031263276	OK	 
REQUEST	800		IniciarSesion	1591031263272	1591031263279	OK	 
REQUEST	425		CerificadoForm Redirect 1	1591031263276	1591031263286	OK	 
REQUEST	635		CrearCertificado	1591031263280	1591031263288	OK	 
REQUEST	47		CreateCourseForm	1591031263272	1591031263298	OK	 
REQUEST	695		IniciadoSesion	1591031262782	1591031263303	OK	 
REQUEST	695		IniciadoSesion Redirect 1	1591031263304	1591031263308	OK	 
USER	PublicarCurso	841	START	1591031263329	1591031263329
REQUEST	841		Home	1591031263329	1591031263335	OK	 
REQUEST	801		IniciarSesion	1591031263373	1591031263379	OK	 
REQUEST	636		CrearCertificado	1591031263377	1591031263383	OK	 
REQUEST	48		CreateCourseForm	1591031263377	1591031263401	OK	 
REQUEST	696		IniciadoSesion	1591031262889	1591031263405	OK	 
REQUEST	696		IniciadoSesion Redirect 1	1591031263405	1591031263409	OK	 
REQUEST	426		CerificadoForm	1591031263410	1591031263425	OK	 
REQUEST	426		CerificadoForm Redirect 1	1591031263425	1591031263433	OK	 
USER	PublicarCurso	842	START	1591031263447	1591031263447
REQUEST	842		Home	1591031263448	1591031263453	OK	 
REQUEST	802		IniciarSesion	1591031263447	1591031263453	OK	 
REQUEST	49		CreateCourseForm	1591031263458	1591031263478	OK	 
REQUEST	637		CrearCertificado	1591031263480	1591031263485	OK	 
REQUEST	697		IniciadoSesion	1591031262980	1591031263493	OK	 
REQUEST	697		IniciadoSesion Redirect 1	1591031263493	1591031263497	OK	 
REQUEST	427		CerificadoForm	1591031263502	1591031263517	OK	 
REQUEST	427		CerificadoForm Redirect 1	1591031263517	1591031263524	OK	 
USER	PublicarCurso	843	START	1591031263550	1591031263550
REQUEST	843		Home	1591031263550	1591031263555	OK	 
REQUEST	803		IniciarSesion	1591031263550	1591031263555	OK	 
REQUEST	638		CrearCertificado	1591031263583	1591031263588	OK	 
REQUEST	698		IniciadoSesion	1591031263078	1591031263590	OK	 
REQUEST	698		IniciadoSesion Redirect 1	1591031263590	1591031263595	OK	 
REQUEST	50		CreateCourseForm	1591031263588	1591031263611	OK	 
REQUEST	428		CerificadoForm	1591031263620	1591031263635	OK	 
REQUEST	428		CerificadoForm Redirect 1	1591031263635	1591031263644	OK	 
USER	PublicarCurso	844	START	1591031263652	1591031263652
REQUEST	844		Home	1591031263653	1591031263658	OK	 
REQUEST	804		IniciarSesion	1591031263652	1591031263659	OK	 
REQUEST	51		CreateCourseForm	1591031263669	1591031263693	OK	 
REQUEST	699		IniciadoSesion	1591031263181	1591031263699	OK	 
REQUEST	639		CrearCertificado	1591031263697	1591031263703	OK	 
REQUEST	699		IniciadoSesion Redirect 1	1591031263700	1591031263704	OK	 
USER	PublicarCurso	845	START	1591031263752	1591031263752
REQUEST	845		Home	1591031263752	1591031263758	OK	 
REQUEST	429		CerificadoForm	1591031263763	1591031263778	OK	 
REQUEST	805		IniciarSesion	1591031263778	1591031263784	OK	 
REQUEST	429		CerificadoForm Redirect 1	1591031263779	1591031263787	OK	 
REQUEST	700		IniciadoSesion	1591031263280	1591031263797	OK	 
REQUEST	700		IniciadoSesion Redirect 1	1591031263797	1591031263801	OK	 
REQUEST	52		CreateCourseForm	1591031263789	1591031263810	OK	 
REQUEST	640		CrearCertificado	1591031263811	1591031263817	OK	 
USER	PublicarCurso	846	START	1591031263848	1591031263848
REQUEST	846		Home	1591031263848	1591031263854	OK	 
REQUEST	806		IniciarSesion	1591031263848	1591031263854	OK	 
REQUEST	430		CerificadoForm	1591031263870	1591031263884	OK	 
REQUEST	641		CrearCertificado	1591031263881	1591031263887	OK	 
REQUEST	430		CerificadoForm Redirect 1	1591031263884	1591031263893	OK	 
REQUEST	701		IniciadoSesion	1591031263388	1591031263903	OK	 
REQUEST	701		IniciadoSesion Redirect 1	1591031263903	1591031263908	OK	 
REQUEST	53		CreateCourseForm	1591031263892	1591031263915	OK	 
USER	PublicarCurso	847	START	1591031263953	1591031263953
REQUEST	847		Home	1591031263953	1591031263959	OK	 
REQUEST	807		IniciarSesion	1591031263958	1591031263963	OK	 
REQUEST	431		CerificadoForm	1591031263968	1591031263982	OK	 
REQUEST	642		CrearCertificado	1591031263979	1591031263984	OK	 
REQUEST	702		IniciadoSesion	1591031263469	1591031263986	OK	 
REQUEST	702		IniciadoSesion Redirect 1	1591031263986	1591031263991	OK	 
REQUEST	431		CerificadoForm Redirect 1	1591031263982	1591031263993	OK	 
REQUEST	54		CreateCourseForm	1591031263990	1591031264010	OK	 
USER	PublicarCurso	848	START	1591031264049	1591031264049
REQUEST	848		Home	1591031264050	1591031264055	OK	 
REQUEST	808		IniciarSesion	1591031264060	1591031264065	OK	 
REQUEST	643		CrearCertificado	1591031264093	1591031264100	OK	 
REQUEST	432		CerificadoForm	1591031264093	1591031264112	OK	 
REQUEST	432		CerificadoForm Redirect 1	1591031264112	1591031264120	OK	 
REQUEST	55		CreateCourseForm	1591031264093	1591031264121	OK	 
REQUEST	703		IniciadoSesion	1591031263572	1591031264123	OK	 
REQUEST	703		IniciadoSesion Redirect 1	1591031264123	1591031264127	OK	 
USER	PublicarCurso	849	START	1591031264153	1591031264153
REQUEST	849		Home	1591031264153	1591031264159	OK	 
REQUEST	809		IniciarSesion	1591031264153	1591031264159	OK	 
REQUEST	704		IniciadoSesion	1591031263669	1591031264193	OK	 
REQUEST	644		CrearCertificado	1591031264190	1591031264196	OK	 
REQUEST	704		IniciadoSesion Redirect 1	1591031264193	1591031264198	OK	 
REQUEST	433		CerificadoForm	1591031264201	1591031264219	OK	 
REQUEST	433		CerificadoForm Redirect 1	1591031264219	1591031264228	OK	 
REQUEST	56		CreateCourseForm	1591031264201	1591031264229	OK	 
USER	PublicarCurso	850	START	1591031264250	1591031264250
REQUEST	810		IniciarSesion	1591031264250	1591031264255	OK	 
REQUEST	850		Home	1591031264250	1591031264256	OK	 
REQUEST	645		CrearCertificado	1591031264272	1591031264277	OK	 
REQUEST	705		IniciadoSesion	1591031263767	1591031264294	OK	 
REQUEST	705		IniciadoSesion Redirect 1	1591031264294	1591031264299	OK	 
REQUEST	57		CreateCourseForm	1591031264298	1591031264319	OK	 
USER	PublicarCurso	851	START	1591031264353	1591031264353
REQUEST	851		Home	1591031264353	1591031264358	OK	 
REQUEST	811		IniciarSesion	1591031264353	1591031264358	OK	 
REQUEST	434		CerificadoForm	1591031264378	1591031264394	OK	 
REQUEST	646		CrearCertificado	1591031264389	1591031264396	OK	 
REQUEST	434		CerificadoForm Redirect 1	1591031264394	1591031264404	OK	 
REQUEST	706		IniciadoSesion	1591031263881	1591031264405	OK	 
REQUEST	706		IniciadoSesion Redirect 1	1591031264405	1591031264410	OK	 
REQUEST	58		CreateCourseForm	1591031264401	1591031264422	OK	 
USER	PublicarCurso	852	START	1591031264428	1591031264428
REQUEST	852		Home	1591031264428	1591031264434	OK	 
REQUEST	707		IniciadoSesion	1591031263968	1591031264474	OK	 
REQUEST	812		IniciarSesion	1591031264472	1591031264478	OK	 
REQUEST	647		CrearCertificado	1591031264472	1591031264478	OK	 
REQUEST	707		IniciadoSesion Redirect 1	1591031264474	1591031264479	OK	 
REQUEST	59		CreateCourseForm	1591031264483	1591031264505	OK	 
REQUEST	435		CerificadoForm	1591031264498	1591031264512	OK	 
REQUEST	435		CerificadoForm Redirect 1	1591031264512	1591031264519	OK	 
USER	PublicarCurso	853	START	1591031264531	1591031264531
REQUEST	853		Home	1591031264531	1591031264537	OK	 
REQUEST	436		CerificadoForm	1591031264531	1591031264546	OK	 
REQUEST	436		CerificadoForm Redirect 1	1591031264546	1591031264556	OK	 
REQUEST	813		IniciarSesion	1591031264557	1591031264563	OK	 
REQUEST	648		CrearCertificado	1591031264557	1591031264563	OK	 
REQUEST	708		IniciadoSesion	1591031264071	1591031264580	OK	 
REQUEST	708		IniciadoSesion Redirect 1	1591031264580	1591031264585	OK	 
REQUEST	60		CreateCourseForm	1591031264590	1591031264611	OK	 
REQUEST	437		CerificadoForm	1591031264612	1591031264626	OK	 
USER	PublicarCurso	854	START	1591031264627	1591031264627
REQUEST	854		Home	1591031264628	1591031264634	OK	 
REQUEST	437		CerificadoForm Redirect 1	1591031264626	1591031264636	OK	 
REQUEST	814		IniciarSesion	1591031264661	1591031264670	OK	 
REQUEST	649		CrearCertificado	1591031264677	1591031264688	OK	 
REQUEST	709		IniciadoSesion	1591031264190	1591031264710	OK	 
REQUEST	709		IniciadoSesion Redirect 1	1591031264710	1591031264718	OK	 
USER	PublicarCurso	855	START	1591031264734	1591031264734
REQUEST	855		Home	1591031264734	1591031264741	OK	 
REQUEST	61		CreateCourseForm	1591031264734	1591031264758	OK	 
REQUEST	815		IniciarSesion	1591031264772	1591031264778	OK	 
REQUEST	650		CrearCertificado	1591031264783	1591031264788	OK	 
USER	PublicarCurso	1	END	1591031179332	1591031264791
REQUEST	710		IniciadoSesion	1591031264272	1591031264816	OK	 
REQUEST	710		IniciadoSesion Redirect 1	1591031264816	1591031264824	OK	 
USER	PublicarCurso	2	END	1591031179449	1591031264828
USER	PublicarCurso	856	START	1591031264828	1591031264828
REQUEST	438		CerificadoForm	1591031264812	1591031264833	OK	 
REQUEST	856		Home	1591031264829	1591031264837	OK	 
REQUEST	62		CreateCourseForm	1591031264812	1591031264844	OK	 
REQUEST	438		CerificadoForm Redirect 1	1591031264833	1591031264846	OK	 
REQUEST	439		CerificadoForm	1591031264823	1591031264851	OK	 
REQUEST	439		CerificadoForm Redirect 1	1591031264852	1591031264861	OK	 
REQUEST	816		IniciarSesion	1591031264862	1591031264869	OK	 
REQUEST	651		CrearCertificado	1591031264870	1591031264878	OK	 
REQUEST	63		CreateCourseForm	1591031264910	1591031264934	OK	 
USER	PublicarCurso	857	START	1591031264938	1591031264938
USER	PublicarCurso	3	END	1591031179550	1591031264938
REQUEST	440		CerificadoForm	1591031264921	1591031264940	OK	 
REQUEST	857		Home	1591031264938	1591031264947	OK	 
REQUEST	440		CerificadoForm Redirect 1	1591031264940	1591031264951	OK	 
REQUEST	711		IniciadoSesion	1591031264378	1591031264965	OK	 
REQUEST	817		IniciarSesion	1591031264963	1591031264969	OK	 
REQUEST	711		IniciadoSesion Redirect 1	1591031264965	1591031264974	OK	 
REQUEST	652		CrearCertificado	1591031264969	1591031264975	OK	 
REQUEST	441		CerificadoForm	1591031265004	1591031265022	OK	 
USER	PublicarCurso	4	END	1591031179650	1591031265031
USER	PublicarCurso	858	START	1591031265031	1591031265031
REQUEST	441		CerificadoForm Redirect 1	1591031265022	1591031265033	OK	 
REQUEST	858		Home	1591031265031	1591031265038	OK	 
REQUEST	64		CreateCourseForm	1591031265044	1591031265067	OK	 
REQUEST	818		IniciarSesion	1591031265070	1591031265076	OK	 
REQUEST	653		CrearCertificado	1591031265087	1591031265094	OK	 
REQUEST	712		IniciadoSesion	1591031264461	1591031265094	OK	 
REQUEST	442		CerificadoForm	1591031265083	1591031265099	OK	 
REQUEST	712		IniciadoSesion Redirect 1	1591031265095	1591031265100	OK	 
REQUEST	442		CerificadoForm Redirect 1	1591031265100	1591031265110	OK	 
USER	PublicarCurso	5	END	1591031179748	1591031265131
USER	PublicarCurso	859	START	1591031265131	1591031265131
REQUEST	859		Home	1591031265131	1591031265141	OK	 
REQUEST	65		CreateCourseForm	1591031265119	1591031265143	OK	 
REQUEST	443		CerificadoForm	1591031265148	1591031265167	OK	 
REQUEST	443		CerificadoForm Redirect 1	1591031265167	1591031265184	OK	 
REQUEST	819		IniciarSesion	1591031265176	1591031265184	OK	 
REQUEST	654		CrearCertificado	1591031265180	1591031265189	OK	 
REQUEST	713		IniciadoSesion	1591031264557	1591031265222	OK	 
REQUEST	66		CreateCourseForm	1591031265205	1591031265227	OK	 
REQUEST	713		IniciadoSesion Redirect 1	1591031265222	1591031265232	OK	 
USER	PublicarCurso	6	END	1591031179853	1591031265232
USER	PublicarCurso	860	START	1591031265232	1591031265232
REQUEST	860		Home	1591031265233	1591031265242	OK	 
REQUEST	820		IniciarSesion	1591031265273	1591031265280	OK	 
REQUEST	655		CrearCertificado	1591031265290	1591031265296	OK	 
USER	PublicarCurso	7	END	1591031179952	1591031265322
REQUEST	444		CerificadoForm	1591031265273	1591031265328	OK	 
REQUEST	67		CreateCourseForm	1591031265277	1591031265338	OK	 
REQUEST	444		CerificadoForm Redirect 1	1591031265328	1591031265338	OK	 
USER	PublicarCurso	861	START	1591031265339	1591031265339
REQUEST	861		Home	1591031265339	1591031265347	OK	 
REQUEST	714		IniciadoSesion	1591031264661	1591031265358	OK	 
REQUEST	714		IniciadoSesion Redirect 1	1591031265358	1591031265364	OK	 
REQUEST	445		CerificadoForm	1591031265353	1591031265372	OK	 
REQUEST	821		IniciarSesion	1591031265370	1591031265380	OK	 
REQUEST	445		CerificadoForm Redirect 1	1591031265373	1591031265392	OK	 
REQUEST	68		CreateCourseForm	1591031265382	1591031265420	OK	 
REQUEST	656		CrearCertificado	1591031265421	1591031265429	OK	 
REQUEST	715		IniciadoSesion	1591031264760	1591031265437	OK	 
USER	PublicarCurso	8	END	1591031180052	1591031265438
REQUEST	715		IniciadoSesion Redirect 1	1591031265437	1591031265443	OK	 
USER	PublicarCurso	862	START	1591031265450	1591031265450
REQUEST	862		Home	1591031265450	1591031265457	OK	 
REQUEST	446		CerificadoForm	1591031265450	1591031265467	OK	 
REQUEST	446		CerificadoForm Redirect 1	1591031265467	1591031265478	OK	 
REQUEST	822		IniciarSesion	1591031265474	1591031265483	OK	 
REQUEST	69		CreateCourseForm	1591031265478	1591031265500	OK	 
REQUEST	716		IniciadoSesion	1591031264862	1591031265514	OK	 
REQUEST	716		IniciadoSesion Redirect 1	1591031265515	1591031265520	OK	 
USER	PublicarCurso	9	END	1591031180151	1591031265524
USER	PublicarCurso	863	START	1591031265549	1591031265549
REQUEST	863		Home	1591031265550	1591031265559	OK	 
REQUEST	823		IniciarSesion	1591031265562	1591031265568	OK	 
REQUEST	447		CerificadoForm	1591031265549	1591031265569	OK	 
REQUEST	447		CerificadoForm Redirect 1	1591031265569	1591031265580	OK	 
REQUEST	70		CreateCourseForm	1591031265578	1591031265603	OK	 
REQUEST	657		CrearCertificado	1591031265603	1591031265616	OK	 
REQUEST	717		IniciadoSesion	1591031264963	1591031265619	OK	 
REQUEST	717		IniciadoSesion Redirect 1	1591031265619	1591031265624	OK	 
USER	PublicarCurso	10	END	1591031180253	1591031265638
USER	PublicarCurso	864	START	1591031265650	1591031265650
REQUEST	448		CerificadoForm	1591031265638	1591031265655	OK	 
REQUEST	864		Home	1591031265650	1591031265657	OK	 
REQUEST	448		CerificadoForm Redirect 1	1591031265655	1591031265665	OK	 
REQUEST	824		IniciarSesion	1591031265667	1591031265674	OK	 
REQUEST	71		CreateCourseForm	1591031265689	1591031265717	OK	 
REQUEST	718		IniciadoSesion	1591031265058	1591031265729	OK	 
REQUEST	718		IniciadoSesion Redirect 1	1591031265730	1591031265735	OK	 
REQUEST	449		CerificadoForm	1591031265724	1591031265744	OK	 
USER	PublicarCurso	865	START	1591031265750	1591031265750
REQUEST	449		CerificadoForm Redirect 1	1591031265744	1591031265754	OK	 
REQUEST	865		Home	1591031265750	1591031265758	OK	 
USER	PublicarCurso	11	END	1591031180347	1591031265761
REQUEST	825		IniciarSesion	1591031265761	1591031265767	OK	 
REQUEST	658		CrearCertificado	1591031265772	1591031265786	OK	 
REQUEST	72		CreateCourseForm	1591031265788	1591031265810	OK	 
REQUEST	719		IniciadoSesion	1591031265175	1591031265820	OK	 
REQUEST	719		IniciadoSesion Redirect 1	1591031265820	1591031265825	OK	 
REQUEST	659		CrearCertificado	1591031265827	1591031265833	OK	 
