ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
USER	Listado	672	END	1590969861408	1590969927794
REQUEST	468		CerradoSesion Redirect 1	1590969926729	1590969927803	OK	 
USER	Inscribirse	468	END	1590969845044	1590969927804
REQUEST	1129		IniciadoOwner Redirect 1	1590969927781	1590969927811	OK	 
REQUEST	834		Inscrito	1590969927623	1590969927811	OK	 
REQUEST	1102		IniciadoOwner	1590969924932	1590969927811	OK	 
REQUEST	1116		IniciadoOwner	1590969926246	1590969927813	OK	 
REQUEST	815		CerrarSesion	1590969927735	1590969927819	OK	 
REQUEST	823		CerrarSesion	1590969927511	1590969927819	OK	 
REQUEST	1145		IniciadoOwner	1590969926426	1590969927820	OK	 
REQUEST	1114		IniciadoOwner	1590969924880	1590969927821	OK	 
REQUEST	1125		IniciadoOwner Redirect 1	1590969927754	1590969927831	OK	 
REQUEST	1132		IniciadoOwner	1590969925737	1590969927833	OK	 
REQUEST	479		CerradoSesion Redirect 1	1590969927763	1590969927844	OK	 
USER	Inscribirse	479	END	1590969845662	1590969927844
REQUEST	803		Inscrito	1590969926956	1590969927845	OK	 
REQUEST	802		CerrarSesion	1590969927018	1590969927846	OK	 
REQUEST	1142		IniciadoOwner Redirect 1	1590969927792	1590969927847	OK	 
REQUEST	796		Inscrito	1590969927410	1590969927847	OK	 
REQUEST	820		Inscrito	1590969927410	1590969927850	OK	 
REQUEST	1137		IniciadoOwner Redirect 1	1590969927725	1590969927858	OK	 
REQUEST	989		VerCursos	1590969926691	1590969927858	OK	 
REQUEST	1108		IniciadoOwner Redirect 1	1590969927748	1590969927860	OK	 
REQUEST	816		Inscrito	1590969927813	1590969927860	OK	 
REQUEST	1127		IniciadoOwner Redirect 1	1590969927745	1590969927861	OK	 
REQUEST	974		VerCursos	1590969927561	1590969927861	OK	 
REQUEST	1123		IniciadoOwner	1590969925144	1590969927862	OK	 
REQUEST	842		Inscrito	1590969927623	1590969927864	OK	 
REQUEST	1121		IniciadoOwner Redirect 1	1590969927728	1590969927865	OK	 
REQUEST	625		CerrarSesion	1590969927227	1590969927878	OK	 
REQUEST	1136		IniciadoOwner Redirect 1	1590969927705	1590969927878	OK	 
REQUEST	624		CerrarSesion	1590969927227	1590969927879	OK	 
REQUEST	478		CerradoSesion Redirect 1	1590969926610	1590969927879	OK	 
USER	Inscribirse	478	END	1590969845526	1590969927880
REQUEST	799		CerrarSesion	1590969927059	1590969927880	OK	 
REQUEST	668		CerradoSesion Redirect 1	1590969926658	1590969927881	OK	 
USER	Listado	668	END	1590969860714	1590969927882
REQUEST	982		VerCursos	1590969927164	1590969927884	OK	 
REQUEST	991		VerCursos	1590969927227	1590969927884	OK	 
REQUEST	1109		IniciadoOwner Redirect 1	1590969927750	1590969927885	OK	 
REQUEST	1116		IniciadoOwner Redirect 1	1590969927813	1590969927885	OK	 
REQUEST	1148		IniciadoOwner Redirect 1	1590969927762	1590969927886	OK	 
REQUEST	1143		IniciadoOwner Redirect 1	1590969927727	1590969927894	OK	 
REQUEST	1123		IniciadoOwner Redirect 1	1590969927862	1590969927900	OK	 
REQUEST	1145		IniciadoOwner Redirect 1	1590969927820	1590969927901	OK	 
REQUEST	811		CerrarSesion	1590969927702	1590969927905	OK	 
REQUEST	1107		IniciadoOwner Redirect 1	1590969927790	1590969927907	OK	 
REQUEST	983		VerCursos	1590969927059	1590969927909	OK	 
REQUEST	637		CerrarSesion	1590969927059	1590969927914	OK	 
REQUEST	470		CerradoSesion Redirect 1	1590969927783	1590969927914	OK	 
USER	Inscribirse	470	END	1590969845382	1590969927914
REQUEST	1100		IniciadoOwner Redirect 1	1590969927763	1590969927942	OK	 
REQUEST	481		CerradoSesion	1590969927876	1590969927942	OK	 
REQUEST	1135		IniciadoOwner Redirect 1	1590969927726	1590969927947	OK	 
REQUEST	805		Inscrito	1590969927119	1590969927948	OK	 
REQUEST	980		VerCursos	1590969927018	1590969927948	OK	 
REQUEST	1117		IniciadoOwner Redirect 1	1590969927760	1590969927948	OK	 
REQUEST	822		Inscrito	1590969927875	1590969927948	OK	 
REQUEST	800		CerrarSesion	1590969927295	1590969927952	OK	 
REQUEST	1134		IniciadoOwner Redirect 1	1590969927764	1590969927955	OK	 
REQUEST	988		VerCursos	1590969927876	1590969927957	OK	 
REQUEST	683		CerradoSesion Redirect 1	1590969927791	1590969927957	OK	 
USER	Listado	683	END	1590969862094	1590969927958
REQUEST	649		CerrarSesion	1590969927295	1590969927958	OK	 
REQUEST	1132		IniciadoOwner Redirect 1	1590969927833	1590969927960	OK	 
REQUEST	1131		IniciadoOwner Redirect 1	1590969927753	1590969927962	OK	 
REQUEST	829		Inscrito	1590969927227	1590969927963	OK	 
REQUEST	817		Inscrito	1590969926827	1590969927963	OK	 
REQUEST	1102		IniciadoOwner Redirect 1	1590969927811	1590969928337	OK	 
REQUEST	1133		IniciadoOwner Redirect 1	1590969927792	1590969928347	OK	 
REQUEST	505		CerradoSesion	1590969928143	1590969928407	OK	 
REQUEST	481		CerradoSesion Redirect 1	1590969927942	1590969928413	OK	 
USER	Inscribirse	481	END	1590969845957	1590969928413
REQUEST	807		Inscrito	1590969927018	1590969928415	OK	 
REQUEST	493		CerradoSesion	1590969927968	1590969928416	OK	 
REQUEST	996		VerCursos	1590969928186	1590969928424	OK	 
REQUEST	808		Inscrito	1590969928332	1590969928428	OK	 
REQUEST	992		VerCursos	1590969927968	1590969928435	OK	 
REQUEST	819		Inscrito	1590969928089	1590969928440	OK	 
REQUEST	493		CerradoSesion Redirect 1	1590969928416	1590969928443	OK	 
USER	Inscribirse	493	END	1590969846893	1590969928443
REQUEST	494		CerradoSesion	1590969928156	1590969928446	OK	 
REQUEST	814		CerrarSesion	1590969928007	1590969928447	OK	 
REQUEST	1005		VerCursos	1590969928156	1590969928448	OK	 
REQUEST	483		CerradoSesion	1590969928186	1590969928448	OK	 
REQUEST	1114		IniciadoOwner Redirect 1	1590969927821	1590969928450	OK	 
REQUEST	812		CerrarSesion	1590969927967	1590969928454	OK	 
REQUEST	1138		IniciadoOwner	1590969927623	1590969928469	OK	 
REQUEST	708		CerradoSesion	1590969927967	1590969928471	OK	 
REQUEST	505		CerradoSesion Redirect 1	1590969928408	1590969928473	OK	 
USER	Inscribirse	505	END	1590969847686	1590969928473
REQUEST	825		CerrarSesion	1590969928258	1590969928478	OK	 
REQUEST	483		CerradoSesion Redirect 1	1590969928448	1590969928479	OK	 
USER	Inscribirse	483	END	1590969846233	1590969928479
REQUEST	722		CerradoSesion	1590969928258	1590969928481	OK	 
REQUEST	1160		IniciadoOwner	1590969927750	1590969928520	OK	 
REQUEST	1141		IniciadoOwner	1590969926503	1590969928520	OK	 
REQUEST	1001		VerCursos	1590969928369	1590969928520	OK	 
REQUEST	1139		IniciadoOwner	1590969927622	1590969928521	OK	 
REQUEST	720		CerradoSesion	1590969927968	1590969928521	OK	 
REQUEST	491		CerradoSesion	1590969928007	1590969928521	OK	 
REQUEST	696		CerradoSesion	1590969928015	1590969928526	OK	 
REQUEST	710		CerradoSesion	1590969928444	1590969928526	OK	 
REQUEST	708		CerradoSesion Redirect 1	1590969928471	1590969928530	OK	 
USER	Listado	708	END	1590969863977	1590969928530
REQUEST	710		CerradoSesion Redirect 1	1590969928526	1590969928535	OK	 
REQUEST	830		Inscrito	1590969927915	1590969928538	OK	 
USER	Listado	710	END	1590969864264	1590969928535
REQUEST	1141		IniciadoOwner Redirect 1	1590969928520	1590969928543	OK	 
REQUEST	985		VerCursos	1590969928369	1590969928551	OK	 
REQUEST	1160		IniciadoOwner Redirect 1	1590969928520	1590969928554	OK	 
REQUEST	801		CerrarSesion	1590969928046	1590969928568	OK	 
REQUEST	491		CerradoSesion Redirect 1	1590969928521	1590969928573	OK	 
USER	Inscribirse	491	END	1590969846562	1590969928573
REQUEST	492		CerradoSesion	1590969928110	1590969928584	OK	 
REQUEST	1157		IniciadoOwner	1590969927164	1590969928657	OK	 
REQUEST	831		Inscrito	1590969928074	1590969928657	OK	 
REQUEST	1007		VerCursos	1590969928346	1590969928705	OK	 
REQUEST	997		VerCursos	1590969928007	1590969928705	OK	 
REQUEST	1147		IniciadoOwner	1590969927561	1590969928705	OK	 
REQUEST	1139		IniciadoOwner Redirect 1	1590969928521	1590969928705	OK	 
REQUEST	1170		IniciadoOwner	1590969927875	1590969928751	OK	 
REQUEST	482		CerradoSesion	1590969928615	1590969928751	OK	 
REQUEST	1013		VerCursos	1590969928369	1590969928752	OK	 
REQUEST	720		CerradoSesion Redirect 1	1590969928521	1590969928789	OK	 
REQUEST	1138		IniciadoOwner Redirect 1	1590969928469	1590969928792	OK	 
USER	Listado	720	END	1590969864742	1590969928789
REQUEST	482		CerradoSesion Redirect 1	1590969928752	1590969928794	OK	 
USER	Inscribirse	482	END	1590969846096	1590969928794
REQUEST	1154		IniciadoOwner	1590969927876	1590969928856	OK	 
REQUEST	836		CerrarSesion	1590969928303	1590969928860	OK	 
REQUEST	1014		VerCursos	1590969928393	1590969928860	OK	 
REQUEST	698		CerradoSesion	1590969928749	1590969928861	OK	 
REQUEST	722		CerradoSesion Redirect 1	1590969928481	1590969928866	OK	 
REQUEST	709		CerradoSesion	1590969928686	1590969928867	OK	 
USER	Listado	722	END	1590969865047	1590969928867
REQUEST	1147		IniciadoOwner Redirect 1	1590969928705	1590969928880	OK	 
REQUEST	857		Inscrito	1590969928788	1590969928882	OK	 
REQUEST	990		VerCursos	1590969928615	1590969928924	OK	 
REQUEST	492		CerradoSesion Redirect 1	1590969928584	1590969929073	OK	 
REQUEST	696		CerradoSesion Redirect 1	1590969928526	1590969929074	OK	 
REQUEST	1157		IniciadoOwner Redirect 1	1590969928657	1590969929074	OK	 
USER	Inscribirse	492	END	1590969846722	1590969929073
REQUEST	634		CerrarSesion	1590969928686	1590969929074	OK	 
USER	Listado	696	END	1590969863093	1590969929074
REQUEST	1008		VerCursos	1590969928749	1590969929099	OK	 
REQUEST	494		CerradoSesion Redirect 1	1590969928446	1590969929105	OK	 
USER	Inscribirse	494	END	1590969847064	1590969929105
REQUEST	1000		VerCursos	1590969928686	1590969929108	OK	 
REQUEST	614		CerrarSesion	1590969928958	1590969929112	OK	 
REQUEST	648		CerrarSesion	1590969928855	1590969929114	OK	 
REQUEST	1170		IniciadoOwner Redirect 1	1590969928751	1590969929184	OK	 
REQUEST	826		CerrarSesion	1590969928788	1590969929184	OK	 
REQUEST	827		CerrarSesion	1590969928788	1590969929184	OK	 
REQUEST	661		CerrarSesion	1590969928855	1590969929184	OK	 
REQUEST	638		CerrarSesion	1590969929008	1590969929184	OK	 
REQUEST	1154		IniciadoOwner Redirect 1	1590969928856	1590969929185	OK	 
REQUEST	846		Inscrito	1590969928958	1590969929342	OK	 
REQUEST	698		CerradoSesion Redirect 1	1590969928861	1590969929351	OK	 
USER	Listado	698	END	1590969863421	1590969929352
REQUEST	640		CerrarSesion	1590969929175	1590969929352	OK	 
REQUEST	709		CerradoSesion Redirect 1	1590969928867	1590969929441	OK	 
REQUEST	849		CerrarSesion	1590969929174	1590969929441	OK	 
USER	Listado	709	END	1590969864117	1590969929442
REQUEST	858		Inscrito	1590969929268	1590969929442	OK	 
REQUEST	828		CerrarSesion	1590969928911	1590969929529	OK	 
REQUEST	863		CerrarSesion	1590969929268	1590969929535	OK	 
REQUEST	837		CerrarSesion	1590969929174	1590969929536	OK	 
REQUEST	871		Inscrito	1590969929436	1590969929632	OK	 
REQUEST	862		CerrarSesion	1590969929436	1590969929632	OK	 
REQUEST	651		CerrarSesion	1590969929175	1590969929632	OK	 
REQUEST	612		CerrarSesion	1590969929544	1590969929637	OK	 
REQUEST	853		CerrarSesion	1590969929544	1590969929638	OK	 
REQUEST	860		Inscrito	1590969929544	1590969929646	OK	 
REQUEST	1155		IniciadoOwner	1590969928292	1590969929734	OK	 
REQUEST	639		CerrarSesion	1590969929668	1590969929861	OK	 
REQUEST	1155		IniciadoOwner Redirect 1	1590969929734	1590969929864	OK	 
REQUEST	665		CerrarSesion	1590969929668	1590969929865	OK	 
REQUEST	636		CerrarSesion	1590969929764	1590969929865	OK	 
REQUEST	635		CerrarSesion	1590969929764	1590969929865	OK	 
REQUEST	613		CerrarSesion	1590969929764	1590969929865	OK	 
REQUEST	663		CerrarSesion	1590969929764	1590969929865	OK	 
REQUEST	484		CerradoSesion	1590969929898	1590969929956	OK	 
REQUEST	697		CerradoSesion	1590969929898	1590969929956	OK	 
REQUEST	838		CerrarSesion	1590969929898	1590969929962	OK	 
REQUEST	484		CerradoSesion Redirect 1	1590969929956	1590969929963	OK	 
REQUEST	650		CerrarSesion	1590969929898	1590969929963	OK	 
USER	Inscribirse	484	END	1590969846383	1590969929964
REQUEST	864		CerrarSesion	1590969929898	1590969929970	OK	 
REQUEST	1012		VerCursos	1590969929898	1590969929971	OK	 
REQUEST	1010		VerCursos	1590969929898	1590969929972	OK	 
REQUEST	697		CerradoSesion Redirect 1	1590969929956	1590969929973	OK	 
USER	Listado	697	END	1590969863247	1590969929974
REQUEST	1140		IniciadoOwner	1590969927968	1590969930002	OK	 
REQUEST	993		VerCursos	1590969929898	1590969930060	OK	 
REQUEST	1159		IniciadoOwner	1590969928303	1590969930061	OK	 
REQUEST	984		VerCursos	1590969930008	1590969930163	OK	 
REQUEST	1017		VerCursos	1590969930008	1590969930163	OK	 
REQUEST	870		Inscrito	1590969930008	1590969930164	OK	 
REQUEST	664		CerrarSesion	1590969930002	1590969930164	OK	 
REQUEST	1140		IniciadoOwner Redirect 1	1590969930002	1590969930164	OK	 
REQUEST	1159		IniciadoOwner Redirect 1	1590969930061	1590969930164	OK	 
REQUEST	1168		IniciadoOwner	1590969927967	1590969930164	OK	 
REQUEST	1167		IniciadoOwner	1590969928393	1590969930165	OK	 
REQUEST	1163		IniciadoOwner	1590969928332	1590969930165	OK	 
REQUEST	1166		IniciadoOwner	1590969928393	1590969930165	OK	 
REQUEST	693		CerradoSesion	1590969930117	1590969930165	OK	 
REQUEST	660		CerrarSesion	1590969930117	1590969930209	OK	 
REQUEST	998		VerCursos	1590969930117	1590969930210	OK	 
REQUEST	647		CerrarSesion	1590969930117	1590969930210	OK	 
REQUEST	1182		IniciadoOwner	1590969928369	1590969930210	OK	 
REQUEST	1171		IniciadoOwner	1590969928292	1590969930211	OK	 
REQUEST	1156		IniciadoOwner	1590969928223	1590969930212	OK	 
REQUEST	1167		IniciadoOwner Redirect 1	1590969930165	1590969930246	OK	 
REQUEST	1163		IniciadoOwner Redirect 1	1590969930165	1590969930247	OK	 
REQUEST	1171		IniciadoOwner Redirect 1	1590969930211	1590969930518	OK	 
REQUEST	1168		IniciadoOwner Redirect 1	1590969930164	1590969930520	OK	 
REQUEST	693		CerradoSesion Redirect 1	1590969930165	1590969930520	OK	 
USER	Listado	693	END	1590969862601	1590969930521
REQUEST	1146		IniciadoOwner	1590969928686	1590969930524	OK	 
REQUEST	850		CerrarSesion	1590969930198	1590969930524	OK	 
REQUEST	848		Inscrito	1590969930198	1590969930533	OK	 
REQUEST	885		Inscrito	1590969930233	1590969930534	OK	 
REQUEST	1146		IniciadoOwner Redirect 1	1590969930524	1590969930537	OK	 
REQUEST	1166		IniciadoOwner Redirect 1	1590969930165	1590969930539	OK	 
REQUEST	759		CerradoSesion	1590969930476	1590969930543	OK	 
REQUEST	1152		IniciadoOwner	1590969928444	1590969930546	OK	 
REQUEST	1149		IniciadoOwner	1590969928292	1590969930546	OK	 
REQUEST	1182		IniciadoOwner Redirect 1	1590969930211	1590969930549	OK	 
REQUEST	856		Inscrito	1590969930340	1590969930551	OK	 
REQUEST	1164		IniciadoOwner	1590969928788	1590969930568	OK	 
REQUEST	1174		IniciadoOwner	1590969928788	1590969930568	OK	 
REQUEST	1151		IniciadoOwner	1590969928615	1590969930581	OK	 
REQUEST	759		CerradoSesion Redirect 1	1590969930543	1590969930581	OK	 
REQUEST	1144		IniciadoOwner	1590969927968	1590969930582	OK	 
USER	Listado	759	END	1590969867817	1590969930582
REQUEST	1016		VerCursos	1590969930443	1590969930593	OK	 
REQUEST	1161		IniciadoOwner	1590969928749	1590969930596	OK	 
REQUEST	1053		VerCursos	1590969930524	1590969930598	OK	 
REQUEST	843		Inscrito	1590969930198	1590969930615	OK	 
REQUEST	733		CerradoSesion	1590969930550	1590969930618	OK	 
REQUEST	1173		IniciadoOwner	1590969929342	1590969930618	OK	 
REQUEST	695		CerradoSesion	1590969930443	1590969930619	OK	 
REQUEST	733		CerradoSesion Redirect 1	1590969930618	1590969930626	OK	 
REQUEST	695		CerradoSesion Redirect 1	1590969930619	1590969930627	OK	 
USER	Listado	733	END	1590969865832	1590969930627
USER	Listado	695	END	1590969862916	1590969930627
REQUEST	1177		IniciadoOwner	1590969929436	1590969930629	OK	 
REQUEST	1027		VerCursos	1590969930410	1590969930629	OK	 
REQUEST	1156		IniciadoOwner Redirect 1	1590969930212	1590969930633	OK	 
REQUEST	1026		VerCursos	1590969930443	1590969930635	OK	 
REQUEST	1161		IniciadoOwner Redirect 1	1590969930596	1590969930638	OK	 
REQUEST	835		CerrarSesion	1590969930394	1590969930639	OK	 
REQUEST	873		Inscrito	1590969930567	1590969930648	OK	 
REQUEST	1149		IniciadoOwner Redirect 1	1590969930546	1590969930650	OK	 
REQUEST	1162		IniciadoOwner	1590969928303	1590969930651	OK	 
REQUEST	1144		IniciadoOwner Redirect 1	1590969930582	1590969930693	OK	 
REQUEST	1164		IniciadoOwner Redirect 1	1590969930568	1590969930705	OK	 
REQUEST	1177		IniciadoOwner Redirect 1	1590969930629	1590969930705	OK	 
REQUEST	1162		IniciadoOwner Redirect 1	1590969930652	1590969930728	OK	 
REQUEST	1151		IniciadoOwner Redirect 1	1590969930582	1590969930728	OK	 
REQUEST	1173		IniciadoOwner Redirect 1	1590969930618	1590969930728	OK	 
REQUEST	1152		IniciadoOwner Redirect 1	1590969930546	1590969930728	OK	 
REQUEST	1174		IniciadoOwner Redirect 1	1590969930568	1590969930728	OK	 
REQUEST	872		Inscrito	1590969930410	1590969930728	OK	 
REQUEST	852		CerrarSesion	1590969930750	1590969930858	OK	 
REQUEST	868		Inscrito	1590969930792	1590969930870	OK	 
REQUEST	855		Inscrito	1590969930792	1590969930870	OK	 
REQUEST	736		CerradoSesion	1590969930995	1590969930997	OK	 
REQUEST	1175		IniciadoOwner	1590969928615	1590969931061	OK	 
REQUEST	1158		IniciadoOwner	1590969928615	1590969931061	OK	 
REQUEST	736		CerradoSesion Redirect 1	1590969930997	1590969931123	OK	 
REQUEST	1165		IniciadoOwner	1590969928749	1590969931123	OK	 
USER	Listado	736	END	1590969866234	1590969931124
REQUEST	520		CerradoSesion	1590969931065	1590969931124	OK	 
REQUEST	732		CerradoSesion	1590969931064	1590969931125	OK	 
REQUEST	1187		IniciadoOwner	1590969930198	1590969931125	OK	 
REQUEST	735		CerradoSesion	1590969931065	1590969931125	OK	 
REQUEST	734		CerradoSesion	1590969931065	1590969931125	OK	 
REQUEST	711		CerradoSesion	1590969931064	1590969931126	OK	 
REQUEST	731		CerradoSesion	1590969931064	1590969931126	OK	 
REQUEST	509		CerradoSesion	1590969931064	1590969931127	OK	 
REQUEST	1158		IniciadoOwner Redirect 1	1590969931061	1590969931129	OK	 
REQUEST	520		CerradoSesion Redirect 1	1590969931124	1590969931131	OK	 
USER	Inscribirse	520	END	1590969849053	1590969931132
REQUEST	1175		IniciadoOwner Redirect 1	1590969931061	1590969931133	OK	 
REQUEST	652		CerrarSesion	1590969931064	1590969931135	OK	 
REQUEST	1165		IniciadoOwner Redirect 1	1590969931124	1590969931140	OK	 
REQUEST	732		CerradoSesion Redirect 1	1590969931125	1590969931140	OK	 
REQUEST	1187		IniciadoOwner Redirect 1	1590969931125	1590969931140	OK	 
USER	Listado	732	END	1590969865694	1590969931140
REQUEST	711		CerradoSesion Redirect 1	1590969931126	1590969931142	OK	 
USER	Listado	711	END	1590969864386	1590969931142
REQUEST	1028		VerCursos	1590969931065	1590969931145	OK	 
REQUEST	735		CerradoSesion Redirect 1	1590969931125	1590969931145	OK	 
USER	Listado	735	END	1590969866116	1590969931145
REQUEST	1003		VerCursos	1590969931065	1590969931146	OK	 
REQUEST	731		CerradoSesion Redirect 1	1590969931126	1590969931147	OK	 
USER	Listado	731	END	1590969865525	1590969931148
REQUEST	734		CerradoSesion Redirect 1	1590969931125	1590969931204	OK	 
REQUEST	995		VerCursos	1590969931065	1590969931205	OK	 
USER	Listado	734	END	1590969865966	1590969931205
REQUEST	509		CerradoSesion Redirect 1	1590969931127	1590969931205	OK	 
REQUEST	517		CerradoSesion	1590969931147	1590969931205	OK	 
USER	Inscribirse	509	END	1590969848258	1590969931205
REQUEST	1181		IniciadoOwner	1590969928749	1590969931205	OK	 
REQUEST	705		CerradoSesion	1590969931147	1590969931206	OK	 
REQUEST	724		CerradoSesion	1590969931147	1590969931206	OK	 
REQUEST	685		CerradoSesion	1590969931147	1590969931207	OK	 
REQUEST	723		CerradoSesion	1590969931147	1590969931207	OK	 
REQUEST	548		CerradoSesion	1590969931147	1590969931207	OK	 
REQUEST	548		CerradoSesion Redirect 1	1590969931207	1590969931215	OK	 
REQUEST	705		CerradoSesion Redirect 1	1590969931206	1590969931215	OK	 
REQUEST	723		CerradoSesion Redirect 1	1590969931207	1590969931215	OK	 
USER	Listado	705	END	1590969863545	1590969931216
USER	Inscribirse	548	END	1590969851386	1590969931216
USER	Listado	723	END	1590969865215	1590969931216
REQUEST	1181		IniciadoOwner Redirect 1	1590969931205	1590969931217	OK	 
REQUEST	1040		VerCursos	1590969931147	1590969931219	OK	 
REQUEST	517		CerradoSesion Redirect 1	1590969931205	1590969931258	OK	 
REQUEST	685		CerradoSesion Redirect 1	1590969931207	1590969931258	OK	 
USER	Inscribirse	517	END	1590969848554	1590969931258
