ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
REQUEST	645		IniciadoOwner Redirect 1	1590969888140	1590969888147	OK	 
REQUEST	202		CerradoSesion Redirect 1	1590969887103	1590969888147	OK	 
USER	Listado	202	END	1590969825064	1590969888148
REQUEST	627		IniciadoOwner	1590969885750	1590969888155	OK	 
REQUEST	142		CerrarSesion	1590969888154	1590969888159	OK	 
REQUEST	1020		Home	1590969887982	1590969888161	OK	 
REQUEST	1027		Home	1590969887983	1590969888167	OK	 
REQUEST	1016		Home	1590969887452	1590969888168	OK	 
REQUEST	936		IniciarSesion	1590969887928	1590969888169	OK	 
REQUEST	631		IniciadoOwner	1590969886350	1590969888171	OK	 
REQUEST	145		CerrarSesion	1590969887748	1590969888172	OK	 
REQUEST	633		IniciadoOwner	1590969886524	1590969888173	OK	 
REQUEST	482		VerCursos	1590969886845	1590969888176	OK	 
REQUEST	211		CerradoSesion Redirect 1	1590969887415	1590969888178	OK	 
USER	Listado	211	END	1590969825536	1590969888179
REQUEST	636		IniciadoOwner Redirect 1	1590969887381	1590969888179	OK	 
REQUEST	340		Inscrito	1590969886913	1590969888215	OK	 
REQUEST	926		IniciarSesion	1590969886664	1590969888214	OK	 
REQUEST	20		CerradoSesion	1590969888091	1590969888216	OK	 
REQUEST	627		IniciadoOwner Redirect 1	1590969888155	1590969888216	OK	 
REQUEST	497		VerCursos	1590969887364	1590969888216	OK	 
REQUEST	19		CerradoSesion	1590969887484	1590969888238	OK	 
REQUEST	612		IniciadoOwner Redirect 1	1590969886452	1590969888239	OK	 
REQUEST	346		CerrarSesion	1590969887697	1590969888239	OK	 
REQUEST	517		VerCursos	1590969888136	1590969888241	OK	 
REQUEST	1015		Home	1590969887289	1590969888241	OK	 
REQUEST	357		CerrarSesion	1590969888079	1590969888242	OK	 
REQUEST	217		CerradoSesion	1590969888238	1590969888243	OK	 
REQUEST	934		IniciarSesion	1590969887607	1590969888246	OK	 
REQUEST	215		CerradoSesion	1590969888205	1590969888247	OK	 
REQUEST	937		IniciarSesion	1590969887797	1590969888247	OK	 
REQUEST	352		Inscrito	1590969887797	1590969888248	OK	 
REQUEST	938		IniciarSesion	1590969888137	1590969888252	OK	 
REQUEST	16		CerradoSesion	1590969888026	1590969888254	OK	 
REQUEST	946		IniciarSesion	1590969887928	1590969888253	OK	 
REQUEST	514		VerCursos	1590969888136	1590969888254	OK	 
REQUEST	19		CerradoSesion Redirect 1	1590969888238	1590969888255	OK	 
REQUEST	1028		Home	1590969888104	1590969888279	OK	 
REQUEST	633		IniciadoOwner Redirect 1	1590969888174	1590969888279	OK	 
REQUEST	1024		Home	1590969887543	1590969888279	OK	 
REQUEST	1021		Home	1590969888104	1590969888279	OK	 
USER	Listado	1022	START	1590969888280	1590969888280
USER	Inscribirse	1029	START	1590969888280	1590969888280
USER	Inscribirse	19	END	1590969809962	1590969888280
REQUEST	931		IniciarSesion	1590969887928	1590969888280	OK	 
REQUEST	641		IniciadoOwner	1590969886664	1590969888285	OK	 
REQUEST	1017		Home	1590969887543	1590969888289	OK	 
REQUEST	22		CerradoSesion	1590969888205	1590969888289	OK	 
REQUEST	351		Inscrito	1590969887844	1590969888291	OK	 
REQUEST	143		CerrarSesion	1590969887845	1590969888335	OK	 
REQUEST	505		VerCursos	1590969888205	1590969888340	OK	 
REQUEST	350		Inscrito	1590969887517	1590969888340	OK	 
REQUEST	228		CerradoSesion	1590969888205	1590969888341	OK	 
REQUEST	508		VerCursos	1590969887860	1590969888356	OK	 
REQUEST	1010		Home	1590969887452	1590969888356	OK	 
REQUEST	1025		Home	1590969887679	1590969888361	OK	 
REQUEST	632		IniciadoOwner	1590969886388	1590969888361	OK	 
REQUEST	933		IniciarSesion	1590969887748	1590969888361	OK	 
REQUEST	353		Inscrito	1590969887932	1590969888362	OK	 
REQUEST	507		VerCursos	1590969887364	1590969888363	OK	 
REQUEST	140		CerrarSesion	1590969888205	1590969888363	OK	 
REQUEST	501		VerCursos	1590969888205	1590969888378	OK	 
REQUEST	342		CerrarSesion	1590969887517	1590969888386	OK	 
REQUEST	631		IniciadoOwner Redirect 1	1590969888171	1590969888390	OK	 
REQUEST	226		CerradoSesion	1590969888280	1590969888398	OK	 
REQUEST	345		CerrarSesion	1590969887928	1590969888398	OK	 
USER	Listado	1023	START	1590969888402	1590969888402
USER	Inscribirse	1030	START	1590969888402	1590969888402
REQUEST	650		IniciadoOwner Redirect 1	1590969887813	1590969888419	OK	 
REQUEST	511		VerCursos	1590969887470	1590969888419	OK	 
REQUEST	144		CerrarSesion	1590969888238	1590969888421	OK	 
REQUEST	362		Inscrito	1590969887860	1590969888422	OK	 
REQUEST	15		CerradoSesion Redirect 1	1590969888106	1590969888422	OK	 
USER	Inscribirse	15	END	1590969809384	1590969888423
REQUEST	215		CerradoSesion Redirect 1	1590969888248	1590969888425	OK	 
USER	Listado	215	END	1590969826105	1590969888426
REQUEST	1022		Home	1590969888280	1590969888426	OK	 
REQUEST	24		CerradoSesion	1590969888384	1590969888438	OK	 
REQUEST	16		CerradoSesion Redirect 1	1590969888254	1590969888439	OK	 
USER	Inscribirse	16	END	1590969809533	1590969888440
REQUEST	216		CerradoSesion Redirect 1	1590969887888	1590969888443	OK	 
REQUEST	17		CerradoSesion	1590969888363	1590969888443	OK	 
USER	Listado	216	END	1590969826257	1590969888444
REQUEST	490		VerCursos	1590969888205	1590969888446	OK	 
REQUEST	632		IniciadoOwner Redirect 1	1590969888361	1590969888448	OK	 
REQUEST	20		CerradoSesion Redirect 1	1590969888216	1590969888451	OK	 
REQUEST	228		CerradoSesion Redirect 1	1590969888341	1590969888453	OK	 
USER	Inscribirse	20	END	1590969810102	1590969888452
USER	Listado	228	END	1590969827045	1590969888453
REQUEST	18		CerradoSesion Redirect 1	1590969887829	1590969888461	OK	 
USER	Inscribirse	18	END	1590969809822	1590969888461
REQUEST	512		VerCursos	1590969888205	1590969888462	OK	 
REQUEST	520		VerCursos	1590969888238	1590969888462	OK	 
REQUEST	948		IniciarSesion	1590969888101	1590969888463	OK	 
REQUEST	641		IniciadoOwner Redirect 1	1590969888286	1590969888509	OK	 
REQUEST	363		Inscrito	1590969888091	1590969888509	OK	 
REQUEST	510		VerCursos	1590969888280	1590969888510	OK	 
REQUEST	1023		Home	1590969888402	1590969888510	OK	 
REQUEST	226		CerradoSesion Redirect 1	1590969888398	1590969888511	OK	 
REQUEST	1030		Home	1590969888402	1590969888512	OK	 
USER	Listado	226	END	1590969826718	1590969888512
REQUEST	17		CerradoSesion Redirect 1	1590969888444	1590969888566	OK	 
USER	Inscribirse	17	END	1590969809676	1590969888566
REQUEST	1029		Home	1590969888280	1590969888572	OK	 
REQUEST	22		CerradoSesion Redirect 1	1590969888290	1590969888573	OK	 
USER	Inscribirse	22	END	1590969810398	1590969888573
REQUEST	499		VerCursos	1590969888306	1590969888575	OK	 
REQUEST	156		CerrarSesion	1590969888557	1590969888579	OK	 
REQUEST	509		VerCursos	1590969888205	1590969888579	OK	 
REQUEST	498		VerCursos	1590969888238	1590969888580	OK	 
REQUEST	217		CerradoSesion Redirect 1	1590969888243	1590969888580	OK	 
USER	Listado	217	END	1590969826397	1590969888581
USER	Listado	1031	START	1590969888616	1590969888616
USER	Inscribirse	1037	START	1590969888616	1590969888616
REQUEST	939		IniciarSesion	1590969888557	1590969888638	OK	 
REQUEST	651		IniciadoOwner	1590969887268	1590969888639	OK	 
REQUEST	23		CerradoSesion	1590969888617	1590969888640	OK	 
REQUEST	227		CerradoSesion	1590969888617	1590969888641	OK	 
REQUEST	500		VerCursos	1590969888616	1590969888657	OK	 
REQUEST	1037		Home	1590969888617	1590969888662	OK	 
REQUEST	155		CerrarSesion	1590969888616	1590969888662	OK	 
REQUEST	24		CerradoSesion Redirect 1	1590969888438	1590969888663	OK	 
REQUEST	502		VerCursos	1590969888616	1590969888663	OK	 
REQUEST	647		IniciadoOwner	1590969886664	1590969888664	OK	 
REQUEST	506		VerCursos	1590969888617	1590969888664	OK	 
REQUEST	504		VerCursos	1590969888617	1590969888664	OK	 
REQUEST	23		CerradoSesion Redirect 1	1590969888640	1590969888664	OK	 
USER	Inscribirse	24	END	1590969810728	1590969888664
USER	Inscribirse	23	END	1590969810563	1590969888665
REQUEST	1031		Home	1590969888616	1590969888670	OK	 
REQUEST	227		CerradoSesion Redirect 1	1590969888641	1590969888670	OK	 
USER	Listado	227	END	1590969826883	1590969888670
REQUEST	503		VerCursos	1590969888558	1590969888673	OK	 
REQUEST	647		IniciadoOwner Redirect 1	1590969888664	1590969888674	OK	 
REQUEST	25		CerradoSesion	1590969888703	1590969888712	OK	 
REQUEST	21		CerradoSesion	1590969888703	1590969888757	OK	 
REQUEST	940		IniciarSesion	1590969888703	1590969888757	OK	 
REQUEST	949		IniciarSesion	1590969888703	1590969888758	OK	 
REQUEST	941		IniciarSesion	1590969888702	1590969888759	OK	 
USER	Listado	1032	START	1590969888768	1590969888768
USER	Inscribirse	1038	START	1590969888768	1590969888768
USER	Inscribirse	1039	START	1590969888912	1590969888912
USER	Listado	1033	START	1590969888912	1590969888912
USER	Listado	1034	START	1590969889099	1590969889099
USER	Inscribirse	1040	START	1590969889099	1590969889099
USER	Listado	1035	START	1590969889237	1590969889237
USER	Inscribirse	1041	START	1590969889238	1590969889238
REQUEST	942		IniciarSesion	1590969888703	1590969889335	OK	 
REQUEST	154		CerrarSesion	1590969888703	1590969889338	OK	 
REQUEST	945		IniciarSesion	1590969888703	1590969889338	OK	 
REQUEST	496		VerCursos	1590969888703	1590969889339	OK	 
REQUEST	950		IniciarSesion	1590969888703	1590969889339	OK	 
REQUEST	660		IniciadoOwner	1590969887599	1590969889340	OK	 
REQUEST	153		CerrarSesion	1590969888703	1590969889341	OK	 
REQUEST	519		VerCursos	1590969888703	1590969889343	OK	 
REQUEST	651		IniciadoOwner Redirect 1	1590969888639	1590969889343	OK	 
REQUEST	944		IniciarSesion	1590969888703	1590969889344	OK	 
REQUEST	643		IniciadoOwner	1590969887212	1590969889345	OK	 
REQUEST	640		IniciadoOwner	1590969886524	1590969889345	OK	 
REQUEST	648		IniciadoOwner	1590969887211	1590969889348	OK	 
REQUEST	665		IniciadoOwner	1590969888426	1590969889348	OK	 
REQUEST	642		IniciadoOwner	1590969887212	1590969889353	OK	 
REQUEST	652		IniciadoOwner	1590969887451	1590969889353	OK	 
REQUEST	661		IniciadoOwner	1590969887797	1590969889354	OK	 
REQUEST	654		IniciadoOwner	1590969887767	1590969889354	OK	 
REQUEST	644		IniciadoOwner	1590969887212	1590969889354	OK	 
REQUEST	495		VerCursos	1590969888703	1590969889357	OK	 
REQUEST	1038		Home	1590969888768	1590969889359	OK	 
REQUEST	21		CerradoSesion Redirect 1	1590969888758	1590969889360	OK	 
USER	Inscribirse	21	END	1590969810255	1590969889361
REQUEST	146		CerrarSesion	1590969888703	1590969889361	OK	 
REQUEST	660		IniciadoOwner Redirect 1	1590969889341	1590969889362	OK	 
REQUEST	26		CerradoSesion	1590969888877	1590969889363	OK	 
REQUEST	658		IniciadoOwner	1590969888363	1590969889364	OK	 
REQUEST	653		IniciadoOwner	1590969887599	1590969889364	OK	 
REQUEST	943		IniciarSesion	1590969888769	1590969889367	OK	 
REQUEST	1034		Home	1590969889099	1590969889368	OK	 
REQUEST	1041		Home	1590969889238	1590969889371	OK	 
REQUEST	953		IniciarSesion	1590969888769	1590969889373	OK	 
REQUEST	525		VerCursos	1590969888983	1590969889379	OK	 
REQUEST	646		IniciadoOwner	1590969887451	1590969889381	OK	 
REQUEST	654		IniciadoOwner Redirect 1	1590969889354	1590969889385	OK	 
REQUEST	656		IniciadoOwner	1590969888443	1590969889385	OK	 
REQUEST	26		CerradoSesion Redirect 1	1590969889363	1590969889388	OK	 
USER	Inscribirse	26	END	1590969811062	1590969889389
REQUEST	947		IniciarSesion	1590969888702	1590969889393	OK	 
REQUEST	954		IniciarSesion	1590969889385	1590969889399	OK	 
REQUEST	513		VerCursos	1590969888843	1590969889404	OK	 
REQUEST	656		IniciadoOwner Redirect 1	1590969889385	1590969889406	OK	 
USER	Listado	1036	START	1590969889407	1590969889407
USER	Inscribirse	1042	START	1590969889407	1590969889407
REQUEST	959		IniciarSesion	1590969889386	1590969889409	OK	 
REQUEST	1042		Home	1590969889407	1590969889413	OK	 
REQUEST	1033		Home	1590969888912	1590969889421	OK	 
REQUEST	640		IniciadoOwner Redirect 1	1590969889345	1590969889439	OK	 
REQUEST	643		IniciadoOwner Redirect 1	1590969889345	1590969889440	OK	 
REQUEST	524		VerCursos	1590969888807	1590969889440	OK	 
REQUEST	521		VerCursos	1590969888983	1590969889453	OK	 
REQUEST	655		IniciadoOwner	1590969888558	1590969889453	OK	 
REQUEST	658		IniciadoOwner Redirect 1	1590969889364	1590969889454	OK	 
REQUEST	653		IniciadoOwner Redirect 1	1590969889364	1590969889454	OK	 
REQUEST	1040		Home	1590969889099	1590969889454	OK	 
REQUEST	661		IniciadoOwner Redirect 1	1590969889354	1590969889481	OK	 
REQUEST	642		IniciadoOwner Redirect 1	1590969889353	1590969889481	OK	 
REQUEST	665		IniciadoOwner Redirect 1	1590969889348	1590969889481	OK	 
REQUEST	648		IniciadoOwner Redirect 1	1590969889348	1590969889482	OK	 
REQUEST	36		CerradoSesion	1590969889454	1590969889482	OK	 
REQUEST	952		IniciarSesion	1590969888769	1590969889482	OK	 
REQUEST	664		IniciadoOwner	1590969888425	1590969889483	OK	 
REQUEST	646		IniciadoOwner Redirect 1	1590969889381	1590969889486	OK	 
REQUEST	1035		Home	1590969889237	1590969889486	OK	 
REQUEST	1032		Home	1590969888768	1590969889495	OK	 
REQUEST	25		CerradoSesion Redirect 1	1590969888712	1590969889496	OK	 
REQUEST	655		IniciadoOwner Redirect 1	1590969889453	1590969889496	OK	 
USER	Inscribirse	25	END	1590969810895	1590969889496
REQUEST	652		IniciadoOwner Redirect 1	1590969889353	1590969889502	OK	 
REQUEST	958		IniciarSesion	1590969889440	1590969889511	OK	 
REQUEST	157		CerrarSesion	1590969888768	1590969889511	OK	 
REQUEST	663		IniciadoOwner	1590969888426	1590969889516	OK	 
REQUEST	1036		Home	1590969889407	1590969889516	OK	 
REQUEST	518		VerCursos	1590969889018	1590969889517	OK	 
REQUEST	523		VerCursos	1590969889439	1590969889517	OK	 
REQUEST	516		VerCursos	1590969889487	1590969889539	OK	 
REQUEST	1039		Home	1590969888912	1590969889539	OK	 
REQUEST	366		Inscrito	1590969889487	1590969889539	OK	 
REQUEST	664		IniciadoOwner Redirect 1	1590969889483	1590969889540	OK	 
REQUEST	27		CerradoSesion	1590969889516	1590969889541	OK	 
USER	Listado	1043	START	1590969889553	1590969889553
USER	Inscribirse	1050	START	1590969889554	1590969889554
USER	Listado	1044	START	1590969889663	1590969889663
USER	Inscribirse	1051	START	1590969889663	1590969889663
USER	Listado	1045	START	1590969889831	1590969889831
USER	Inscribirse	1052	START	1590969889831	1590969889831
USER	Listado	1046	START	1590969889960	1590969889960
USER	Inscribirse	1053	START	1590969889960	1590969889960
REQUEST	644		IniciadoOwner Redirect 1	1590969889355	1590969889998	OK	 
REQUEST	663		IniciadoOwner Redirect 1	1590969889516	1590969889998	OK	 
REQUEST	951		IniciarSesion	1590969888768	1590969890001	OK	 
REQUEST	40		CerradoSesion	1590969889960	1590969890003	OK	 
REQUEST	673		IniciadoOwner	1590969888983	1590969890005	OK	 
REQUEST	355		CerrarSesion	1590969889488	1590969890005	OK	 
REQUEST	657		IniciadoOwner	1590969888508	1590969890006	OK	 
REQUEST	240		CerradoSesion	1590969889632	1590969890009	OK	 
REQUEST	1052		Home	1590969889831	1590969890028	OK	 
REQUEST	1045		Home	1590969889831	1590969890040	OK	 
REQUEST	674		IniciadoOwner	1590969889333	1590969890049	OK	 
REQUEST	1046		Home	1590969889960	1590969890053	OK	 
REQUEST	36		CerradoSesion Redirect 1	1590969889482	1590969890053	OK	 
REQUEST	956		IniciarSesion	1590969889488	1590969890053	OK	 
USER	Inscribirse	36	END	1590969811538	1590969890054
REQUEST	670		IniciadoOwner	1590969889385	1590969890084	OK	 
REQUEST	27		CerradoSesion Redirect 1	1590969889541	1590969890089	OK	 
USER	Inscribirse	27	END	1590969811227	1590969890089
REQUEST	1053		Home	1590969889960	1590969890097	OK	 
REQUEST	238		CerradoSesion	1590969889631	1590969890098	OK	 
REQUEST	28		CerradoSesion	1590969889704	1590969890098	OK	 
REQUEST	673		IniciadoOwner Redirect 1	1590969890005	1590969890098	OK	 
REQUEST	527		VerCursos	1590969889808	1590969890099	OK	 
REQUEST	522		VerCursos	1590969889595	1590969890099	OK	 
REQUEST	229		CerradoSesion	1590969889831	1590969890099	OK	 
USER	Inscribirse	1054	START	1590969890104	1590969890104
USER	Listado	1047	START	1590969890104	1590969890104
REQUEST	670		IniciadoOwner Redirect 1	1590969890084	1590969890106	OK	 
REQUEST	666		IniciadoOwner	1590969889019	1590969890106	OK	 
REQUEST	532		VerCursos	1590969889554	1590969890111	OK	 
REQUEST	243		CerradoSesion	1590969889630	1590969890112	OK	 
REQUEST	964		IniciarSesion	1590969889704	1590969890112	OK	 
REQUEST	37		CerradoSesion	1590969889663	1590969890140	OK	 
REQUEST	230		CerradoSesion	1590969889737	1590969890141	OK	 
REQUEST	1043		Home	1590969889553	1590969890171	OK	 
REQUEST	533		VerCursos	1590969889761	1590969890171	OK	 
REQUEST	1050		Home	1590969889554	1590969890179	OK	 
REQUEST	158		CerrarSesion	1590969889595	1590969890179	OK	 
REQUEST	957		IniciarSesion	1590969889704	1590969890183	OK	 
REQUEST	370		CerrarSesion	1590969890002	1590969890185	OK	 
REQUEST	229		CerradoSesion Redirect 1	1590969890099	1590969890185	OK	 
REQUEST	662		IniciadoOwner	1590969888983	1590969890186	OK	 
USER	Listado	229	END	1590969827213	1590969890186
REQUEST	667		IniciadoOwner	1590969889441	1590969890188	OK	 
REQUEST	659		IniciadoOwner	1590969888983	1590969890193	OK	 
REQUEST	960		IniciarSesion	1590969890170	1590969890196	OK	 
REQUEST	168		CerrarSesion	1590969889808	1590969890196	OK	 
REQUEST	536		VerCursos	1590969889595	1590969890201	OK	 
REQUEST	671		IniciadoOwner	1590969889385	1590969890213	OK	 
REQUEST	515		VerCursos	1590969889631	1590969890219	OK	 
REQUEST	962		IniciarSesion	1590969889704	1590969890224	OK	 
REQUEST	169		CerrarSesion	1590969889831	1590969890224	OK	 
USER	Listado	1048	START	1590969890240	1590969890240
USER	Inscribirse	1055	START	1590969890241	1590969890241
REQUEST	530		VerCursos	1590969889918	1590969890257	OK	 
REQUEST	657		IniciadoOwner Redirect 1	1590969890006	1590969890257	OK	 
REQUEST	534		VerCursos	1590969889663	1590969890258	OK	 
REQUEST	1044		Home	1590969889663	1590969890259	OK	 
REQUEST	240		CerradoSesion Redirect 1	1590969890009	1590969890259	OK	 
REQUEST	1051		Home	1590969889663	1590969890259	OK	 
USER	Listado	240	END	1590969827962	1590969890260
REQUEST	674		IniciadoOwner Redirect 1	1590969890049	1590969890290	OK	 
REQUEST	667		IniciadoOwner Redirect 1	1590969890188	1590969890290	OK	 
REQUEST	170		CerrarSesion	1590969889663	1590969890290	OK	 
REQUEST	975		IniciarSesion	1590969890170	1590969890290	OK	 
REQUEST	963		IniciarSesion	1590969889704	1590969890290	OK	 
REQUEST	531		VerCursos	1590969889631	1590969890291	OK	 
USER	Inscribirse	1056	START	1590969890387	1590969890387
USER	Listado	1049	START	1590969890387	1590969890387
USER	Inscribirse	1063	START	1590969890601	1590969890601
USER	Listado	1057	START	1590969890601	1590969890601
REQUEST	1054		Home	1590969890104	1590969890636	OK	 
REQUEST	1047		Home	1590969890104	1590969890636	OK	 
REQUEST	166		CerrarSesion	1590969889774	1590969890636	OK	 
REQUEST	955		IniciarSesion	1590969889704	1590969890636	OK	 
REQUEST	167		CerrarSesion	1590969890083	1590969890647	OK	 
REQUEST	668		IniciadoOwner	1590969889509	1590969890651	OK	 
REQUEST	243		CerradoSesion Redirect 1	1590969890112	1590969890652	OK	 
USER	Listado	243	END	1590969828395	1590969890652
REQUEST	662		IniciadoOwner Redirect 1	1590969890186	1590969890653	OK	 
REQUEST	967		IniciarSesion	1590969890308	1590969890656	OK	 
REQUEST	252		CerradoSesion	1590969890622	1590969890663	OK	 
REQUEST	375		Inscrito	1590969890239	1590969890664	OK	 
REQUEST	678		IniciadoOwner	1590969889960	1590969890665	OK	 
REQUEST	37		CerradoSesion Redirect 1	1590969890141	1590969890670	OK	 
USER	Inscribirse	37	END	1590969811672	1590969890671
REQUEST	539		VerCursos	1590969890609	1590969890677	OK	 
REQUEST	379		Inscrito	1590969890142	1590969890682	OK	 
REQUEST	377		Inscrito	1590969890270	1590969890683	OK	 
REQUEST	372		CerrarSesion	1590969890270	1590969890685	OK	 
REQUEST	28		CerradoSesion Redirect 1	1590969890098	1590969890688	OK	 
USER	Inscribirse	28	END	1590969811394	1590969890689
REQUEST	380		Inscrito	1590969889918	1590969890689	OK	 
REQUEST	40		CerradoSesion Redirect 1	1590969890004	1590969890690	OK	 
USER	Inscribirse	40	END	1590969812107	1590969890691
REQUEST	1057		Home	1590969890601	1590969890693	OK	 
REQUEST	672		IniciadoOwner	1590969889883	1590969890693	OK	 
REQUEST	237		CerradoSesion	1590969890380	1590969890699	OK	 
REQUEST	242		CerradoSesion	1590969890425	1590969890699	OK	 
REQUEST	668		IniciadoOwner Redirect 1	1590969890652	1590969890699	OK	 
REQUEST	659		IniciadoOwner Redirect 1	1590969890193	1590969890710	OK	 
REQUEST	354		Inscrito	1590969890142	1590969890714	OK	 
REQUEST	230		CerradoSesion Redirect 1	1590969890141	1590969890714	OK	 
USER	Listado	230	END	1590969827385	1590969890714
REQUEST	1049		Home	1590969890387	1590969890723	OK	 
REQUEST	239		CerradoSesion	1590969890418	1590969890726	OK	 
REQUEST	969		IniciarSesion	1590969890354	1590969890730	OK	 
REQUEST	976		IniciarSesion	1590969890488	1590969890731	OK	 
REQUEST	671		IniciadoOwner Redirect 1	1590969890213	1590969890733	OK	 
REQUEST	972		IniciarSesion	1590969890454	1590969890732	OK	 
REQUEST	347		CerrarSesion	1590969890239	1590969890734	OK	 
REQUEST	373		CerrarSesion	1590969890646	1590969890756	OK	 
REQUEST	49		CerradoSesion	1590969890698	1590969890756	OK	 
REQUEST	241		CerradoSesion	1590969890419	1590969890756	OK	 
REQUEST	365		Inscrito	1590969890170	1590969890757	OK	 
REQUEST	961		IniciarSesion	1590969889737	1590969890757	OK	 
REQUEST	238		CerradoSesion Redirect 1	1590969890098	1590969890758	OK	 
REQUEST	41		CerradoSesion	1590969890601	1590969890758	OK	 
USER	Listado	238	END	1590969827677	1590969890759
REQUEST	252		CerradoSesion Redirect 1	1590969890663	1590969890759	OK	 
REQUEST	368		CerrarSesion	1590969890240	1590969890759	OK	 
USER	Listado	252	END	1590969828728	1590969890760
REQUEST	543		VerCursos	1590969890488	1590969890760	OK	 
REQUEST	966		IniciarSesion	1590969890240	1590969890760	OK	 
REQUEST	666		IniciadoOwner Redirect 1	1590969890106	1590969890761	OK	 
USER	Listado	1058	START	1590969890762	1590969890762
USER	Inscribirse	1064	START	1590969890762	1590969890762
REQUEST	677		IniciadoOwner	1590969889960	1590969890765	OK	 
REQUEST	526		VerCursos	1590969890353	1590969890781	OK	 
REQUEST	180		CerrarSesion	1590969890521	1590969890782	OK	 
REQUEST	53		CerradoSesion	1590969890762	1590969890805	OK	 
REQUEST	1055		Home	1590969890241	1590969890828	OK	 
REQUEST	358		CerrarSesion	1590969890291	1590969890828	OK	 
REQUEST	968		IniciarSesion	1590969890240	1590969890828	OK	 
REQUEST	544		VerCursos	1590969890565	1590969890829	OK	 
REQUEST	39		CerradoSesion	1590969890418	1590969890829	OK	 
REQUEST	369		CerrarSesion	1590969890698	1590969890829	OK	 
REQUEST	371		CerrarSesion	1590969890353	1590969890830	OK	 
REQUEST	38		CerradoSesion	1590969890454	1590969890830	OK	 
REQUEST	686		IniciadoOwner	1590969890040	1590969890830	OK	 
REQUEST	52		CerradoSesion	1590969890488	1590969890831	OK	 
REQUEST	977		IniciarSesion	1590969890425	1590969890831	OK	 
REQUEST	965		IniciarSesion	1590969890308	1590969890831	OK	 
REQUEST	359		CerrarSesion	1590969890354	1590969890834	OK	 
REQUEST	51		CerradoSesion	1590969890565	1590969890848	OK	 
REQUEST	678		IniciadoOwner Redirect 1	1590969890665	1590969890848	OK	 
REQUEST	542		VerCursos	1590969890601	1590969890848	OK	 
REQUEST	41		CerradoSesion Redirect 1	1590969890759	1590969890848	OK	 
USER	Inscribirse	41	END	1590969812253	1590969890849
REQUEST	557		VerCursos	1590969890732	1590969890853	OK	 
REQUEST	679		IniciadoOwner	1590969890038	1590969890854	OK	 
REQUEST	686		IniciadoOwner Redirect 1	1590969890830	1590969890854	OK	 
REQUEST	672		IniciadoOwner Redirect 1	1590969890693	1590969890877	OK	 
REQUEST	378		Inscrito	1590969890240	1590969890877	OK	 
REQUEST	360		CerrarSesion	1590969890240	1590969890877	OK	 
REQUEST	52		CerradoSesion Redirect 1	1590969890831	1590969890893	OK	 
REQUEST	171		CerrarSesion	1590969890521	1590969890893	OK	 
USER	Inscribirse	52	END	1590969813057	1590969890894
REQUEST	361		Inscrito	1590969890170	1590969890898	OK	 
REQUEST	535		VerCursos	1590969890795	1590969890902	OK	 
REQUEST	669		IniciadoOwner	1590969889809	1590969890902	OK	 
REQUEST	537		VerCursos	1590969890523	1590969890904	OK	 
REQUEST	1048		Home	1590969890241	1590969890905	OK	 
REQUEST	50		CerradoSesion	1590969890835	1590969890906	OK	 
REQUEST	376		Inscrito	1590969890565	1590969890908	OK	 
REQUEST	356		CerrarSesion	1590969890565	1590969890907	OK	 
REQUEST	1056		Home	1590969890387	1590969890919	OK	 
USER	Listado	1059	START	1590969890926	1590969890926
USER	Inscribirse	1065	START	1590969890926	1590969890926
REQUEST	676		IniciadoOwner	1590969889553	1590969890936	OK	 
REQUEST	1063		Home	1590969890601	1590969890937	OK	 
REQUEST	237		CerradoSesion Redirect 1	1590969890699	1590969890940	OK	 
USER	Listado	237	END	1590969827537	1590969890940
REQUEST	367		CerrarSesion	1590969890601	1590969890941	OK	 
REQUEST	675		IniciadoOwner	1590969889883	1590969890945	OK	 
REQUEST	545		VerCursos	1590969890849	1590969890947	OK	 
REQUEST	677		IniciadoOwner Redirect 1	1590969890765	1590969890947	OK	 
REQUEST	528		VerCursos	1590969890880	1590969890948	OK	 
REQUEST	179		CerrarSesion	1590969890835	1590969890955	OK	 
REQUEST	251		CerradoSesion	1590969890796	1590969890969	OK	 
REQUEST	42		CerradoSesion	1590969890762	1590969890968	OK	 
REQUEST	239		CerradoSesion Redirect 1	1590969890726	1590969890969	OK	 
REQUEST	50		CerradoSesion Redirect 1	1590969890906	1590969890969	OK	 
USER	Inscribirse	50	END	1590969812724	1590969890970
USER	Listado	239	END	1590969827823	1590969890970
REQUEST	546		VerCursos	1590969890565	1590969890971	OK	 
REQUEST	529		VerCursos	1590969890601	1590969890973	OK	 
REQUEST	538		VerCursos	1590969890880	1590969890973	OK	 
REQUEST	676		IniciadoOwner Redirect 1	1590969890936	1590969890973	OK	 
REQUEST	49		CerradoSesion Redirect 1	1590969890756	1590969890973	OK	 
REQUEST	374		Inscrito	1590969890601	1590969890973	OK	 
USER	Inscribirse	49	END	1590969812552	1590969890974
REQUEST	1064		Home	1590969890762	1590969890975	OK	 
REQUEST	548		VerCursos	1590969890892	1590969890980	OK	 
REQUEST	383		CerrarSesion	1590969890835	1590969890984	OK	 
