ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034988976	 	3.3.1
REQUEST	722		MisCursosInscritos	1591035084220	1591035084280	OK	 
REQUEST	1269		Home	1591035084218	1591035084284	OK	 
REQUEST	874		VerCursos	1591035083992	1591035084284	OK	 
USER	InscribirCurso	575	END	1591035032771	1591035084317
USER	InscribirCurso	1271	START	1591035084317	1591035084317
USER	InscribirCurso	564	END	1591035031963	1591035084317
USER	InscribirCurso	1270	START	1591035084317	1591035084317
REQUEST	1268		Home	1591035084071	1591035084352	OK	 
REQUEST	1266		Home	1591035083992	1591035084353	OK	 
REQUEST	1177		IniciarSesion	1591035084137	1591035084353	OK	 
REQUEST	845		VerCursos	1591035083737	1591035084353	OK	 
REQUEST	979		IniciadoSesion	1591035082405	1591035084354	OK	 
USER	InscribirCurso	569	END	1591035032347	1591035084377
USER	InscribirCurso	573	END	1591035032625	1591035084378
USER	InscribirCurso	590	END	1591035033897	1591035084378
USER	InscribirCurso	576	END	1591035032866	1591035084378
USER	InscribirCurso	1272	START	1591035084378	1591035084378
REQUEST	690		MisCursosInscritos	1591035084071	1591035084394	OK	 
REQUEST	849		VerCursos	1591035083737	1591035084396	OK	 
REQUEST	1265		Home	1591035083893	1591035084396	OK	 
REQUEST	1163		IniciarSesion	1591035084137	1591035084396	OK	 
REQUEST	678		MisCursosInscritos	1591035083993	1591035084397	OK	 
REQUEST	725		MisCursosInscritos	1591035084220	1591035084455	OK	 
USER	InscribirCurso	1273	START	1591035084475	1591035084475
USER	InscribirCurso	1274	START	1591035084527	1591035084527
USER	InscribirCurso	1275	START	1591035084586	1591035084586
USER	InscribirCurso	1276	START	1591035084687	1591035084687
USER	InscribirCurso	1277	START	1591035084735	1591035084735
USER	InscribirCurso	1278	START	1591035084822	1591035084822
USER	InscribirCurso	574	END	1591035032710	1591035084891
USER	InscribirCurso	1279	START	1591035084891	1591035084891
USER	InscribirCurso	561	END	1591035031757	1591035084951
USER	InscribirCurso	568	END	1591035032282	1591035084951
USER	InscribirCurso	591	END	1591035033963	1591035084951
USER	InscribirCurso	609	END	1591035035293	1591035084952
USER	InscribirCurso	1280	START	1591035084951	1591035084951
USER	InscribirCurso	579	END	1591035033042	1591035085017
USER	InscribirCurso	582	END	1591035033264	1591035085017
USER	InscribirCurso	616	END	1591035035782	1591035085018
USER	InscribirCurso	588	END	1591035033755	1591035085018
USER	InscribirCurso	1281	START	1591035085018	1591035085018
USER	InscribirCurso	567	END	1591035032195	1591035085070
USER	InscribirCurso	596	END	1591035034311	1591035085070
USER	InscribirCurso	563	END	1591035031918	1591035085070
USER	InscribirCurso	593	END	1591035034150	1591035085070
USER	InscribirCurso	595	END	1591035034310	1591035085070
USER	InscribirCurso	592	END	1591035034070	1591035085070
USER	InscribirCurso	578	END	1591035032986	1591035085071
USER	InscribirCurso	1282	START	1591035085116	1591035085116
USER	InscribirCurso	581	END	1591035033214	1591035085116
USER	InscribirCurso	587	END	1591035033653	1591035085122
USER	InscribirCurso	584	END	1591035033422	1591035085163
USER	InscribirCurso	598	END	1591035034533	1591035085163
USER	InscribirCurso	594	END	1591035034229	1591035085164
USER	InscribirCurso	607	END	1591035035166	1591035085164
USER	InscribirCurso	1283	START	1591035085163	1591035085163
USER	InscribirCurso	606	END	1591035035090	1591035085228
USER	InscribirCurso	585	END	1591035033506	1591035085228
USER	InscribirCurso	617	END	1591035035855	1591035085229
USER	InscribirCurso	608	END	1591035035222	1591035085230
USER	InscribirCurso	1284	START	1591035085230	1591035085230
REQUEST	705		MisCursosInscritos	1591035084220	1591035085272	OK	 
REQUEST	1160		IniciarSesion	1591035084137	1591035085273	OK	 
REQUEST	978		IniciadoSesion	1591035082405	1591035085294	OK	 
REQUEST	729		MisCursosInscritos	1591035083992	1591035085306	OK	 
REQUEST	710		MisCursosInscritos	1591035083993	1591035085306	OK	 
USER	InscribirCurso	1285	START	1591035085306	1591035085306
USER	InscribirCurso	1286	START	1591035085405	1591035085405
REQUEST	981		IniciadoSesion	1591035083683	1591035085477	OK	 
USER	InscribirCurso	1287	START	1591035085486	1591035085486
USER	InscribirCurso	1288	START	1591035085587	1591035085587
USER	InscribirCurso	1289	START	1591035085649	1591035085649
USER	InscribirCurso	613	END	1591035035549	1591035085681
USER	InscribirCurso	1290	START	1591035085714	1591035085714
USER	InscribirCurso	1291	START	1591035085823	1591035085823
USER	InscribirCurso	1292	START	1591035085890	1591035085890
USER	InscribirCurso	1293	START	1591035085943	1591035085943
USER	InscribirCurso	566	END	1591035032142	1591035085966
USER	InscribirCurso	1294	START	1591035086030	1591035086030
USER	InscribirCurso	623	END	1591035036360	1591035086056
USER	InscribirCurso	605	END	1591035035024	1591035086056
USER	InscribirCurso	624	END	1591035036575	1591035086066
USER	InscribirCurso	597	END	1591035034435	1591035086081
REQUEST	966		IniciadoSesion	1591035082463	1591035086090	OK	 
REQUEST	1201		IniciarSesion	1591035085587	1591035086101	OK	 
USER	InscribirCurso	1295	START	1591035086109	1591035086109
REQUEST	1273		Home	1591035084476	1591035086121	OK	 
REQUEST	1288		Home	1591035085587	1591035086138	OK	 
REQUEST	1270		Home	1591035084318	1591035086157	OK	 
REQUEST	1186		IniciarSesion	1591035084220	1591035086162	OK	 
REQUEST	1206		IniciarSesion	1591035086167	1591035086172	OK	 
USER	InscribirCurso	1296	START	1591035086190	1591035086190
REQUEST	1296		Home	1591035086193	1591035086200	OK	 
REQUEST	1196		IniciarSesion	1591035086200	1591035086205	OK	 
REQUEST	1226		IniciarSesion	1591035086200	1591035086211	OK	 
REQUEST	1229		IniciarSesion	1591035086201	1591035086216	OK	 
REQUEST	984		IniciadoSesion	1591035083515	1591035086222	OK	 
REQUEST	984		IniciadoSesion Redirect 1	1591035086222	1591035086231	OK	 
REQUEST	732		MisCursosInscritos	1591035084317	1591035086246	OK	 
USER	InscribirCurso	1297	START	1591035086287	1591035086287
REQUEST	1007		IniciadoSesion	1591035083702	1591035086288	OK	 
REQUEST	1008		IniciadoSesion	1591035083647	1591035086300	OK	 
USER	InscribirCurso	1298	START	1591035086351	1591035086351
REQUEST	993		IniciadoSesion	1591035083607	1591035086352	OK	 
REQUEST	1271		Home	1591035084317	1591035086353	OK	 
REQUEST	985		IniciadoSesion	1591035084318	1591035086353	OK	 
REQUEST	1272		Home	1591035084378	1591035086354	OK	 
REQUEST	1003		IniciadoSesion	1591035082504	1591035086388	OK	 
REQUEST	972		IniciadoSesion	1591035084071	1591035086388	OK	 
USER	InscribirCurso	1299	START	1591035086389	1591035086389
REQUEST	1267		Home	1591035084071	1591035086421	OK	 
REQUEST	968		IniciadoSesion	1591035083771	1591035086422	OK	 
REQUEST	1001		IniciadoSesion	1591035083805	1591035086460	OK	 
REQUEST	736		MisCursosInscritos	1591035085164	1591035086460	OK	 
REQUEST	1203		IniciarSesion	1591035085228	1591035086460	OK	 
REQUEST	980		IniciadoSesion	1591035083805	1591035086461	OK	 
USER	InscribirCurso	1300	START	1591035086514	1591035086514
REQUEST	1211		IniciarSesion	1591035086108	1591035086552	OK	 
REQUEST	974		IniciadoSesion	1591035083482	1591035086553	OK	 
USER	InscribirCurso	1301	START	1591035086564	1591035086564
REQUEST	1000		IniciadoSesion	1591035082548	1591035086597	OK	 
REQUEST	1175		IniciarSesion	1591035084317	1591035086597	OK	 
REQUEST	1179		IniciarSesion	1591035084137	1591035086597	OK	 
USER	InscribirCurso	1302	START	1591035086620	1591035086620
REQUEST	1004		IniciadoSesion	1591035082463	1591035086655	OK	 
REQUEST	711		MisCursosInscritos	1591035085016	1591035086655	OK	 
USER	InscribirCurso	1303	START	1591035086663	1591035086663
USER	InscribirCurso	603	END	1591035034869	1591035086721
USER	InscribirCurso	620	END	1591035036106	1591035086721
USER	InscribirCurso	1304	START	1591035086788	1591035086788
USER	InscribirCurso	599	END	1591035034599	1591035086789
USER	InscribirCurso	600	END	1591035034697	1591035086789
USER	InscribirCurso	614	END	1591035035640	1591035086789
USER	InscribirCurso	601	END	1591035034730	1591035086789
USER	InscribirCurso	632	END	1591035037180	1591035086789
USER	InscribirCurso	611	END	1591035035381	1591035086789
USER	InscribirCurso	622	END	1591035036232	1591035086789
USER	InscribirCurso	602	END	1591035034811	1591035086842
USER	InscribirCurso	1305	START	1591035086842	1591035086842
USER	InscribirCurso	621	END	1591035036153	1591035086892
USER	InscribirCurso	1306	START	1591035086892	1591035086892
USER	InscribirCurso	610	END	1591035035381	1591035086998
USER	InscribirCurso	637	END	1591035037407	1591035086998
USER	InscribirCurso	1307	START	1591035086998	1591035086998
USER	InscribirCurso	1308	START	1591035087050	1591035087050
USER	InscribirCurso	1309	START	1591035087099	1591035087099
USER	InscribirCurso	625	END	1591035036575	1591035087157
USER	InscribirCurso	1310	START	1591035087203	1591035087203
USER	InscribirCurso	1311	START	1591035087252	1591035087252
USER	InscribirCurso	604	END	1591035034930	1591035087366
USER	InscribirCurso	1312	START	1591035087366	1591035087366
USER	InscribirCurso	612	END	1591035035473	1591035087400
USER	InscribirCurso	1313	START	1591035087437	1591035087437
REQUEST	1188		IniciarSesion	1591035084317	1591035087464	OK	 
REQUEST	999		IniciadoSesion	1591035083805	1591035087479	OK	 
REQUEST	1185		IniciarSesion	1591035084219	1591035087480	OK	 
REQUEST	1162		IniciarSesion	1591035085017	1591035087494	OK	 
REQUEST	1167		IniciarSesion	1591035084951	1591035087498	OK	 
REQUEST	1305		Home	1591035086842	1591035087499	OK	 
REQUEST	1238		IniciarSesion	1591035086892	1591035087505	OK	 
REQUEST	996		IniciadoSesion	1591035084378	1591035087513	OK	 
REQUEST	716		MisCursosInscritos	1591035086892	1591035087518	OK	 
REQUEST	1306		Home	1591035086892	1591035087519	OK	 
USER	InscribirCurso	1314	START	1591035087547	1591035087547
REQUEST	1019		IniciadoSesion	1591035084735	1591035087549	OK	 
REQUEST	1023		IniciadoSesion	1591035084688	1591035087550	OK	 
REQUEST	1030		IniciadoSesion	1591035085070	1591035087550	OK	 
REQUEST	995		IniciadoSesion	1591035083892	1591035087584	OK	 
REQUEST	978		IniciadoSesion Redirect 1	1591035085294	1591035087585	OK	 
USER	InscribirCurso	1315	START	1591035087616	1591035087616
REQUEST	1002		IniciadoSesion	1591035083482	1591035087624	OK	 
REQUEST	1190		IniciarSesion	1591035085751	1591035087624	OK	 
REQUEST	970		IniciadoSesion	1591035083567	1591035087624	OK	 
REQUEST	1018		IniciadoSesion	1591035084426	1591035087625	OK	 
REQUEST	989		IniciadoSesion	1591035083683	1591035087626	OK	 
REQUEST	964		IniciadoSesion	1591035083805	1591035087626	OK	 
USER	InscribirCurso	618	END	1591035035922	1591035087655
REQUEST	983		IniciadoSesion	1591035084426	1591035087688	OK	 
REQUEST	746		MisCursosInscritos	1591035086892	1591035087689	OK	 
REQUEST	1011		IniciadoSesion	1591035084378	1591035087689	OK	 
REQUEST	1217		IniciarSesion	1591035086162	1591035087689	OK	 
REQUEST	1007		IniciadoSesion Redirect 1	1591035086289	1591035087691	OK	 
REQUEST	968		IniciadoSesion Redirect 1	1591035086423	1591035087691	OK	 
REQUEST	1297		Home	1591035086287	1591035087691	OK	 
REQUEST	713		MisCursosInscritos	1591035084378	1591035087691	OK	 
REQUEST	966		IniciadoSesion Redirect 1	1591035086090	1591035087691	OK	 
REQUEST	987		IniciadoSesion	1591035083547	1591035087692	OK	 
REQUEST	994		IniciadoSesion	1591035084426	1591035087692	OK	 
USER	InscribirCurso	1316	START	1591035087712	1591035087712
USER	InscribirCurso	1317	START	1591035087760	1591035087760
USER	InscribirCurso	1318	START	1591035087855	1591035087855
USER	InscribirCurso	619	END	1591035036003	1591035087889
USER	InscribirCurso	1319	START	1591035087939	1591035087939
USER	InscribirCurso	1320	START	1591035087977	1591035087977
USER	InscribirCurso	1321	START	1591035088070	1591035088070
USER	InscribirCurso	626	END	1591035036712	1591035088102
USER	InscribirCurso	1322	START	1591035088135	1591035088135
USER	InscribirCurso	1323	START	1591035088213	1591035088213
USER	InscribirCurso	1324	START	1591035088296	1591035088296
USER	InscribirCurso	1325	START	1591035088296	1591035088296
REQUEST	1017		IniciadoSesion	1591035083771	1591035088378	OK	 
REQUEST	952		IniciadoSesion	1591035084317	1591035088378	OK	 
REQUEST	941		IniciadoSesion	1591035083547	1591035088378	OK	 
REQUEST	1021		IniciadoSesion	1591035084687	1591035088380	OK	 
REQUEST	735		MisCursosInscritos	1591035085228	1591035088401	OK	 
REQUEST	1006		IniciadoSesion	1591035084735	1591035088401	OK	 
USER	InscribirCurso	1326	START	1591035088403	1591035088403
REQUEST	1191		IniciarSesion	1591035084317	1591035088413	OK	 
REQUEST	913		VerCursos	1591035086788	1591035088418	OK	 
REQUEST	1289		Home	1591035085650	1591035088419	OK	 
REQUEST	1205		IniciarSesion	1591035086109	1591035088423	OK	 
REQUEST	962		IniciadoSesion	1591035084317	1591035088423	OK	 
REQUEST	1022		IniciadoSesion	1591035085260	1591035088424	OK	 
REQUEST	1234		IniciarSesion	1591035086564	1591035088425	OK	 
REQUEST	963		IniciadoSesion	1591035084624	1591035088427	OK	 
REQUEST	1313		Home	1591035087438	1591035088431	OK	 
REQUEST	1200		IniciarSesion	1591035086081	1591035088436	OK	 
REQUEST	748		MisCursosInscritos	1591035087383	1591035088446	OK	 
REQUEST	870		VerCursos	1591035087548	1591035088449	OK	 
REQUEST	1193		IniciarSesion	1591035085430	1591035088449	OK	 
REQUEST	863		VerCursos	1591035086842	1591035088450	OK	 
REQUEST	1286		Home	1591035085406	1591035088452	OK	 
REQUEST	761		MisCursosInscritos	1591035087157	1591035088461	OK	 
USER	InscribirCurso	1327	START	1591035088492	1591035088492
REQUEST	1280		Home	1591035084952	1591035088493	OK	 
REQUEST	981		IniciadoSesion Redirect 1	1591035085477	1591035088531	OK	 
USER	InscribirCurso	1328	START	1591035088549	1591035088549
REQUEST	885		VerCursos	1591035085070	1591035088551	OK	 
REQUEST	1009		IniciadoSesion	1591035085017	1591035088575	OK	 
REQUEST	989		IniciadoSesion Redirect 1	1591035087626	1591035088580	OK	 
REQUEST	702		MisCursosInscritos	1591035085229	1591035088583	OK	 
REQUEST	853		VerCursos	1591035085228	1591035088583	OK	 
REQUEST	888		VerCursos	1591035085229	1591035088584	OK	 
REQUEST	1284		Home	1591035085231	1591035088640	OK	 
USER	InscribirCurso	1329	START	1591035088643	1591035088643
REQUEST	1197		IniciarSesion	1591035085486	1591035088651	OK	 
REQUEST	979		IniciadoSesion Redirect 1	1591035084354	1591035088651	OK	 
REQUEST	1168		IniciarSesion	1591035084317	1591035088655	OK	 
REQUEST	1224		IniciarSesion	1591035086109	1591035088656	OK	 
REQUEST	1240		IniciarSesion	1591035087050	1591035088663	OK	 
USER	InscribirCurso	1330	START	1591035088689	1591035088689
REQUEST	986		IniciadoSesion	1591035084687	1591035088689	OK	 
REQUEST	1219		IniciarSesion	1591035085910	1591035088689	OK	 
REQUEST	996		IniciadoSesion Redirect 1	1591035087514	1591035088691	OK	 
REQUEST	1002		IniciadoSesion Redirect 1	1591035087624	1591035088710	OK	 
REQUEST	1035		IniciadoSesion	1591035085587	1591035088711	OK	 
REQUEST	1004		IniciadoSesion Redirect 1	1591035086655	1591035088735	OK	 
REQUEST	1236		IniciarSesion	1591035086788	1591035088735	OK	 
REQUEST	1018		IniciadoSesion Redirect 1	1591035087625	1591035088772	OK	 
REQUEST	894		VerCursos	1591035087655	1591035088773	OK	 
REQUEST	1005		IniciadoSesion	1591035084475	1591035088774	OK	 
REQUEST	1010		IniciadoSesion	1591035084688	1591035088776	OK	 
USER	InscribirCurso	1331	START	1591035088806	1591035088806
REQUEST	1318		Home	1591035087856	1591035088818	OK	 
USER	InscribirCurso	1332	START	1591035088842	1591035088842
REQUEST	1287		Home	1591035085486	1591035088858	OK	 
REQUEST	1207		IniciarSesion	1591035085235	1591035088859	OK	 
REQUEST	856		VerCursos	1591035085229	1591035088908	OK	 
REQUEST	707		MisCursosInscritos	1591035084378	1591035088908	OK	 
REQUEST	1214		IniciarSesion	1591035085750	1591035088909	OK	 
REQUEST	1290		Home	1591035085714	1591035088910	OK	 
REQUEST	1291		Home	1591035085823	1591035088910	OK	 
REQUEST	1198		IniciarSesion	1591035085486	1591035088910	OK	 
REQUEST	957		IniciadoSesion	1591035084586	1591035088911	OK	 
REQUEST	892		VerCursos	1591035085163	1591035088912	OK	 
REQUEST	999		IniciadoSesion Redirect 1	1591035087479	1591035088914	OK	 
USER	InscribirCurso	1333	START	1591035088927	1591035088927
REQUEST	858		VerCursos	1591035085230	1591035088952	OK	 
REQUEST	992		IniciadoSesion	1591035085071	1591035088952	OK	 
REQUEST	1195		IniciarSesion	1591035085910	1591035088959	OK	 
REQUEST	1314		Home	1591035087548	1591035088963	OK	 
REQUEST	1012		IniciadoSesion	1591035085260	1591035088964	OK	 
REQUEST	975		IniciadoSesion	1591035084426	1591035088965	OK	 
REQUEST	1184		IniciarSesion	1591035084624	1591035088965	OK	 
REQUEST	958		IniciadoSesion	1591035083892	1591035088966	OK	 
REQUEST	1275		Home	1591035084586	1591035088967	OK	 
REQUEST	1315		Home	1591035087616	1591035088967	OK	 
USER	InscribirCurso	1334	START	1591035089003	1591035089003
USER	InscribirCurso	1335	START	1591035089048	1591035089048
USER	InscribirCurso	630	END	1591035036968	1591035089153
USER	InscribirCurso	1336	START	1591035089153	1591035089153
USER	InscribirCurso	1337	START	1591035089196	1591035089196
USER	InscribirCurso	1338	START	1591035089272	1591035089272
USER	InscribirCurso	1339	START	1591035089334	1591035089334
REQUEST	1221		IniciarSesion	1591035086163	1591035089367	OK	 
REQUEST	1030		IniciadoSesion Redirect 1	1591035087551	1591035089389	OK	 
REQUEST	758		MisCursosInscritos	1591035086998	1591035089389	OK	 
REQUEST	692		MisCursosInscritos	1591035085164	1591035089391	OK	 
REQUEST	1282		Home	1591035085118	1591035089391	OK	 
REQUEST	824		VerCursos	1591035085071	1591035089392	OK	 
REQUEST	1231		IniciarSesion	1591035086351	1591035089392	OK	 
REQUEST	1174		IniciarSesion	1591035085120	1591035089392	OK	 
REQUEST	767		MisCursosInscritos	1591035086998	1591035089393	OK	 
REQUEST	991		IniciadoSesion	1591035085070	1591035089393	OK	 
REQUEST	701		MisCursosInscritos	1591035085122	1591035089396	OK	 
REQUEST	872		VerCursos	1591035085118	1591035089397	OK	 
REQUEST	1015		IniciadoSesion	1591035084426	1591035089397	OK	 
REQUEST	731		MisCursosInscritos	1591035085164	1591035089397	OK	 
REQUEST	876		VerCursos	1591035085229	1591035089398	OK	 
REQUEST	1006		IniciadoSesion Redirect 1	1591035088401	1591035089399	OK	 
REQUEST	967		IniciadoSesion	1591035084317	1591035089400	OK	 
USER	InscribirCurso	1340	START	1591035089431	1591035089431
REQUEST	875		VerCursos	1591035085229	1591035089432	OK	 
REQUEST	1295		Home	1591035086110	1591035089441	OK	 
REQUEST	1300		Home	1591035086514	1591035089441	OK	 
REQUEST	1298		Home	1591035086352	1591035089441	OK	 
REQUEST	724		MisCursosInscritos	1591035085495	1591035089441	OK	 
REQUEST	1212		IniciarSesion	1591035086109	1591035089442	OK	 
REQUEST	983		IniciadoSesion Redirect 1	1591035087689	1591035089457	OK	 
REQUEST	900		VerCursos	1591035085751	1591035089489	OK	 
REQUEST	721		MisCursosInscritos	1591035086056	1591035089516	OK	 
USER	InscribirCurso	1341	START	1591035089517	1591035089517
REQUEST	1027		IniciadoSesion	1591035084688	1591035089529	OK	 
REQUEST	719		MisCursosInscritos	1591035085923	1591035089549	OK	 
REQUEST	743		MisCursosInscritos	1591035087655	1591035089551	OK	 
REQUEST	977		IniciadoSesion	1591035085070	1591035089551	OK	 
REQUEST	706		MisCursosInscritos	1591035085430	1591035089551	OK	 
REQUEST	995		IniciadoSesion Redirect 1	1591035087584	1591035089551	OK	 
REQUEST	1016		IniciadoSesion	1591035085070	1591035089552	OK	 
REQUEST	1232		IniciarSesion	1591035086420	1591035089554	OK	 
REQUEST	990		IniciadoSesion	1591035084688	1591035089556	OK	 
REQUEST	1023		IniciadoSesion Redirect 1	1591035087550	1591035089592	OK	 
REQUEST	1029		IniciadoSesion	1591035085468	1591035089592	OK	 
REQUEST	1278		Home	1591035084823	1591035089593	OK	 
REQUEST	1180		IniciarSesion	1591035084951	1591035089594	OK	 
REQUEST	1227		IniciarSesion	1591035086163	1591035089594	OK	 
REQUEST	1026		IniciadoSesion	1591035085070	1591035089598	OK	 
REQUEST	958		IniciadoSesion Redirect 1	1591035088966	1591035089600	OK	 
REQUEST	1277		Home	1591035084735	1591035089604	OK	 
REQUEST	1264		IniciarSesion	1591035089003	1591035089607	OK	 
USER	InscribirCurso	1342	START	1591035089610	1591035089610
REQUEST	1025		IniciadoSesion	1591035085070	1591035089621	OK	 
REQUEST	1014		IniciadoSesion	1591035085471	1591035089645	OK	 
REQUEST	1257		IniciarSesion	1591035088403	1591035089649	OK	 
USER	InscribirCurso	1343	START	1591035089657	1591035089657
REQUEST	1024		IniciadoSesion	1591035084624	1591035089662	OK	 
REQUEST	871		VerCursos	1591035089048	1591035089672	OK	 
REQUEST	1208		IniciarSesion	1591035085533	1591035089672	OK	 
REQUEST	751		MisCursosInscritos	1591035087655	1591035089684	OK	 
REQUEST	868		VerCursos	1591035085229	1591035089696	OK	 
REQUEST	1009		IniciadoSesion Redirect 1	1591035088575	1591035089696	OK	 
REQUEST	1218		IniciarSesion	1591035085750	1591035089711	OK	 
REQUEST	944		IniciadoSesion	1591035084317	1591035089728	OK	 
REQUEST	864		VerCursos	1591035085229	1591035089728	OK	 
REQUEST	1199		IniciarSesion	1591035085943	1591035089728	OK	 
REQUEST	1244		IniciarSesion	1591035087417	1591035089728	OK	 
REQUEST	1194		IniciarSesion	1591035085910	1591035089744	OK	 
REQUEST	986		IniciadoSesion Redirect 1	1591035088690	1591035089745	OK	 
REQUEST	1243		IniciarSesion	1591035087383	1591035089746	OK	 
REQUEST	1189		IniciarSesion	1591035085863	1591035089747	OK	 
REQUEST	997		IniciadoSesion	1591035084687	1591035089748	OK	 
USER	InscribirCurso	1344	START	1591035089749	1591035089749
USER	InscribirCurso	1345	START	1591035089813	1591035089813
REQUEST	1274		Home	1591035084528	1591035089879	OK	 
REQUEST	964		IniciadoSesion Redirect 1	1591035087626	1591035089879	OK	 
REQUEST	1182		IniciarSesion	1591035084586	1591035089879	OK	 
USER	InscribirCurso	1346	START	1591035089881	1591035089881
REQUEST	1064		IniciadoSesion	1591035086943	1591035089883	OK	 
REQUEST	1048		IniciadoSesion	1591035087547	1591035089883	OK	 
REQUEST	1028		IniciadoSesion	1591035085533	1591035089884	OK	 
REQUEST	733		MisCursosInscritos	1591035086943	1591035089884	OK	 
REQUEST	739		MisCursosInscritos	1591035084891	1591035089884	OK	 
REQUEST	723		MisCursosInscritos	1591035084823	1591035089885	OK	 
REQUEST	1279		Home	1591035084892	1591035089885	OK	 
REQUEST	738		MisCursosInscritos	1591035086789	1591035089887	OK	 
REQUEST	1303		Home	1591035086663	1591035089893	OK	 
REQUEST	1230		IniciarSesion	1591035086286	1591035089905	OK	 
REQUEST	1304		Home	1591035086788	1591035089906	OK	 
REQUEST	1015		IniciadoSesion Redirect 1	1591035089397	1591035089907	OK	 
REQUEST	1254		IniciarSesion	1591035088424	1591035089906	OK	 
REQUEST	915		VerCursos	1591035087383	1591035089914	OK	 
REQUEST	967		IniciadoSesion Redirect 1	1591035089400	1591035089915	OK	 
REQUEST	1319		Home	1591035087939	1591035089916	OK	 
REQUEST	861		VerCursos	1591035085515	1591035089917	OK	 
REQUEST	712		MisCursosInscritos	1591035085508	1591035089924	OK	 
REQUEST	1192		IniciarSesion	1591035085750	1591035089929	OK	 
REQUEST	1183		IniciarSesion	1591035085681	1591035089930	OK	 
REQUEST	1213		IniciarSesion	1591035085750	1591035089931	OK	 
REQUEST	1029		IniciadoSesion Redirect 1	1591035089592	1591035089932	OK	 
REQUEST	752		MisCursosInscritos	1591035087404	1591035089940	OK	 
REQUEST	1292		Home	1591035085890	1591035089945	OK	 
REQUEST	734		MisCursosInscritos	1591035088038	1591035089945	OK	 
REQUEST	1038		IniciadoSesion	1591035087203	1591035089946	OK	 
REQUEST	726		MisCursosInscritos	1591035085966	1591035089948	OK	 
REQUEST	1293		Home	1591035085943	1591035089953	OK	 
REQUEST	1071		IniciadoSesion	1591035088135	1591035089954	OK	 
REQUEST	745		MisCursosInscritos	1591035089048	1591035089961	OK	 
USER	InscribirCurso	1347	START	1591035089969	1591035089969
REQUEST	957		IniciadoSesion Redirect 1	1591035088911	1591035089978	OK	 
REQUEST	1073		IniciadoSesion	1591035087548	1591035089978	OK	 
REQUEST	1334		Home	1591035089004	1591035089980	OK	 
REQUEST	1340		Home	1591035089432	1591035089980	OK	 
REQUEST	882		VerCursos	1591035088198	1591035089980	OK	 
REQUEST	727		MisCursosInscritos	1591035085966	1591035089981	OK	 
REQUEST	720		MisCursosInscritos	1591035085966	1591035089981	OK	 
REQUEST	740		MisCursosInscritos	1591035085943	1591035089982	OK	 
REQUEST	976		IniciadoSesion	1591035084823	1591035090018	OK	 
REQUEST	1020		IniciadoSesion	1591035084624	1591035090041	OK	 
USER	InscribirCurso	1348	START	1591035090069	1591035090069
REQUEST	1022		IniciadoSesion Redirect 1	1591035088424	1591035090072	OK	 
REQUEST	1008		IniciadoSesion Redirect 1	1591035086301	1591035090073	OK	 
REQUEST	886		VerCursos	1591035087383	1591035090074	OK	 
REQUEST	1258		IniciarSesion	1591035088492	1591035090082	OK	 
REQUEST	985		IniciadoSesion Redirect 1	1591035086353	1591035090083	OK	 
REQUEST	1242		IniciarSesion	1591035087203	1591035090084	OK	 
REQUEST	993		IniciadoSesion Redirect 1	1591035086352	1591035090084	OK	 
REQUEST	741		MisCursosInscritos	1591035089102	1591035090096	OK	 
REQUEST	730		MisCursosInscritos	1591035086842	1591035090097	OK	 
REQUEST	851		VerCursos	1591035085164	1591035090097	OK	 
REQUEST	714		MisCursosInscritos	1591035085164	1591035090098	OK	 
REQUEST	1036		IniciadoSesion	1591035087203	1591035090121	OK	 
REQUEST	1202		IniciarSesion	1591035085750	1591035090124	OK	 
USER	InscribirCurso	615	END	1591035035781	1591035090131
USER	InscribirCurso	1349	START	1591035090131	1591035090131
REQUEST	1308		Home	1591035087050	1591035090152	OK	 
REQUEST	1063		IniciadoSesion	1591035087807	1591035090152	OK	 
REQUEST	1176		IniciarSesion	1591035085681	1591035090181	OK	 
REQUEST	1322		Home	1591035088135	1591035090185	OK	 
REQUEST	1013		IniciadoSesion	1591035084527	1591035090187	OK	 
REQUEST	1045		IniciadoSesion	1591035087712	1591035090188	OK	 
REQUEST	1039		IniciadoSesion	1591035087655	1591035090194	OK	 
REQUEST	1323		Home	1591035088214	1591035090194	OK	 
REQUEST	972		IniciadoSesion Redirect 1	1591035086388	1591035090194	OK	 
REQUEST	1171		IniciarSesion	1591035085386	1591035090194	OK	 
REQUEST	830		VerCursos	1591035085750	1591035090195	OK	 
REQUEST	1019		IniciadoSesion Redirect 1	1591035087550	1591035090195	OK	 
USER	InscribirCurso	1350	START	1591035090198	1591035090198
REQUEST	1248		IniciarSesion	1591035088296	1591035090198	OK	 
REQUEST	930		VerCursos	1591035089610	1591035090207	OK	 
REQUEST	899		VerCursos	1591035087404	1591035090214	OK	 
REQUEST	1216		IniciarSesion	1591035086163	1591035090214	OK	 
REQUEST	992		IniciadoSesion Redirect 1	1591035088952	1591035090225	OK	 
REQUEST	991		IniciadoSesion Redirect 1	1591035089393	1591035090225	OK	 
REQUEST	1276		Home	1591035084688	1591035090227	OK	 
