ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios2	dosescenarios2	1591235274099	 	3.3.1
REQUEST	873		IniciadoClerk	1591235410461	1591235441970	OK	 
REQUEST	161		CrearCertificado Redirect 1	1591235410612	1591235441970	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	734		CrearCertificado	1591235416370	1591235441973	OK	 
REQUEST	674		CerrarSesion	1591235416443	1591235441977	OK	 
REQUEST	670		CerrarSesion	1591235416453	1591235441982	OK	 
REQUEST	786		CerrarSesion	1591235416453	1591235441987	OK	 
REQUEST	800		CerrarSesion	1591235416475	1591235441992	OK	 
REQUEST	228		CrearCertificado	1591235407723	1591235442011	OK	 
REQUEST	1013		IniciadoClerk	1591235410753	1591235442011	OK	 
REQUEST	715		CerrarSesion	1591235416490	1591235442016	OK	 
REQUEST	711		CerrarSesion	1591235416522	1591235442025	OK	 
REQUEST	954		IniciadoOwner	1591235408961	1591235442060	OK	 
REQUEST	742		CerrarSesion	1591235416554	1591235442064	OK	 
REQUEST	217		CrearCertificado Redirect 1	1591235410048	1591235442086	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	977		IniciadoOwner	1591235407868	1591235442087	OK	 
REQUEST	892		IniciadoOwner	1591235408079	1591235442091	OK	 
REQUEST	159		CrearCertificado	1591235409124	1591235442107	OK	 
REQUEST	953		IniciadoOwner	1591235408761	1591235442113	OK	 
REQUEST	956		IniciadoOwner	1591235410261	1591235442114	OK	 
REQUEST	121		CrearCertificado	1591235408444	1591235442119	OK	 
REQUEST	1018		IniciadoOwner	1591235411028	1591235442124	OK	 
REQUEST	950		IniciadoOwner	1591235411028	1591235442139	OK	 
REQUEST	298		CrearCertificado	1591235408045	1591235442170	OK	 
REQUEST	172		CrearCertificado Redirect 1	1591235411056	1591235442177	OK	 
REQUEST	736		CrearCertificado	1591235416865	1591235442181	OK	 
REQUEST	203		CrearCertificado Redirect 1	1591235411147	1591235442202	OK	 
REQUEST	714		CerrarSesion	1591235416865	1591235442206	OK	 
REQUEST	88		CrearCertificado Redirect 1	1591235407592	1591235442210	OK	 
REQUEST	107		CrearCertificado	1591235409085	1591235442215	OK	 
REQUEST	191		CrearCertificado	1591235407474	1591235442245	OK	 
REQUEST	657		CursosDisponibles	1591235406545	1591235442255	OK	 
REQUEST	716		CerrarSesion	1591235417031	1591235442259	OK	 
REQUEST	768		CursosDisponibles	1591235410311	1591235442268	OK	 
REQUEST	821		CrearCertificado	1591235417116	1591235442272	OK	 
REQUEST	103		CrearCertificado Redirect 1	1591235407592	1591235442276	OK	 
REQUEST	547		CerradoSesion	1591235417163	1591235442277	OK	 
REQUEST	533		CerradoSesion	1591235417174	1591235442277	OK	 
REQUEST	517		CerradoSesion	1591235417210	1591235442278	OK	 
REQUEST	556		CerradoSesion	1591235417220	1591235442278	OK	 
REQUEST	462		CerradoSesion	1591235417230	1591235442279	OK	 
REQUEST	405		CerradoSesion	1591235417241	1591235442279	OK	 
REQUEST	432		CerradoSesion	1591235417241	1591235442280	OK	 
REQUEST	472		CerradoSesion	1591235417241	1591235442280	OK	 
REQUEST	227		CrearCertificado	1591235408045	1591235442891	OK	 
REQUEST	144		CrearCertificado Redirect 1	1591235409090	1591235442933	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	867		CursosDisponibles	1591235409900	1591235442934	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	218		CrearCertificado	1591235409923	1591235442942	OK	 
REQUEST	994		IniciadoOwner	1591235410390	1591235442946	OK	 
REQUEST	936		IniciadoOwner	1591235410814	1591235442954	OK	 
REQUEST	289		CrearCertificado	1591235410205	1591235442961	OK	 
REQUEST	133		CrearCertificado	1591235405170	1591235442961	OK	 
REQUEST	629		CerradoSesion	1591235417305	1591235442962	OK	 
REQUEST	558		CerradoSesion	1591235417283	1591235442962	OK	 
REQUEST	504		CerradoSesion	1591235417315	1591235442962	OK	 
REQUEST	958		IniciadoClerk	1591235411938	1591235442975	OK	 
REQUEST	185		CrearCertificado	1591235409549	1591235442976	OK	 
REQUEST	116		CrearCertificado Redirect 1	1591235409267	1591235442983	OK	 
REQUEST	531		CerradoSesion	1591235417371	1591235442983	OK	 
REQUEST	516		CerradoSesion	1591235417391	1591235442996	OK	 
REQUEST	618		CerradoSesion	1591235417402	1591235442997	OK	 
REQUEST	402		CerradoSesion	1591235417402	1591235442997	OK	 
REQUEST	519		CerradoSesion	1591235417413	1591235442998	OK	 
REQUEST	177		CrearCertificado	1591235407990	1591235443001	OK	 
REQUEST	171		CrearCertificado Redirect 1	1591235409267	1591235443004	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	945		IniciadoClerk	1591235412057	1591235443005	OK	 
REQUEST	969		IniciadoClerk	1591235411611	1591235443008	OK	 
REQUEST	645		CerradoSesion	1591235417514	1591235443017	OK	 
REQUEST	943		IniciadoClerk	1591235411611	1591235443021	OK	 
REQUEST	946		IniciadoClerk	1591235412087	1591235443018	OK	 
REQUEST	900		IniciadoClerk	1591235412086	1591235443022	OK	 
REQUEST	713		CursosDisponibles	1591235411376	1591235443031	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	162		CrearCertificado Redirect 1	1591235409961	1591235443042	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	797		CerrarSesion	1591235417535	1591235443041	OK	 
REQUEST	952		IniciadoOwner	1591235412094	1591235443045	OK	 
REQUEST	701		CerrarSesion	1591235417572	1591235443046	OK	 
REQUEST	811		CerrarSesion	1591235417605	1591235443048	OK	 
REQUEST	584		CerrarSesion	1591235417626	1591235443052	OK	 
REQUEST	704		CerrarSesion	1591235417626	1591235443056	OK	 
REQUEST	160		CrearCertificado	1591235410695	1591235443107	OK	 
REQUEST	844		IniciadoOwner	1591235403675	1591235443132	OK	 
REQUEST	173		CrearCertificado	1591235405522	1591235443132	OK	 
REQUEST	828		CursosDisponibles	1591235409923	1591235443144	OK	 
REQUEST	229		CrearCertificado	1591235407457	1591235443183	OK	 
REQUEST	187		CrearCertificado Redirect 1	1591235411979	1591235443191	OK	 
REQUEST	912		IniciadoOwner	1591235410209	1591235443326	OK	 
REQUEST	756		CursosDisponibles	1591235412735	1591235443345	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	863		CrearCertificado	1591235417714	1591235443350	OK	 
REQUEST	699		CursosDisponibles	1591235411197	1591235443351	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	366		CerradoSesion	1591235417750	1591235443351	OK	 
REQUEST	351		CerradoSesion	1591235417793	1591235443353	OK	 
REQUEST	913		IniciadoClerk	1591235409886	1591235443353	OK	 
REQUEST	404		CerradoSesion	1591235417761	1591235443425	OK	 
REQUEST	561		CerradoSesion	1591235417804	1591235443445	OK	 
REQUEST	727		CerrarSesion	1591235417814	1591235443445	OK	 
REQUEST	101		CrearCertificado Redirect 1	1591235412857	1591235443446	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1019		IniciadoOwner	1591235412524	1591235443448	OK	 
REQUEST	864		CursosDisponibles	1591235411280	1591235443449	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	824		CursosDisponibles	1591235411393	1591235443450	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	817		CrearCertificado	1591235417894	1591235443453	OK	 
REQUEST	988		IniciadoClerk	1591235410906	1591235443454	OK	 
REQUEST	741		CerrarSesion	1591235417894	1591235443455	OK	 
REQUEST	557		CerradoSesion	1591235417850	1591235443456	OK	 
REQUEST	421		CerradoSesion	1591235417814	1591235443456	OK	 
REQUEST	941		IniciadoOwner	1591235411900	1591235443460	OK	 
REQUEST	659		CerrarSesion	1591235417840	1591235443460	OK	 
REQUEST	840		CerrarSesion	1591235417962	1591235443469	OK	 
REQUEST	802		CursosDisponibles	1591235411157	1591235443469	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	761		CrearCertificado	1591235417973	1591235443470	OK	 
REQUEST	573		CerradoSesion	1591235418030	1591235443471	OK	 
REQUEST	835		CrearCertificado	1591235418015	1591235443474	OK	 
REQUEST	914		IniciadoClerk	1591235409802	1591235443480	OK	 
REQUEST	590		CerradoSesion	1591235418062	1591235443481	OK	 
REQUEST	881		IniciadoOwner	1591235407868	1591235443483	OK	 
REQUEST	515		CerradoSesion	1591235418083	1591235443484	OK	 
REQUEST	899		IniciadoClerk	1591235409872	1591235443490	OK	 
REQUEST	887		CrearCertificado	1591235418093	1591235443498	OK	 
REQUEST	951		IniciadoOwner	1591235412215	1591235443500	OK	 
REQUEST	520		CerradoSesion	1591235418104	1591235443501	OK	 
REQUEST	259		CrearCertificado	1591235412524	1591235443504	OK	 
REQUEST	258		CrearCertificado	1591235409348	1591235443508	OK	 
REQUEST	804		CursosDisponibles	1591235411250	1591235443508	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	486		CerradoSesion	1591235418135	1591235443509	OK	 
REQUEST	999		IniciadoClerk	1591235412215	1591235443514	OK	 
REQUEST	836		CrearCertificado	1591235418150	1591235443518	OK	 
REQUEST	719		CrearCertificado	1591235418114	1591235443518	OK	 
REQUEST	728		CursosDisponibles	1591235411393	1591235443522	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	963		IniciadoOwner	1591235411596	1591235443523	OK	 
REQUEST	957		IniciadoClerk	1591235411937	1591235443533	OK	 
REQUEST	901		CrearCertificado	1591235418150	1591235443538	OK	 
REQUEST	921		CursosDisponibles	1591235411726	1591235443544	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	939		IniciadoOwner	1591235412397	1591235443555	OK	 
REQUEST	799		IniciadoOwner	1591235408045	1591235443558	OK	 
REQUEST	748		CrearCertificado	1591235418431	1591235443571	OK	 
REQUEST	416		CerradoSesion	1591235418495	1591235443578	OK	 
REQUEST	978		IniciadoOwner	1591235412057	1591235443583	OK	 
REQUEST	176		CrearCertificado	1591235413007	1591235443583	OK	 
REQUEST	476		CerradoSesion	1591235418500	1591235443585	OK	 
REQUEST	744		CursosDisponibles	1591235413084	1591235443599	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	199		CrearCertificado	1591235413279	1591235443605	OK	 
REQUEST	283		CrearCertificado	1591235413083	1591235443612	OK	 
REQUEST	673		CerrarSesion	1591235418574	1591235443618	OK	 
REQUEST	787		CrearCertificado	1591235418125	1591235443622	OK	 
REQUEST	833		CrearCertificado	1591235418385	1591235443624	OK	 
REQUEST	712		CursosDisponibles	1591235410206	1591235443624	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	968		IniciadoOwner	1591235412032	1591235443628	OK	 
REQUEST	271		CrearCertificado	1591235412094	1591235443633	OK	 
REQUEST	518		CerradoSesion	1591235418641	1591235443636	OK	 
REQUEST	746		CrearCertificado	1591235418641	1591235443637	OK	 
REQUEST	444		CerradoSesion	1591235418641	1591235443637	OK	 
REQUEST	660		CerrarSesion	1591235418261	1591235443640	OK	 
REQUEST	785		CerrarSesion	1591235418431	1591235443644	OK	 
REQUEST	806		CursosDisponibles	1591235412588	1591235443647	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	938		IniciadoOwner	1591235413084	1591235443648	OK	 
REQUEST	752		CrearCertificado	1591235418474	1591235443649	OK	 
REQUEST	985		IniciadoClerk	1591235412945	1591235443649	OK	 
REQUEST	378		CerradoSesion	1591235418750	1591235443650	OK	 
REQUEST	733		CrearCertificado	1591235418230	1591235443651	OK	 
REQUEST	502		CerradoSesion	1591235418833	1591235443652	OK	 
REQUEST	829		CrearCertificado	1591235418662	1591235443655	OK	 
REQUEST	668		CerrarSesion	1591235418853	1591235443657	OK	 
REQUEST	842		CursosDisponibles	1591235412622	1591235443658	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	885		CrearCertificado	1591235418812	1591235443659	OK	 
REQUEST	793		CrearCertificado	1591235418875	1591235443661	OK	 
REQUEST	916		CrearCertificado	1591235418890	1591235443666	OK	 
REQUEST	877		CrearCertificado	1591235418933	1591235443665	OK	 
REQUEST	783		CerrarSesion	1591235418933	1591235443671	OK	 
REQUEST	758		CerrarSesion	1591235418933	1591235443671	OK	 
REQUEST	691		CrearCertificado	1591235418975	1591235443675	OK	 
REQUEST	419		CerradoSesion	1591235419002	1591235443676	OK	 
REQUEST	514		CerradoSesion	1591235419012	1591235443677	OK	 
REQUEST	848		CrearCertificado	1591235419085	1591235443682	OK	 
REQUEST	729		CursosDisponibles	1591235413556	1591235443780	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	436		CerradoSesion	1591235419131	1591235443780	OK	 
REQUEST	461		CerradoSesion	1591235419173	1591235443781	OK	 
REQUEST	576		CerradoSesion	1591235419204	1591235443781	OK	 
REQUEST	215		CrearCertificado	1591235413757	1591235443838	OK	 
REQUEST	274		CrearCertificado	1591235413793	1591235443875	OK	 
REQUEST	407		CerradoSesion	1591235419282	1591235443876	OK	 
REQUEST	149		CrearCertificado Redirect 1	1591235412483	1591235443878	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	407		CerradoSesion Redirect 1	1591235443876	1591235443881	OK	 
REQUEST	232		CrearCertificado Redirect 1	1591235412855	1591235443914	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	774		CursosDisponibles	1591235411303	1591235443929	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	866		CursosDisponibles	1591235411377	1591235443929	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	574		CerradoSesion	1591235419512	1591235443930	OK	 
REQUEST	853		CerrarSesion	1591235419623	1591235443933	OK	 
REQUEST	997		IniciadoClerk	1591235412988	1591235443939	OK	 
REQUEST	530		CerradoSesion	1591235419701	1591235443940	OK	 
REQUEST	857		CrearCertificado	1591235419760	1591235443945	OK	 
REQUEST	117		CrearCertificado	1591235412988	1591235443947	OK	 
REQUEST	822		CursosDisponibles	1591235413868	1591235443949	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	889		CrearCertificado	1591235419760	1591235443949	OK	 
REQUEST	930		CrearCertificado	1591235419793	1591235443953	OK	 
REQUEST	815		CrearCertificado	1591235419771	1591235443953	OK	 
REQUEST	403		CerradoSesion	1591235419804	1591235443954	OK	 
REQUEST	446		CerradoSesion	1591235419804	1591235443955	OK	 
REQUEST	859		CrearCertificado	1591235419793	1591235443959	OK	 
REQUEST	949		IniciadoClerk	1591235413867	1591235443960	OK	 
REQUEST	464		CerradoSesion	1591235419851	1591235444041	OK	 
REQUEST	130		CrearCertificado Redirect 1	1591235412864	1591235444046	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	862		CrearCertificado	1591235419830	1591235444046	OK	 
REQUEST	1032		IniciadoOwner	1591235413991	1591235444047	OK	 
REQUEST	325		CrearCertificado	1591235413616	1591235444049	OK	 
REQUEST	801		CursosDisponibles	1591235412853	1591235444064	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	920		IniciadoOwner	1591235413160	1591235444066	OK	 
REQUEST	542		CerradoSesion	1591235419894	1591235444067	OK	 
REQUEST	805		CursosDisponibles	1591235413850	1591235444069	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	464		CerradoSesion Redirect 1	1591235444041	1591235444069	OK	 
REQUEST	290		CerradoSesion	1591235419872	1591235444070	OK	 
REQUEST	1051		IniciadoOwner	1591235413970	1591235444070	OK	 
REQUEST	570		CerradoSesion	1591235419910	1591235444071	OK	 
REQUEST	602		CerradoSesion	1591235419920	1591235444072	OK	 
REQUEST	587		CerradoSesion	1591235419920	1591235444073	OK	 
REQUEST	489		CerradoSesion	1591235419920	1591235444073	OK	 
REQUEST	616		CerradoSesion	1591235419894	1591235444074	OK	 
REQUEST	230		CrearCertificado	1591235413228	1591235444074	OK	 
REQUEST	888		CrearCertificado	1591235419905	1591235444074	OK	 
REQUEST	781		CerrarSesion	1591235420000	1591235444080	OK	 
REQUEST	219		CrearCertificado	1591235413444	1591235444081	OK	 
REQUEST	902		CrearCertificado	1591235419872	1591235444083	OK	 
REQUEST	730		CerrarSesion	1591235420010	1591235444083	OK	 
REQUEST	845		CrearCertificado	1591235420000	1591235444084	OK	 
REQUEST	791		CrearCertificado	1591235419952	1591235444085	OK	 
REQUEST	803		CerrarSesion	1591235420074	1591235444089	OK	 
REQUEST	765		CrearCertificado	1591235420085	1591235444096	OK	 
REQUEST	186		CrearCertificado Redirect 1	1591235413104	1591235444099	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	904		IniciadoClerk	1591235414064	1591235444100	OK	 
REQUEST	818		CrearCertificado	1591235420105	1591235444101	OK	 
REQUEST	898		CursosDisponibles	1591235413279	1591235444103	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	740		CursosDisponibles	1591235413851	1591235444108	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	757		CerrarSesion	1591235420200	1591235444110	OK	 
REQUEST	726		CerrarSesion	1591235420142	1591235444110	OK	 
REQUEST	118		CrearCertificado Redirect 1	1591235412935	1591235444113	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	928		CrearCertificado	1591235420210	1591235444132	OK	 
REQUEST	743		CerrarSesion	1591235420262	1591235444137	OK	 
REQUEST	948		CrearCertificado	1591235420142	1591235444138	OK	 
REQUEST	697		CerrarSesion	1591235420272	1591235444139	OK	 
REQUEST	944		CrearCertificado	1591235420293	1591235444141	OK	 
REQUEST	832		CrearCertificado	1591235420293	1591235444143	OK	 
REQUEST	872		CrearCertificado	1591235420304	1591235444145	OK	 
REQUEST	918		CrearCertificado	1591235420335	1591235444147	OK	 
REQUEST	860		CrearCertificado	1591235420346	1591235444150	OK	 
REQUEST	870		CursosDisponibles	1591235413019	1591235444152	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	837		CerrarSesion	1591235420543	1591235444154	OK	 
REQUEST	905		CrearCertificado	1591235420585	1591235444156	OK	 
REQUEST	929		CrearCertificado	1591235420600	1591235444161	OK	 
REQUEST	967		IniciadoOwner	1591235414190	1591235444198	OK	 
REQUEST	301		CrearCertificado	1591235414223	1591235444232	OK	 
REQUEST	311		CrearCertificado	1591235414234	1591235444242	OK	 
REQUEST	964		IniciadoOwner	1591235414245	1591235444250	OK	 
REQUEST	261		CrearCertificado	1591235414260	1591235444267	OK	 
REQUEST	312		CrearCertificado	1591235414455	1591235444465	OK	 
REQUEST	146		CrearCertificado	1591235414631	1591235444637	OK	 
REQUEST	492		CerradoSesion	1591235420683	1591235444638	OK	 
REQUEST	132		CrearCertificado	1591235414755	1591235444765	OK	 
REQUEST	260		CrearCertificado	1591235414760	1591235444770	OK	 
REQUEST	585		CerradoSesion	1591235420715	1591235444770	OK	 
REQUEST	393		CerradoSesion	1591235420725	1591235444771	OK	 
REQUEST	672		CerrarSesion	1591235420730	1591235444774	OK	 
REQUEST	204		CrearCertificado	1591235414770	1591235444777	OK	 
REQUEST	876		CrearCertificado	1591235420813	1591235444780	OK	 
REQUEST	886		CrearCertificado	1591235420813	1591235444783	OK	 
REQUEST	571		CerradoSesion	1591235420813	1591235444784	OK	 
REQUEST	933		CrearCertificado	1591235420845	1591235444787	OK	 
REQUEST	287		CrearCertificado	1591235414825	1591235444831	OK	 
REQUEST	808		CrearCertificado	1591235420856	1591235444834	OK	 
REQUEST	919		CrearCertificado	1591235420902	1591235444837	OK	 
REQUEST	297		CrearCertificado	1591235414895	1591235444903	OK	 
REQUEST	998		IniciadoClerk	1591235414908	1591235444915	OK	 
REQUEST	1068		IniciadoClerk	1591235414910	1591235444917	OK	 
REQUEST	875		CrearCertificado	1591235420980	1591235444919	OK	 
REQUEST	503		CerradoSesion	1591235421021	1591235444920	OK	 
REQUEST	754		CerradoSesion	1591235421042	1591235444920	OK	 
REQUEST	934		CrearCertificado	1591235421042	1591235444923	OK	 
REQUEST	628		CerradoSesion	1591235421053	1591235444924	OK	 
REQUEST	491		CerradoSesion	1591235421063	1591235444924	OK	 
REQUEST	273		CrearCertificado	1591235414921	1591235444928	OK	 
REQUEST	962		CrearCertificado	1591235421063	1591235444928	OK	 
REQUEST	572		CerradoSesion	1591235421063	1591235444929	OK	 
REQUEST	613		CerradoSesion	1591235421063	1591235444929	OK	 
REQUEST	789		CrearCertificado	1591235421084	1591235444932	OK	 
REQUEST	947		IniciadoClerk	1591235415035	1591235445041	OK	 
REQUEST	971		IniciadoClerk	1591235415046	1591235445051	OK	 
REQUEST	475		CerradoSesion	1591235421125	1591235445052	OK	 
REQUEST	813		CursosDisponibles	1591235415046	1591235445061	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	917		CrearCertificado	1591235421125	1591235445062	OK	 
REQUEST	604		CerradoSesion	1591235421170	1591235445063	OK	 
REQUEST	214		CrearCertificado	1591235415050	1591235445088	OK	 
REQUEST	1001		IniciadoClerk	1591235415050	1591235445088	OK	 
REQUEST	737		CrearCertificado	1591235421322	1591235445093	OK	 
REQUEST	924		CursosDisponibles	1591235415125	1591235445133	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	856		CursosDisponibles	1591235415130	1591235445138	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	631		CerradoSesion	1591235421490	1591235445139	OK	 
REQUEST	897		CursosDisponibles	1591235415151	1591235445160	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	893		CursosDisponibles	1591235415220	1591235445226	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	769		CursosDisponibles	1591235415240	1591235445247	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	326		CrearCertificado	1591235415304	1591235445310	OK	 
REQUEST	200		CrearCertificado	1591235415320	1591235445327	OK	 
REQUEST	589		CerradoSesion	1591235421573	1591235445327	OK	 
REQUEST	1008		IniciadoOwner	1591235415374	1591235445426	OK	 
REQUEST	641		CerradoSesion	1591235421621	1591235445427	OK	 
REQUEST	851		CursosDisponibles	1591235415385	1591235445428	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	854		CursosDisponibles	1591235415353	1591235445428	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	688		CerrarSesion	1591235421720	1591235445432	OK	 
REQUEST	418		CerradoSesion	1591235421784	1591235445432	OK	 
REQUEST	669		CerradoSesion	1591235421825	1591235445433	OK	 
REQUEST	703		CerradoSesion	1591235421825	1591235445434	OK	 
REQUEST	655		CerradoSesion	1591235421840	1591235445434	OK	 
REQUEST	383		CrearCertificado	1591235415486	1591235445494	OK	 
REQUEST	1012		IniciadoClerk	1591235415522	1591235445528	OK	 
REQUEST	725		CerrarSesion	1591235421861	1591235445532	OK	 
REQUEST	771		CursosDisponibles	1591235415532	1591235445540	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1023		IniciadoOwner	1591235415554	1591235445560	OK	 
REQUEST	656		CerradoSesion	1591235421903	1591235445561	OK	 
REQUEST	477		CerradoSesion	1591235421903	1591235445561	OK	 
REQUEST	1053		IniciadoClerk	1591235415600	1591235445605	OK	 
REQUEST	1009		IniciadoOwner	1591235415600	1591235445606	OK	 
REQUEST	545		CerradoSesion	1591235421913	1591235445606	OK	 
REQUEST	1014		IniciadoClerk	1591235415631	1591235445637	OK	 
REQUEST	772		CursosDisponibles	1591235415631	1591235445639	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	134		CrearCertificado	1591235415710	1591235445715	OK	 
REQUEST	838		CerrarSesion	1591235421970	1591235445717	OK	 
USER	ListadoCursos	407	END	1591235304033	1591235461833
USER	ListadoCursos	464	END	1591235308165	1591235462080
REQUEST	147		CrearCertificado	1591235405380	1591235465381	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	890		IniciadoClerk	1591235406076	1591235466077	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	849		IniciadoClerk	1591235406620	1591235466620	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	190		CrearCertificado	1591235407786	1591235467786	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	932		IniciadoClerk	1591235408792	1591235468792	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	233		CrearCertificado	1591235408905	1591235468906	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	201		CrearCertificado	1591235409186	1591235469186	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	909		IniciadoOwner	1591235409913	1591235469913	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	990		IniciadoOwner	1591235409923	1591235469924	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	242		CrearCertificado	1591235410019	1591235470020	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	284		CrearCertificado	1591235415742	1591235470045	OK	 
REQUEST	615		CerradoSesion	1591235421981	1591235470045	OK	 
REQUEST	627		CerradoSesion	1591235422075	1591235470046	OK	 
REQUEST	600		CerradoSesion	1591235422085	1591235470046	OK	 
REQUEST	158		CrearCertificado	1591235410206	1591235470206	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1002		IniciadoClerk	1591235410261	1591235470262	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	163		CrearCertificado	1591235415806	1591235471013	OK	 
REQUEST	1034		IniciadoOwner	1591235415832	1591235471032	OK	 
REQUEST	739		CerrarSesion	1591235422153	1591235471035	OK	 
REQUEST	532		CerradoSesion	1591235422205	1591235471035	OK	 
REQUEST	798		CursosDisponibles	1591235415843	1591235471038	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	598		CerradoSesion	1591235422284	1591235471038	OK	 
REQUEST	760		CursosDisponibles	1591235415865	1591235471120	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1049		IniciadoOwner	1591235415880	1591235471256	OK	 
REQUEST	1000		IniciadoClerk	1591235415954	1591235471265	OK	 
REQUEST	682		CerradoSesion	1591235422450	1591235471266	OK	 
REQUEST	1082		IniciadoClerk	1591235415965	1591235471314	OK	 
REQUEST	973		IniciadoClerk	1591235415965	1591235471323	OK	 
REQUEST	826		CursosDisponibles	1591235415980	1591235471335	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
