ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590688537350	 	3.3.1
REQUEST	535		Login	1590688631175	1590688632584	OK	 
REQUEST	544		request_1	1590688632088	1590688632593	OK	 
REQUEST	529		Login	1590688630759	1590688632593	OK	 
REQUEST	450		request_6	1590688632410	1590688632596	OK	 
REQUEST	552		request_1	1590688632412	1590688632596	OK	 
REQUEST	525		request_4	1590688632273	1590688632597	OK	 
REQUEST	322		TransportesAcabados	1590688631753	1590688632613	OK	 
REQUEST	537		request_4	1590688632439	1590688632616	OK	 
USER	TransportesAcabados	297	END	1590688588379	1590688632624
REQUEST	436		request_6	1590688632266	1590688632625	OK	 
REQUEST	319		TransportesAcabados	1590688632200	1590688632627	OK	 
REQUEST	453		Authenticated Redirect 1	1590688632246	1590688632636	OK	 
REQUEST	455		Authenticated Redirect 1	1590688632305	1590688632636	OK	 
REQUEST	328		request_8	1590688632436	1590688632640	OK	 
REQUEST	457		Authenticated Redirect 1	1590688632278	1590688632640	OK	 
REQUEST	561		request_1	1590688632434	1590688632646	OK	 
REQUEST	432		request_6	1590688632247	1590688632646	OK	 
REQUEST	559		Home	1590688632021	1590688632647	OK	 
REQUEST	451		request_6	1590688632376	1590688632650	OK	 
REQUEST	549		request_1	1590688632102	1590688632656	OK	 
REQUEST	523		request_4	1590688631971	1590688632656	OK	 
REQUEST	446		request_6	1590688632382	1590688632658	OK	 
REQUEST	335		request_8	1590688632445	1590688632661	OK	 
REQUEST	438		request_6	1590688632295	1590688632662	OK	 
REQUEST	454		Authenticated	1590688630551	1590688632662	OK	 
REQUEST	540		request_4	1590688632446	1590688632664	OK	 
REQUEST	536		request_4	1590688632396	1590688632669	OK	 
REQUEST	325		TransportesAcabados	1590688632267	1590688632670	OK	 
REQUEST	430		request_6	1590688632437	1590688632674	OK	 
REQUEST	453		request_6	1590688632636	1590688632676	OK	 
REQUEST	320		request_8	1590688632438	1590688632678	OK	 
REQUEST	538		request_4	1590688632436	1590688632679	OK	 
REQUEST	457		request_6	1590688632641	1590688632680	OK	 
REQUEST	324		request_8	1590688632337	1590688632684	OK	 
REQUEST	554		request_1	1590688632480	1590688632694	OK	 
USER	TransportesAcabados	563	START	1590688632699	1590688632699
USER	TransportesAcabados	299	END	1590688588718	1590688632701
REQUEST	535		request_4	1590688632585	1590688632702	OK	 
REQUEST	558		Home	1590688631858	1590688632702	OK	 
REQUEST	456		Authenticated Redirect 1	1590688632305	1590688632708	OK	 
REQUEST	555		request_1	1590688632397	1590688632708	OK	 
REQUEST	562		Home	1590688632540	1590688632710	OK	 
REQUEST	448		request_6	1590688632294	1590688632712	OK	 
REQUEST	556		request_1	1590688632387	1590688632713	OK	 
REQUEST	322		request_8	1590688632613	1590688632714	OK	 
REQUEST	559		request_1	1590688632647	1590688632714	OK	 
REQUEST	524		request_4	1590688632273	1590688632715	OK	 
USER	TransportesAcabados	298	END	1590688588557	1590688632717
REQUEST	557		request_1	1590688632268	1590688632719	OK	 
REQUEST	332		request_8	1590688632475	1590688632722	OK	 
REQUEST	454		Authenticated Redirect 1	1590688632662	1590688632722	OK	 
REQUEST	326		request_8	1590688632557	1590688632727	OK	 
REQUEST	447		request_6	1590688632376	1590688632728	OK	 
REQUEST	530		request_4	1590688632512	1590688632729	OK	 
REQUEST	319		request_8	1590688632628	1590688632730	OK	 
REQUEST	456		request_6	1590688632709	1590688632731	OK	 
REQUEST	455		request_6	1590688632636	1590688632731	OK	 
REQUEST	330		request_8	1590688632422	1590688632733	OK	 
REQUEST	560		request_1	1590688632512	1590688632734	OK	 
REQUEST	562		request_1	1590688632710	1590688632734	OK	 
REQUEST	563		Home	1590688632699	1590688632737	OK	 
REQUEST	529		request_4	1590688632593	1590688632737	OK	 
REQUEST	454		request_6	1590688632722	1590688632743	OK	 
REQUEST	558		request_1	1590688632703	1590688632745	OK	 
REQUEST	325		request_8	1590688632671	1590688632747	OK	 
REQUEST	563		request_1	1590688632738	1590688632751	OK	 
REQUEST	333		TransportesAcabados	1590688632772	1590688632781	OK	 
REQUEST	333		request_8	1590688632782	1590688632790	OK	 
REQUEST	334		TransportesAcabados	1590688632794	1590688632803	OK	 
REQUEST	336		TransportesAcabados	1590688632794	1590688632803	OK	 
REQUEST	334		request_8	1590688632804	1590688632813	OK	 
REQUEST	336		request_8	1590688632804	1590688632813	OK	 
REQUEST	338		TransportesAcabados	1590688632808	1590688632822	OK	 
REQUEST	337		TransportesAcabados	1590688632808	1590688632822	OK	 
REQUEST	329		TransportesAcabados	1590688632812	1590688632822	OK	 
REQUEST	331		TransportesAcabados	1590688632812	1590688632830	OK	 
REQUEST	337		request_8	1590688632822	1590688632832	OK	 
REQUEST	338		request_8	1590688632822	1590688632832	OK	 
REQUEST	329		request_8	1590688632823	1590688632836	OK	 
REQUEST	331		request_8	1590688632831	1590688632840	OK	 
REQUEST	458		Authenticated	1590688631315	1590688632853	OK	 
REQUEST	458		Authenticated Redirect 1	1590688632853	1590688632858	OK	 
USER	TransportesAcabados	564	START	1590688632861	1590688632861
REQUEST	458		request_6	1590688632858	1590688632862	OK	 
REQUEST	564		Home	1590688632861	1590688632867	OK	 
REQUEST	564		request_1	1590688632867	1590688632872	OK	 
REQUEST	339		TransportesAcabados	1590688632871	1590688632884	OK	 
REQUEST	339		request_8	1590688632885	1590688632893	OK	 
REQUEST	342		TransportesAcabados	1590688633002	1590688633011	OK	 
REQUEST	342		request_8	1590688633012	1590688633019	OK	 
USER	TransportesAcabados	565	START	1590688633023	1590688633023
REQUEST	565		Home	1590688633023	1590688633027	OK	 
REQUEST	565		request_1	1590688633027	1590688633030	OK	 
USER	TransportesAcabados	566	START	1590688633202	1590688633202
REQUEST	566		Home	1590688633202	1590688633239	OK	 
REQUEST	566		request_1	1590688633239	1590688633249	OK	 
USER	TransportesAcabados	567	START	1590688633383	1590688633383
REQUEST	567		Home	1590688633383	1590688633419	OK	 
REQUEST	567		request_1	1590688633420	1590688633451	OK	 
USER	TransportesAcabados	568	START	1590688633608	1590688633608
USER	TransportesAcabados	569	START	1590688633726	1590688633726
REQUEST	568		Home	1590688633608	1590688633731	OK	 
REQUEST	569		Home	1590688633726	1590688633731	OK	 
REQUEST	568		request_1	1590688633732	1590688633835	OK	 
REQUEST	569		request_1	1590688633732	1590688633835	OK	 
USER	TransportesAcabados	570	START	1590688633929	1590688633929
REQUEST	570		Home	1590688633930	1590688634055	OK	 
USER	TransportesAcabados	571	START	1590688634055	1590688634055
USER	TransportesAcabados	572	START	1590688634312	1590688634312
USER	TransportesAcabados	573	START	1590688634453	1590688634453
USER	TransportesAcabados	574	START	1590688634583	1590688634583
USER	TransportesAcabados	301	END	1590688589056	1590688634727
USER	TransportesAcabados	302	END	1590688589184	1590688634727
USER	TransportesAcabados	300	END	1590688588896	1590688634727
USER	TransportesAcabados	575	START	1590688634726	1590688634726
USER	TransportesAcabados	303	END	1590688589370	1590688634921
USER	TransportesAcabados	576	START	1590688634922	1590688634922
USER	TransportesAcabados	577	START	1590688635092	1590688635092
USER	TransportesAcabados	578	START	1590688635217	1590688635217
REQUEST	462		Authenticated	1590688633074	1590688635328	OK	 
REQUEST	459		Authenticated	1590688633166	1590688635328	OK	 
REQUEST	464		Authenticated	1590688633197	1590688635328	OK	 
REQUEST	461		Authenticated	1590688633265	1590688635328	OK	 
REQUEST	465		Authenticated	1590688633421	1590688635329	OK	 
REQUEST	468		Authenticated	1590688633479	1590688635330	OK	 
REQUEST	472		Authenticated	1590688633608	1590688635337	OK	 
REQUEST	471		Authenticated	1590688633479	1590688635338	OK	 
REQUEST	463		Authenticated	1590688633096	1590688635340	OK	 
REQUEST	466		Authenticated	1590688633477	1590688635343	OK	 
REQUEST	469		Authenticated	1590688633421	1590688635343	OK	 
REQUEST	470		Authenticated	1590688633477	1590688635347	OK	 
REQUEST	341		TransportesAcabados	1590688634055	1590688635351	OK	 
REQUEST	474		Authenticated	1590688633930	1590688635352	OK	 
REQUEST	570		request_1	1590688634055	1590688635361	OK	 
USER	TransportesAcabados	579	START	1590688635364	1590688635364
REQUEST	460		Authenticated	1590688633201	1590688635372	OK	 
REQUEST	575		Home	1590688634727	1590688635372	OK	 
REQUEST	464		Authenticated Redirect 1	1590688635328	1590688635373	OK	 
REQUEST	467		Authenticated	1590688633478	1590688635374	OK	 
REQUEST	571		Home	1590688634055	1590688635381	OK	 
REQUEST	541		Login	1590688635265	1590688635381	OK	 
REQUEST	343		TransportesAcabados	1590688634196	1590688635383	OK	 
REQUEST	572		Home	1590688634313	1590688635391	OK	 
REQUEST	473		Authenticated	1590688633816	1590688635409	OK	 
REQUEST	352		TransportesAcabados	1590688634453	1590688635422	OK	 
REQUEST	573		Home	1590688634453	1590688635429	OK	 
REQUEST	576		Home	1590688634922	1590688635434	OK	 
REQUEST	461		Authenticated Redirect 1	1590688635329	1590688635435	OK	 
REQUEST	344		TransportesAcabados	1590688634314	1590688635439	OK	 
REQUEST	472		Authenticated Redirect 1	1590688635337	1590688635440	OK	 
REQUEST	348		TransportesAcabados	1590688634315	1590688635441	OK	 
REQUEST	475		Authenticated	1590688634055	1590688635441	OK	 
REQUEST	346		TransportesAcabados	1590688634314	1590688635442	OK	 
REQUEST	350		TransportesAcabados	1590688634453	1590688635450	OK	 
REQUEST	345		TransportesAcabados	1590688634314	1590688635451	OK	 
REQUEST	349		TransportesAcabados	1590688634453	1590688635453	OK	 
REQUEST	574		Home	1590688634584	1590688635454	OK	 
REQUEST	465		Authenticated Redirect 1	1590688635329	1590688635462	OK	 
REQUEST	340		TransportesAcabados	1590688634314	1590688635464	OK	 
REQUEST	347		TransportesAcabados	1590688634315	1590688635480	OK	 
REQUEST	462		Authenticated Redirect 1	1590688635328	1590688635482	OK	 
REQUEST	578		Home	1590688635218	1590688635494	OK	 
REQUEST	352		request_8	1590688635422	1590688635496	OK	 
REQUEST	463		Authenticated Redirect 1	1590688635340	1590688635497	OK	 
REQUEST	345		request_8	1590688635451	1590688635501	OK	 
REQUEST	459		Authenticated Redirect 1	1590688635328	1590688635509	OK	 
REQUEST	579		Home	1590688635364	1590688635509	OK	 
REQUEST	577		Home	1590688635092	1590688635513	OK	 
USER	TransportesAcabados	580	START	1590688635521	1590688635521
REQUEST	351		TransportesAcabados	1590688634453	1590688635536	OK	 
REQUEST	571		request_1	1590688635382	1590688635536	OK	 
REQUEST	464		request_6	1590688635373	1590688635551	OK	 
REQUEST	468		Authenticated Redirect 1	1590688635330	1590688635551	OK	 
REQUEST	547		Login	1590688635377	1590688635552	OK	 
REQUEST	460		Authenticated Redirect 1	1590688635372	1590688635560	OK	 
REQUEST	576		request_1	1590688635434	1590688635560	OK	 
REQUEST	469		Authenticated Redirect 1	1590688635343	1590688635561	OK	 
REQUEST	471		Authenticated Redirect 1	1590688635338	1590688635561	OK	 
REQUEST	474		Authenticated Redirect 1	1590688635352	1590688635572	OK	 
REQUEST	473		Authenticated Redirect 1	1590688635409	1590688635573	OK	 
REQUEST	461		request_6	1590688635435	1590688635574	OK	 
REQUEST	572		request_1	1590688635391	1590688635588	OK	 
REQUEST	467		Authenticated Redirect 1	1590688635374	1590688635588	OK	 
REQUEST	341		request_8	1590688635351	1590688635596	OK	 
REQUEST	470		Authenticated Redirect 1	1590688635347	1590688635608	OK	 
REQUEST	459		request_6	1590688635509	1590688635608	OK	 
REQUEST	575		request_1	1590688635373	1590688635611	OK	 
REQUEST	344		request_8	1590688635439	1590688635612	OK	 
REQUEST	541		request_4	1590688635382	1590688635612	OK	 
REQUEST	349		request_8	1590688635453	1590688635613	OK	 
REQUEST	466		Authenticated Redirect 1	1590688635343	1590688635624	OK	 
REQUEST	462		request_6	1590688635482	1590688635624	OK	 
REQUEST	574		request_1	1590688635455	1590688635624	OK	 
REQUEST	472		request_6	1590688635440	1590688635625	OK	 
REQUEST	340		request_8	1590688635464	1590688635625	OK	 
REQUEST	351		request_8	1590688635536	1590688635630	OK	 
REQUEST	578		request_1	1590688635494	1590688635635	OK	 
REQUEST	348		request_8	1590688635441	1590688635635	OK	 
REQUEST	350		request_8	1590688635451	1590688635635	OK	 
REQUEST	475		Authenticated Redirect 1	1590688635441	1590688635636	OK	 
REQUEST	346		request_8	1590688635442	1590688635643	OK	 
REQUEST	573		request_1	1590688635429	1590688635643	OK	 
REQUEST	465		request_6	1590688635462	1590688635675	OK	 
REQUEST	343		request_8	1590688635384	1590688635676	OK	 
REQUEST	347		request_8	1590688635481	1590688635677	OK	 
REQUEST	467		request_6	1590688635589	1590688635678	OK	 
REQUEST	543		Login	1590688635504	1590688635685	OK	 
REQUEST	577		request_1	1590688635514	1590688635685	OK	 
REQUEST	466		request_6	1590688635624	1590688635695	OK	 
USER	TransportesAcabados	581	START	1590688635699	1590688635699
REQUEST	545		Login	1590688635521	1590688635703	OK	 
REQUEST	475		request_6	1590688635637	1590688635705	OK	 
REQUEST	551		Login	1590688635462	1590688635705	OK	 
REQUEST	471		request_6	1590688635562	1590688635714	OK	 
REQUEST	542		Login	1590688635517	1590688635717	OK	 
REQUEST	579		request_1	1590688635510	1590688635723	OK	 
REQUEST	463		request_6	1590688635497	1590688635723	OK	 
REQUEST	474		request_6	1590688635573	1590688635723	OK	 
REQUEST	552		Login	1590688635623	1590688635723	OK	 
REQUEST	473		request_6	1590688635573	1590688635724	OK	 
REQUEST	468		request_6	1590688635552	1590688635724	OK	 
REQUEST	546		Login	1590688635521	1590688635724	OK	 
REQUEST	469		request_6	1590688635561	1590688635731	OK	 
REQUEST	553		Login	1590688635462	1590688635731	OK	 
REQUEST	547		request_4	1590688635553	1590688635732	OK	 
REQUEST	550		Login	1590688635595	1590688635736	OK	 
REQUEST	544		Login	1590688635603	1590688635737	OK	 
REQUEST	460		request_6	1590688635561	1590688635738	OK	 
REQUEST	470		request_6	1590688635609	1590688635742	OK	 
REQUEST	548		Login	1590688635462	1590688635743	OK	 
REQUEST	561		Login	1590688635654	1590688635744	OK	 
REQUEST	549		Login	1590688635673	1590688635745	OK	 
REQUEST	580		Home	1590688635522	1590688635746	OK	 
REQUEST	543		request_4	1590688635685	1590688635751	OK	 
REQUEST	542		request_4	1590688635718	1590688635757	OK	 
REQUEST	545		request_4	1590688635704	1590688635768	OK	 
REQUEST	554		Login	1590688635702	1590688635769	OK	 
REQUEST	552		request_4	1590688635724	1590688635775	OK	 
REQUEST	559		Login	1590688635728	1590688635776	OK	 
REQUEST	546		request_4	1590688635725	1590688635777	OK	 
REQUEST	544		request_4	1590688635738	1590688635778	OK	 
REQUEST	581		Home	1590688635700	1590688635792	OK	 
REQUEST	550		request_4	1590688635737	1590688635793	OK	 
REQUEST	553		request_4	1590688635731	1590688635796	OK	 
REQUEST	562		Login	1590688635755	1590688635802	OK	 
REQUEST	548		request_4	1590688635743	1590688635801	OK	 
REQUEST	563		Login	1590688635762	1590688635803	OK	 
REQUEST	580		request_1	1590688635746	1590688635810	OK	 
REQUEST	551		request_4	1590688635705	1590688635812	OK	 
REQUEST	555		Login	1590688635728	1590688635813	OK	 
REQUEST	557		Login	1590688635728	1590688635818	OK	 
REQUEST	561		request_4	1590688635744	1590688635819	OK	 
REQUEST	558		Login	1590688635756	1590688635820	OK	 
REQUEST	549		request_4	1590688635745	1590688635823	OK	 
REQUEST	554		request_4	1590688635770	1590688635824	OK	 
REQUEST	560		Login	1590688635755	1590688635829	OK	 
REQUEST	556		Login	1590688635728	1590688635829	OK	 
REQUEST	581		request_1	1590688635793	1590688635833	OK	 
REQUEST	555		request_4	1590688635814	1590688635837	OK	 
REQUEST	563		request_4	1590688635803	1590688635838	OK	 
REQUEST	562		request_4	1590688635802	1590688635838	OK	 
REQUEST	557		request_4	1590688635819	1590688635847	OK	 
REQUEST	558		request_4	1590688635821	1590688635847	OK	 
REQUEST	560		request_4	1590688635829	1590688635848	OK	 
REQUEST	559		request_4	1590688635776	1590688635848	OK	 
REQUEST	556		request_4	1590688635829	1590688635852	OK	 
USER	TransportesAcabados	582	START	1590688635864	1590688635864
REQUEST	582		Home	1590688635865	1590688635870	OK	 
REQUEST	582		request_1	1590688635870	1590688635875	OK	 
REQUEST	564		Login	1590688635894	1590688635913	OK	 
REQUEST	564		request_4	1590688635914	1590688635919	OK	 
REQUEST	477		Authenticated	1590688634584	1590688636005	OK	 
REQUEST	477		Authenticated Redirect 1	1590688636005	1590688636008	OK	 
REQUEST	477		request_6	1590688636008	1590688636013	OK	 
USER	TransportesAcabados	311	END	1590688590691	1590688636023
USER	TransportesAcabados	315	END	1590688591352	1590688636023
USER	TransportesAcabados	583	START	1590688636023	1590688636023
REQUEST	583		Home	1590688636023	1590688636028	OK	 
REQUEST	583		request_1	1590688636028	1590688636031	OK	 
REQUEST	565		Login	1590688636045	1590688636050	OK	 
REQUEST	565		request_4	1590688636051	1590688636055	OK	 
REQUEST	476		Authenticated	1590688634453	1590688636064	OK	 
REQUEST	476		Authenticated Redirect 1	1590688636065	1590688636070	OK	 
REQUEST	476		request_6	1590688636070	1590688636077	OK	 
USER	TransportesAcabados	306	END	1590688589853	1590688636101
USER	TransportesAcabados	316	END	1590688591523	1590688636101
USER	TransportesAcabados	307	END	1590688590025	1590688636113
USER	TransportesAcabados	305	END	1590688589703	1590688636125
USER	TransportesAcabados	304	END	1590688589539	1590688636135
USER	TransportesAcabados	309	END	1590688590355	1590688636135
USER	TransportesAcabados	313	END	1590688591045	1590688636146
USER	TransportesAcabados	584	START	1590688636203	1590688636203
REQUEST	584		Home	1590688636204	1590688636213	OK	 
REQUEST	584		request_1	1590688636214	1590688636222	OK	 
REQUEST	566		Login	1590688636274	1590688636279	OK	 
REQUEST	566		request_4	1590688636280	1590688636284	OK	 
USER	TransportesAcabados	585	START	1590688636363	1590688636363
REQUEST	585		Home	1590688636364	1590688636369	OK	 
REQUEST	585		request_1	1590688636370	1590688636375	OK	 
REQUEST	567		Login	1590688636480	1590688636485	OK	 
REQUEST	567		request_4	1590688636486	1590688636492	OK	 
USER	TransportesAcabados	586	START	1590688636534	1590688636534
REQUEST	586		Home	1590688636535	1590688636540	OK	 
REQUEST	586		request_1	1590688636540	1590688636544	OK	 
USER	TransportesAcabados	587	START	1590688636775	1590688636775
REQUEST	587		Home	1590688636776	1590688636855	OK	 
REQUEST	587		request_1	1590688636855	1590688636860	OK	 
USER	TransportesAcabados	588	START	1590688636896	1590688636896
REQUEST	588		Home	1590688636896	1590688636995	OK	 
REQUEST	569		Login	1590688636990	1590688636995	OK	 
REQUEST	568		Login	1590688636990	1590688636995	OK	 
REQUEST	588		request_1	1590688636995	1590688637085	OK	 
REQUEST	569		request_4	1590688636996	1590688637085	OK	 
REQUEST	568		request_4	1590688636996	1590688637085	OK	 
USER	TransportesAcabados	589	START	1590688637090	1590688637090
REQUEST	589		Home	1590688637090	1590688637172	OK	 
REQUEST	363		TransportesAcabados	1590688637090	1590688637174	OK	 
REQUEST	358		TransportesAcabados	1590688637090	1590688637174	OK	 
REQUEST	365		TransportesAcabados	1590688637090	1590688637176	OK	 
REQUEST	589		request_1	1590688637172	1590688637185	OK	 
REQUEST	358		request_8	1590688637174	1590688637189	OK	 
REQUEST	363		request_8	1590688637174	1590688637190	OK	 
REQUEST	365		request_8	1590688637185	1590688637193	OK	 
USER	TransportesAcabados	590	START	1590688637194	1590688637194
USER	TransportesAcabados	591	START	1590688637442	1590688637442
USER	TransportesAcabados	317	END	1590688591691	1590688637444
USER	TransportesAcabados	592	START	1590688637521	1590688637521
USER	TransportesAcabados	593	START	1590688637738	1590688637738
USER	TransportesAcabados	594	START	1590688637886	1590688637886
USER	TransportesAcabados	595	START	1590688638024	1590688638024
REQUEST	484		Authenticated	1590688636354	1590688638155	OK	 
REQUEST	484		Authenticated Redirect 1	1590688638155	1590688638168	OK	 
REQUEST	484		request_6	1590688638169	1590688638180	OK	 
REQUEST	368		TransportesAcabados	1590688637952	1590688638188	OK	 
REQUEST	478		Authenticated	1590688636561	1590688638204	OK	 
USER	TransportesAcabados	596	START	1590688638205	1590688638205
USER	TransportesAcabados	597	START	1590688638372	1590688638372
USER	TransportesAcabados	598	START	1590688638522	1590688638522
REQUEST	482		Authenticated	1590688636662	1590688638673	OK	 
REQUEST	489		Authenticated	1590688636755	1590688638673	OK	 
REQUEST	488		Authenticated	1590688636662	1590688638676	OK	 
REQUEST	359		TransportesAcabados	1590688637195	1590688638694	OK	 
REQUEST	356		TransportesAcabados	1590688637194	1590688638694	OK	 
REQUEST	364		TransportesAcabados	1590688637194	1590688638698	OK	 
USER	TransportesAcabados	599	START	1590688638702	1590688638702
REQUEST	362		TransportesAcabados	1590688637194	1590688638705	OK	 
REQUEST	591		Home	1590688637442	1590688638709	OK	 
REQUEST	359		request_8	1590688638694	1590688638711	OK	 
REQUEST	592		Home	1590688637521	1590688638715	OK	 
REQUEST	357		TransportesAcabados	1590688637194	1590688638717	OK	 
REQUEST	366		TransportesAcabados	1590688637521	1590688638721	OK	 
REQUEST	357		request_8	1590688638718	1590688638725	OK	 
REQUEST	366		request_8	1590688638722	1590688638733	OK	 
REQUEST	478		Authenticated Redirect 1	1590688638204	1590688638738	OK	 
REQUEST	596		Home	1590688638205	1590688638739	OK	 
REQUEST	597		Home	1590688638372	1590688638743	OK	 
REQUEST	597		request_1	1590688638744	1590688638758	OK	 
REQUEST	598		Home	1590688638522	1590688638762	OK	 
REQUEST	571		Login	1590688638555	1590688638767	OK	 
REQUEST	576		Login	1590688638571	1590688638773	OK	 
REQUEST	575		Login	1590688638635	1590688638783	OK	 
REQUEST	491		Authenticated	1590688637668	1590688638784	OK	 
REQUEST	595		Home	1590688638024	1590688638789	OK	 
REQUEST	368		request_8	1590688638188	1590688638797	OK	 
REQUEST	480		Authenticated	1590688636604	1590688638797	OK	 
REQUEST	487		Authenticated	1590688636660	1590688638798	OK	 
REQUEST	480		Authenticated Redirect 1	1590688638798	1590688638802	OK	 
REQUEST	481		Authenticated	1590688636660	1590688638803	OK	 
REQUEST	480		request_6	1590688638803	1590688638807	OK	 
REQUEST	486		Authenticated	1590688636777	1590688638808	OK	 
REQUEST	479		Authenticated	1590688636777	1590688638809	OK	 
REQUEST	483		Authenticated	1590688636775	1590688638810	OK	 
REQUEST	492		Authenticated	1590688638024	1590688638854	OK	 
REQUEST	486		Authenticated Redirect 1	1590688638808	1590688638857	OK	 
REQUEST	364		request_8	1590688638698	1590688638863	OK	 
REQUEST	356		request_8	1590688638694	1590688638870	OK	 
REQUEST	360		TransportesAcabados	1590688637194	1590688638881	OK	 
REQUEST	593		Home	1590688637738	1590688638899	OK	 
REQUEST	594		Home	1590688637886	1590688638904	OK	 
REQUEST	478		request_6	1590688638738	1590688638915	OK	 
REQUEST	598		request_1	1590688638763	1590688638917	OK	 
REQUEST	576		request_4	1590688638773	1590688638921	OK	 
REQUEST	572		Login	1590688638603	1590688638922	OK	 
REQUEST	571		request_4	1590688638768	1590688638922	OK	 
REQUEST	493		Authenticated	1590688637886	1590688638923	OK	 
REQUEST	487		Authenticated Redirect 1	1590688638798	1590688638927	OK	 
REQUEST	578		Login	1590688638667	1590688638928	OK	 
REQUEST	486		request_6	1590688638857	1590688638930	OK	 
REQUEST	354		TransportesAcabados	1590688637194	1590688638931	OK	 
REQUEST	492		Authenticated Redirect 1	1590688638854	1590688638934	OK	 
REQUEST	599		Home	1590688638702	1590688638935	OK	 
REQUEST	590		Home	1590688637195	1590688638936	OK	 
REQUEST	591		request_1	1590688638709	1590688638936	OK	 
REQUEST	355		TransportesAcabados	1590688637194	1590688638938	OK	 
REQUEST	362		request_8	1590688638706	1590688638941	OK	 
REQUEST	360		request_8	1590688638882	1590688638942	OK	 
REQUEST	570		Login	1590688638372	1590688638942	OK	 
REQUEST	577		Login	1590688638718	1590688638942	OK	 
REQUEST	590		request_1	1590688638936	1590688638943	OK	 
REQUEST	596		request_1	1590688638740	1590688638943	OK	 
REQUEST	485		Authenticated	1590688636594	1590688638944	OK	 
REQUEST	575		request_4	1590688638783	1590688638947	OK	 
REQUEST	482		Authenticated Redirect 1	1590688638673	1590688638948	OK	 
REQUEST	497		Authenticated	1590688637952	1590688638949	OK	 
REQUEST	489		Authenticated Redirect 1	1590688638673	1590688638951	OK	 
REQUEST	592		request_1	1590688638715	1590688638953	OK	 
REQUEST	482		request_6	1590688638948	1590688638953	OK	 
USER	TransportesAcabados	600	START	1590688638959	1590688638959
REQUEST	488		Authenticated Redirect 1	1590688638677	1590688639004	OK	 
REQUEST	353		TransportesAcabados	1590688637194	1590688639005	OK	 
REQUEST	361		TransportesAcabados	1590688637194	1590688639006	OK	 
REQUEST	574		Login	1590688638646	1590688639006	OK	 
USER	TransportesAcabados	314	END	1590688591217	1590688639073
USER	TransportesAcabados	308	END	1590688590194	1590688639183
USER	TransportesAcabados	310	END	1590688590536	1590688639216
USER	TransportesAcabados	312	END	1590688590885	1590688639249
USER	TransportesAcabados	318	END	1590688591872	1590688639411
USER	TransportesAcabados	321	END	1590688592359	1590688639509
USER	TransportesAcabados	327	END	1590688593353	1590688639509
USER	TransportesAcabados	323	END	1590688592691	1590688639555
USER	TransportesAcabados	328	END	1590688593521	1590688639678
USER	TransportesAcabados	335	END	1590688594693	1590688639679
USER	TransportesAcabados	324	END	1590688592864	1590688639679
USER	TransportesAcabados	320	END	1590688592196	1590688639708
USER	TransportesAcabados	322	END	1590688592526	1590688639708
USER	TransportesAcabados	319	END	1590688592024	1590688639711
USER	TransportesAcabados	326	END	1590688593188	1590688639711
REQUEST	491		Authenticated Redirect 1	1590688638784	1590688639719	OK	 
REQUEST	485		Authenticated Redirect 1	1590688638944	1590688639719	OK	 
REQUEST	354		request_8	1590688638932	1590688639730	OK	 
REQUEST	499		Authenticated	1590688638457	1590688639733	OK	 
REQUEST	500		Authenticated	1590688638522	1590688639733	OK	 
USER	TransportesAcabados	332	END	1590688594195	1590688639734
USER	TransportesAcabados	336	END	1590688594852	1590688639734
REQUEST	494		Authenticated	1590688637740	1590688639735	OK	 
REQUEST	498		Authenticated	1590688638084	1590688639735	OK	 
REQUEST	490		Authenticated	1590688637668	1590688639737	OK	 
REQUEST	483		Authenticated Redirect 1	1590688638810	1590688639740	OK	 
REQUEST	490		Authenticated Redirect 1	1590688639737	1590688639741	OK	 
REQUEST	481		Authenticated Redirect 1	1590688638803	1590688639742	OK	 
REQUEST	489		request_6	1590688638952	1590688639745	OK	 
REQUEST	492		request_6	1590688638934	1590688639745	OK	 
USER	TransportesAcabados	330	END	1590688593854	1590688639746
USER	TransportesAcabados	325	END	1590688593026	1590688639747
REQUEST	479		Authenticated Redirect 1	1590688638809	1590688639748	OK	 
REQUEST	495		Authenticated	1590688637740	1590688639748	OK	 
REQUEST	583		Login	1590688639073	1590688639759	OK	 
USER	TransportesAcabados	329	END	1590688593692	1590688639764
REQUEST	586		Login	1590688639555	1590688639773	OK	 
USER	TransportesAcabados	334	END	1590688594524	1590688639792
USER	TransportesAcabados	333	END	1590688594362	1590688639792
USER	TransportesAcabados	337	END	1590688595043	1590688639812
USER	TransportesAcabados	338	END	1590688595208	1590688639812
USER	TransportesAcabados	331	END	1590688594034	1590688639812
REQUEST	599		request_1	1590688638935	1590688639813	OK	 
REQUEST	497		Authenticated Redirect 1	1590688638950	1590688639817	OK	 
REQUEST	496		Authenticated	1590688637886	1590688639817	OK	 
REQUEST	581		Login	1590688638959	1590688639820	OK	 
REQUEST	481		request_6	1590688639742	1590688639832	OK	 
USER	TransportesAcabados	339	END	1590688595351	1590688639845
REQUEST	488		request_6	1590688639005	1590688639863	OK	 
REQUEST	580		Login	1590688638959	1590688639867	OK	 
