ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
USER	VerCursosDisponibles	1178	START	1591032824481	1591032824481
REQUEST	1178		Home	1591032824481	1591032824486	OK	 
REQUEST	955		IniciadoSesion	1591032823918	1591032824504	OK	 
REQUEST	823		VerCursos	1591032824497	1591032824510	OK	 
REQUEST	955		IniciadoSesion Redirect 1	1591032824504	1591032824510	OK	 
USER	VerCursosDisponibles	823	END	1591032794889	1591032824510
REQUEST	1118		IniciarSesion	1591032824510	1591032824516	OK	 
REQUEST	956		IniciadoSesion	1591032823998	1591032824552	OK	 
USER	VerCursosDisponibles	1179	START	1591032824556	1591032824556
REQUEST	956		IniciadoSesion Redirect 1	1591032824553	1591032824557	OK	 
REQUEST	824		VerCursos	1591032824556	1591032824569	OK	 
USER	VerCursosDisponibles	824	END	1591032794966	1591032824570
REQUEST	1179		Home	1591032824557	1591032824573	OK	 
REQUEST	1119		IniciarSesion	1591032824591	1591032824596	OK	 
REQUEST	957		IniciadoSesion	1591032824078	1591032824624	OK	 
REQUEST	957		IniciadoSesion Redirect 1	1591032824624	1591032824628	OK	 
USER	VerCursosDisponibles	1180	START	1591032824640	1591032824640
REQUEST	825		VerCursos	1591032824629	1591032824641	OK	 
USER	VerCursosDisponibles	825	END	1591032795052	1591032824641
REQUEST	1180		Home	1591032824640	1591032824645	OK	 
REQUEST	1120		IniciarSesion	1591032824686	1591032824692	OK	 
REQUEST	958		IniciadoSesion	1591032824165	1591032824693	OK	 
REQUEST	958		IniciadoSesion Redirect 1	1591032824693	1591032824698	OK	 
USER	VerCursosDisponibles	1181	START	1591032824725	1591032824725
REQUEST	1181		Home	1591032824726	1591032824730	OK	 
REQUEST	826		VerCursos	1591032824736	1591032824748	OK	 
USER	VerCursosDisponibles	826	END	1591032795126	1591032824749
REQUEST	1121		IniciarSesion	1591032824760	1591032824765	OK	 
REQUEST	959		IniciadoSesion	1591032824260	1591032824789	OK	 
REQUEST	959		IniciadoSesion Redirect 1	1591032824789	1591032824793	OK	 
USER	VerCursosDisponibles	1182	START	1591032824808	1591032824808
REQUEST	1182		Home	1591032824808	1591032824815	OK	 
REQUEST	827		VerCursos	1591032824808	1591032824825	OK	 
USER	VerCursosDisponibles	827	END	1591032795219	1591032824825
REQUEST	1122		IniciarSesion	1591032824836	1591032824841	OK	 
REQUEST	960		IniciadoSesion	1591032824331	1591032824858	OK	 
REQUEST	960		IniciadoSesion Redirect 1	1591032824859	1591032824863	OK	 
REQUEST	828		VerCursos	1591032824869	1591032824881	OK	 
USER	VerCursosDisponibles	828	END	1591032795296	1591032824881
USER	VerCursosDisponibles	1183	START	1591032824890	1591032824890
REQUEST	1183		Home	1591032824891	1591032824896	OK	 
REQUEST	961		IniciadoSesion	1591032824415	1591032824937	OK	 
REQUEST	961		IniciadoSesion Redirect 1	1591032824937	1591032824941	OK	 
REQUEST	1123		IniciarSesion	1591032824941	1591032824946	OK	 
REQUEST	829		VerCursos	1591032824956	1591032824968	OK	 
USER	VerCursosDisponibles	829	END	1591032795377	1591032824969
USER	VerCursosDisponibles	1184	START	1591032824978	1591032824978
REQUEST	1184		Home	1591032824978	1591032824984	OK	 
REQUEST	1124		IniciarSesion	1591032825005	1591032825010	OK	 
REQUEST	962		IniciadoSesion	1591032824511	1591032825036	OK	 
REQUEST	962		IniciadoSesion Redirect 1	1591032825036	1591032825040	OK	 
USER	VerCursosDisponibles	1185	START	1591032825060	1591032825060
REQUEST	1185		Home	1591032825060	1591032825066	OK	 
REQUEST	830		VerCursos	1591032825060	1591032825072	OK	 
USER	VerCursosDisponibles	830	END	1591032795477	1591032825073
REQUEST	1125		IniciarSesion	1591032825087	1591032825092	OK	 
REQUEST	963		IniciadoSesion	1591032824591	1591032825109	OK	 
REQUEST	963		IniciadoSesion Redirect 1	1591032825109	1591032825113	OK	 
REQUEST	831		VerCursos	1591032825120	1591032825131	OK	 
USER	VerCursosDisponibles	831	END	1591032795557	1591032825132
USER	VerCursosDisponibles	1186	START	1591032825135	1591032825135
REQUEST	1186		Home	1591032825135	1591032825140	OK	 
REQUEST	964		IniciadoSesion	1591032824667	1591032825172	OK	 
REQUEST	964		IniciadoSesion Redirect 1	1591032825172	1591032825176	OK	 
REQUEST	1126		IniciarSesion	1591032825179	1591032825183	OK	 
USER	VerCursosDisponibles	1187	START	1591032825226	1591032825226
REQUEST	1187		Home	1591032825227	1591032825231	OK	 
REQUEST	832		VerCursos	1591032825227	1591032825239	OK	 
USER	VerCursosDisponibles	832	END	1591032795635	1591032825239
REQUEST	965		IniciadoSesion	1591032824760	1591032825267	OK	 
REQUEST	965		IniciadoSesion Redirect 1	1591032825267	1591032825271	OK	 
REQUEST	1127		IniciarSesion	1591032825270	1591032825275	OK	 
USER	VerCursosDisponibles	1188	START	1591032825307	1591032825307
REQUEST	1188		Home	1591032825308	1591032825312	OK	 
REQUEST	833		VerCursos	1591032825318	1591032825330	OK	 
USER	VerCursosDisponibles	833	END	1591032795736	1591032825330
REQUEST	966		IniciadoSesion	1591032824836	1591032825335	OK	 
REQUEST	966		IniciadoSesion Redirect 1	1591032825335	1591032825339	OK	 
REQUEST	1128		IniciarSesion	1591032825340	1591032825345	OK	 
USER	VerCursosDisponibles	1189	START	1591032825388	1591032825388
REQUEST	1189		Home	1591032825388	1591032825394	OK	 
REQUEST	834		VerCursos	1591032825388	1591032825402	OK	 
USER	VerCursosDisponibles	834	END	1591032795810	1591032825402
REQUEST	967		IniciadoSesion	1591032824916	1591032825404	OK	 
REQUEST	967		IniciadoSesion Redirect 1	1591032825404	1591032825408	OK	 
REQUEST	1129		IniciarSesion	1591032825425	1591032825430	OK	 
REQUEST	835		VerCursos	1591032825436	1591032825448	OK	 
USER	VerCursosDisponibles	835	END	1591032795885	1591032825448
USER	VerCursosDisponibles	1190	START	1591032825477	1591032825477
REQUEST	1190		Home	1591032825477	1591032825482	OK	 
REQUEST	968		IniciadoSesion	1591032825016	1591032825501	OK	 
REQUEST	1130		IniciarSesion	1591032825499	1591032825505	OK	 
REQUEST	968		IniciadoSesion Redirect 1	1591032825501	1591032825508	OK	 
REQUEST	836		VerCursos	1591032825525	1591032825536	OK	 
USER	VerCursosDisponibles	836	END	1591032795977	1591032825536
USER	VerCursosDisponibles	1191	START	1591032825564	1591032825564
REQUEST	969		IniciadoSesion	1591032825087	1591032825570	OK	 
REQUEST	1191		Home	1591032825564	1591032825573	OK	 
REQUEST	969		IniciadoSesion Redirect 1	1591032825570	1591032825574	OK	 
REQUEST	1131		IniciarSesion	1591032825580	1591032825584	OK	 
REQUEST	837		VerCursos	1591032825628	1591032825640	OK	 
USER	VerCursosDisponibles	837	END	1591032796057	1591032825641
USER	VerCursosDisponibles	1192	START	1591032825640	1591032825640
REQUEST	1192		Home	1591032825641	1591032825646	OK	 
REQUEST	970		IniciadoSesion	1591032825168	1591032825647	OK	 
REQUEST	970		IniciadoSesion Redirect 1	1591032825647	1591032825650	OK	 
REQUEST	1132		IniciarSesion	1591032825655	1591032825660	OK	 
REQUEST	838		VerCursos	1591032825700	1591032825715	OK	 
USER	VerCursosDisponibles	838	END	1591032796139	1591032825716
USER	VerCursosDisponibles	1193	START	1591032825725	1591032825725
REQUEST	1193		Home	1591032825726	1591032825733	OK	 
REQUEST	1133		IniciarSesion	1591032825747	1591032825753	OK	 
REQUEST	971		IniciadoSesion	1591032825270	1591032825761	OK	 
REQUEST	971		IniciadoSesion Redirect 1	1591032825761	1591032825765	OK	 
REQUEST	839		VerCursos	1591032825791	1591032825803	OK	 
USER	VerCursosDisponibles	839	END	1591032796231	1591032825804
USER	VerCursosDisponibles	1194	START	1591032825806	1591032825806
REQUEST	1194		Home	1591032825806	1591032825811	OK	 
REQUEST	1134		IniciarSesion	1591032825828	1591032825833	OK	 
REQUEST	972		IniciadoSesion	1591032825340	1591032825845	OK	 
REQUEST	972		IniciadoSesion Redirect 1	1591032825846	1591032825849	OK	 
REQUEST	840		VerCursos	1591032825850	1591032825862	OK	 
USER	VerCursosDisponibles	840	END	1591032796308	1591032825863
USER	VerCursosDisponibles	1195	START	1591032825887	1591032825887
REQUEST	1195		Home	1591032825887	1591032825892	OK	 
REQUEST	1135		IniciarSesion	1591032825909	1591032825914	OK	 
REQUEST	973		IniciadoSesion	1591032825421	1591032825935	OK	 
REQUEST	973		IniciadoSesion Redirect 1	1591032825936	1591032825940	OK	 
REQUEST	841		VerCursos	1591032825931	1591032825943	OK	 
USER	VerCursosDisponibles	841	END	1591032796388	1591032825943
USER	VerCursosDisponibles	1196	START	1591032825979	1591032825979
REQUEST	1196		Home	1591032825980	1591032825985	OK	 
REQUEST	1136		IniciarSesion	1591032825995	1591032826000	OK	 
REQUEST	974		IniciadoSesion	1591032825499	1591032826008	OK	 
REQUEST	974		IniciadoSesion Redirect 1	1591032826009	1591032826013	OK	 
REQUEST	842		VerCursos	1591032826007	1591032826019	OK	 
USER	VerCursosDisponibles	842	END	1591032796470	1591032826020
USER	VerCursosDisponibles	1197	START	1591032826055	1591032826055
REQUEST	1197		Home	1591032826056	1591032826060	OK	 
REQUEST	975		IniciadoSesion	1591032825580	1591032826067	OK	 
REQUEST	975		IniciadoSesion Redirect 1	1591032826067	1591032826071	OK	 
REQUEST	1137		IniciarSesion	1591032826077	1591032826082	OK	 
REQUEST	843		VerCursos	1591032826099	1591032826111	OK	 
USER	VerCursosDisponibles	843	END	1591032796548	1591032826112
USER	VerCursosDisponibles	1198	START	1591032826136	1591032826136
REQUEST	1198		Home	1591032826136	1591032826141	OK	 
REQUEST	976		IniciadoSesion	1591032825655	1591032826147	OK	 
REQUEST	976		IniciadoSesion Redirect 1	1591032826147	1591032826151	OK	 
REQUEST	1138		IniciarSesion	1591032826158	1591032826163	OK	 
REQUEST	844		VerCursos	1591032826180	1591032826192	OK	 
USER	VerCursosDisponibles	844	END	1591032796626	1591032826192
USER	VerCursosDisponibles	1199	START	1591032826228	1591032826228
REQUEST	1199		Home	1591032826228	1591032826233	OK	 
REQUEST	1139		IniciarSesion	1591032826250	1591032826255	OK	 
REQUEST	977		IniciadoSesion	1591032825769	1591032826255	OK	 
REQUEST	977		IniciadoSesion Redirect 1	1591032826255	1591032826259	OK	 
REQUEST	845		VerCursos	1591032826250	1591032826262	OK	 
USER	VerCursosDisponibles	845	END	1591032796718	1591032826263
USER	VerCursosDisponibles	1200	START	1591032826309	1591032826309
REQUEST	1200		Home	1591032826309	1591032826314	OK	 
REQUEST	978		IniciadoSesion	1591032825828	1591032826317	OK	 
REQUEST	978		IniciadoSesion Redirect 1	1591032826317	1591032826321	OK	 
REQUEST	846		VerCursos	1591032826309	1591032826322	OK	 
USER	VerCursosDisponibles	846	END	1591032796795	1591032826322
REQUEST	1140		IniciarSesion	1591032826331	1591032826336	OK	 
REQUEST	979		IniciadoSesion	1591032825909	1591032826386	OK	 
REQUEST	979		IniciadoSesion Redirect 1	1591032826386	1591032826390	OK	 
REQUEST	1141		IniciarSesion	1591032826405	1591032826411	OK	 
REQUEST	847		VerCursos	1591032826405	1591032826417	OK	 
USER	VerCursosDisponibles	847	END	1591032796888	1591032826418
REQUEST	980		IniciadoSesion	1591032825995	1591032826473	OK	 
REQUEST	980		IniciadoSesion Redirect 1	1591032826474	1591032826478	OK	 
REQUEST	1142		IniciarSesion	1591032826498	1591032826503	OK	 
REQUEST	848		VerCursos	1591032826498	1591032826510	OK	 
USER	VerCursosDisponibles	848	END	1591032796978	1591032826511
REQUEST	981		IniciadoSesion	1591032826077	1591032826561	OK	 
REQUEST	981		IniciadoSesion Redirect 1	1591032826561	1591032826565	OK	 
REQUEST	849		VerCursos	1591032826568	1591032826579	OK	 
USER	VerCursosDisponibles	849	END	1591032797059	1591032826580
REQUEST	1143		IniciarSesion	1591032826579	1591032826584	OK	 
REQUEST	982		IniciadoSesion	1591032826158	1591032826632	OK	 
REQUEST	982		IniciadoSesion Redirect 1	1591032826632	1591032826635	OK	 
REQUEST	850		VerCursos	1591032826660	1591032826672	OK	 
USER	VerCursosDisponibles	850	END	1591032797141	1591032826672
REQUEST	1144		IniciarSesion	1591032826675	1591032826680	OK	 
REQUEST	983		IniciadoSesion	1591032826261	1591032826732	OK	 
REQUEST	983		IniciadoSesion Redirect 1	1591032826732	1591032826737	OK	 
REQUEST	1145		IniciarSesion	1591032826745	1591032826751	OK	 
REQUEST	851		VerCursos	1591032826745	1591032826758	OK	 
USER	VerCursosDisponibles	851	END	1591032797226	1591032826759
REQUEST	984		IniciadoSesion	1591032826331	1591032826806	OK	 
REQUEST	984		IniciadoSesion Redirect 1	1591032826806	1591032826810	OK	 
REQUEST	1146		IniciarSesion	1591032826825	1591032826830	OK	 
REQUEST	852		VerCursos	1591032826821	1591032826833	OK	 
USER	VerCursosDisponibles	852	END	1591032797307	1591032826834
REQUEST	985		IniciadoSesion	1591032826405	1591032826880	OK	 
REQUEST	985		IniciadoSesion Redirect 1	1591032826880	1591032826884	OK	 
REQUEST	1147		IniciarSesion	1591032826917	1591032826922	OK	 
REQUEST	853		VerCursos	1591032826917	1591032826929	OK	 
USER	VerCursosDisponibles	853	END	1591032797390	1591032826929
REQUEST	1148		IniciarSesion	1591032826998	1591032827004	OK	 
REQUEST	854		VerCursos	1591032826998	1591032827010	OK	 
USER	VerCursosDisponibles	854	END	1591032797471	1591032827010
REQUEST	986		IniciadoSesion	1591032826531	1591032827017	OK	 
REQUEST	986		IniciadoSesion Redirect 1	1591032827017	1591032827021	OK	 
REQUEST	987		IniciadoSesion	1591032826590	1591032827067	OK	 
REQUEST	987		IniciadoSesion Redirect 1	1591032827067	1591032827071	OK	 
REQUEST	1149		IniciarSesion	1591032827081	1591032827086	OK	 
REQUEST	855		VerCursos	1591032827081	1591032827094	OK	 
USER	VerCursosDisponibles	855	END	1591032797545	1591032827094
REQUEST	856		VerCursos	1591032827129	1591032827140	OK	 
USER	VerCursosDisponibles	856	END	1591032797625	1591032827140
REQUEST	988		IniciadoSesion	1591032826671	1591032827153	OK	 
REQUEST	988		IniciadoSesion Redirect 1	1591032827153	1591032827157	OK	 
REQUEST	1150		IniciarSesion	1591032827165	1591032827171	OK	 
REQUEST	989		IniciadoSesion	1591032826756	1591032827241	OK	 
REQUEST	989		IniciadoSesion Redirect 1	1591032827241	1591032827244	OK	 
REQUEST	1151		IniciarSesion	1591032827246	1591032827251	OK	 
REQUEST	857		VerCursos	1591032827246	1591032827258	OK	 
USER	VerCursosDisponibles	857	END	1591032797719	1591032827259
REQUEST	990		IniciadoSesion	1591032826836	1591032827304	OK	 
REQUEST	990		IniciadoSesion Redirect 1	1591032827304	1591032827309	OK	 
REQUEST	858		VerCursos	1591032827305	1591032827317	OK	 
USER	VerCursosDisponibles	858	END	1591032797805	1591032827317
REQUEST	1152		IniciarSesion	1591032827327	1591032827332	OK	 
REQUEST	859		VerCursos	1591032827408	1591032827419	OK	 
USER	VerCursosDisponibles	859	END	1591032797888	1591032827420
REQUEST	991		IniciadoSesion	1591032826950	1591032827423	OK	 
REQUEST	991		IniciadoSesion Redirect 1	1591032827423	1591032827426	OK	 
REQUEST	1153		IniciarSesion	1591032827430	1591032827434	OK	 
REQUEST	992		IniciadoSesion	1591032826998	1591032827470	OK	 
REQUEST	992		IniciadoSesion Redirect 1	1591032827470	1591032827475	OK	 
REQUEST	860		VerCursos	1591032827489	1591032827501	OK	 
USER	VerCursosDisponibles	860	END	1591032797980	1591032827501
REQUEST	1154		IniciarSesion	1591032827505	1591032827511	OK	 
REQUEST	993		IniciadoSesion	1591032827085	1591032827554	OK	 
REQUEST	993		IniciadoSesion Redirect 1	1591032827554	1591032827558	OK	 
REQUEST	1155		IniciarSesion	1591032827580	1591032827586	OK	 
REQUEST	861		VerCursos	1591032827580	1591032827594	OK	 
USER	VerCursosDisponibles	861	END	1591032798057	1591032827594
REQUEST	994		IniciadoSesion	1591032827165	1591032827635	OK	 
REQUEST	994		IniciadoSesion Redirect 1	1591032827635	1591032827640	OK	 
REQUEST	862		VerCursos	1591032827655	1591032827668	OK	 
USER	VerCursosDisponibles	862	END	1591032798138	1591032827668
REQUEST	1156		IniciarSesion	1591032827666	1591032827671	OK	 
REQUEST	995		IniciadoSesion	1591032827257	1591032827730	OK	 
REQUEST	995		IniciadoSesion Redirect 1	1591032827731	1591032827736	OK	 
REQUEST	1157		IniciarSesion	1591032827752	1591032827760	OK	 
REQUEST	863		VerCursos	1591032827752	1591032827769	OK	 
USER	VerCursosDisponibles	863	END	1591032798225	1591032827770
REQUEST	864		VerCursos	1591032827807	1591032827820	OK	 
USER	VerCursosDisponibles	864	END	1591032798305	1591032827821
REQUEST	1158		IniciarSesion	1591032827830	1591032827834	OK	 
REQUEST	996		IniciadoSesion	1591032827338	1591032827842	OK	 
REQUEST	996		IniciadoSesion Redirect 1	1591032827842	1591032827850	OK	 
REQUEST	865		VerCursos	1591032827889	1591032827902	OK	 
USER	VerCursosDisponibles	865	END	1591032798387	1591032827902
REQUEST	1159		IniciarSesion	1591032827915	1591032827920	OK	 
REQUEST	997		IniciadoSesion	1591032827430	1591032827934	OK	 
REQUEST	997		IniciadoSesion Redirect 1	1591032827934	1591032827939	OK	 
REQUEST	1160		IniciarSesion	1591032827999	1591032828005	OK	 
REQUEST	866		VerCursos	1591032827989	1591032828005	OK	 
USER	VerCursosDisponibles	866	END	1591032798479	1591032828006
REQUEST	998		IniciadoSesion	1591032827505	1591032828038	OK	 
REQUEST	998		IniciadoSesion Redirect 1	1591032828038	1591032828043	OK	 
REQUEST	1161		IniciarSesion	1591032828075	1591032828081	OK	 
REQUEST	867		VerCursos	1591032828086	1591032828098	OK	 
USER	VerCursosDisponibles	867	END	1591032798557	1591032828099
REQUEST	999		IniciadoSesion	1591032827596	1591032828126	OK	 
REQUEST	999		IniciadoSesion Redirect 1	1591032828126	1591032828130	OK	 
REQUEST	1162		IniciarSesion	1591032828169	1591032828174	OK	 
REQUEST	868		VerCursos	1591032828180	1591032828192	OK	 
USER	VerCursosDisponibles	868	END	1591032798649	1591032828192
REQUEST	1000		IniciadoSesion	1591032827677	1591032828224	OK	 
REQUEST	1000		IniciadoSesion Redirect 1	1591032828224	1591032828229	OK	 
REQUEST	1163		IniciarSesion	1591032828245	1591032828250	OK	 
REQUEST	1001		IniciadoSesion	1591032827763	1591032828279	OK	 
REQUEST	1001		IniciadoSesion Redirect 1	1591032828279	1591032828284	OK	 
REQUEST	869		VerCursos	1591032828310	1591032828324	OK	 
USER	VerCursosDisponibles	869	END	1591032798757	1591032828324
REQUEST	1164		IniciarSesion	1591032828337	1591032828343	OK	 
REQUEST	1002		IniciadoSesion	1591032827841	1591032828356	OK	 
REQUEST	1002		IniciadoSesion Redirect 1	1591032828356	1591032828360	OK	 
REQUEST	870		VerCursos	1591032828359	1591032828371	OK	 
USER	VerCursosDisponibles	870	END	1591032798807	1591032828371
REQUEST	1165		IniciarSesion	1591032828418	1591032828423	OK	 
REQUEST	1003		IniciadoSesion	1591032827937	1591032828452	OK	 
REQUEST	1003		IniciadoSesion Redirect 1	1591032828453	1591032828457	OK	 
REQUEST	871		VerCursos	1591032828455	1591032828467	OK	 
USER	VerCursosDisponibles	871	END	1591032798901	1591032828468
REQUEST	1166		IniciarSesion	1591032828510	1591032828515	OK	 
REQUEST	1004		IniciadoSesion	1591032828015	1591032828518	OK	 
REQUEST	1004		IniciadoSesion Redirect 1	1591032828518	1591032828523	OK	 
REQUEST	872		VerCursos	1591032828525	1591032828537	OK	 
USER	VerCursosDisponibles	872	END	1591032798975	1591032828537
REQUEST	1167		IniciarSesion	1591032828580	1591032828584	OK	 
REQUEST	1005		IniciadoSesion	1591032828086	1591032828598	OK	 
REQUEST	1005		IniciadoSesion Redirect 1	1591032828598	1591032828602	OK	 
REQUEST	873		VerCursos	1591032828617	1591032828628	OK	 
USER	VerCursosDisponibles	873	END	1591032799058	1591032828629
REQUEST	1006		IniciadoSesion	1591032828180	1591032828668	OK	 
REQUEST	1006		IniciadoSesion Redirect 1	1591032828668	1591032828672	OK	 
REQUEST	1168		IniciarSesion	1591032828667	1591032828673	OK	 
REQUEST	874		VerCursos	1591032828701	1591032828715	OK	 
USER	VerCursosDisponibles	874	END	1591032799148	1591032828716
REQUEST	1169		IniciarSesion	1591032828746	1591032828752	OK	 
REQUEST	1007		IniciadoSesion	1591032828255	1591032828758	OK	 
REQUEST	1007		IniciadoSesion Redirect 1	1591032828758	1591032828763	OK	 
REQUEST	875		VerCursos	1591032828790	1591032828802	OK	 
