ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
REQUEST	678		IniciadoSesion Redirect 1	1591032801375	1591032801379	OK	 
USER	VerCursosDisponibles	901	START	1591032801400	1591032801400
REQUEST	545		VerCursos	1591032801389	1591032801401	OK	 
USER	VerCursosDisponibles	545	END	1591032771725	1591032801402
REQUEST	901		Home	1591032801400	1591032801405	OK	 
REQUEST	841		IniciarSesion	1591032801405	1591032801411	OK	 
REQUEST	679		IniciadoSesion	1591032800906	1591032801438	OK	 
REQUEST	679		IniciadoSesion Redirect 1	1591032801439	1591032801443	OK	 
REQUEST	546		VerCursos	1591032801446	1591032801457	OK	 
USER	VerCursosDisponibles	546	END	1591032771807	1591032801457
USER	VerCursosDisponibles	902	START	1591032801479	1591032801479
REQUEST	902		Home	1591032801479	1591032801483	OK	 
REQUEST	842		IniciarSesion	1591032801501	1591032801506	OK	 
REQUEST	680		IniciadoSesion	1591032800999	1591032801510	OK	 
REQUEST	680		IniciadoSesion Redirect 1	1591032801511	1591032801514	OK	 
REQUEST	547		VerCursos	1591032801538	1591032801549	OK	 
USER	VerCursosDisponibles	547	END	1591032771900	1591032801550
USER	VerCursosDisponibles	903	START	1591032801560	1591032801560
REQUEST	903		Home	1591032801560	1591032801565	OK	 
REQUEST	843		IniciarSesion	1591032801571	1591032801578	OK	 
REQUEST	681		IniciadoSesion	1591032801076	1591032801580	OK	 
REQUEST	681		IniciadoSesion Redirect 1	1591032801580	1591032801584	OK	 
REQUEST	548		VerCursos	1591032801571	1591032801585	OK	 
USER	VerCursosDisponibles	548	END	1591032771981	1591032801585
USER	VerCursosDisponibles	904	START	1591032801641	1591032801641
REQUEST	904		Home	1591032801641	1591032801650	OK	 
REQUEST	549		VerCursos	1591032801641	1591032801655	OK	 
REQUEST	844		IniciarSesion	1591032801645	1591032801655	OK	 
USER	VerCursosDisponibles	549	END	1591032772055	1591032801655
REQUEST	682		IniciadoSesion	1591032801167	1591032801687	OK	 
REQUEST	682		IniciadoSesion Redirect 1	1591032801687	1591032801692	OK	 
USER	VerCursosDisponibles	905	START	1591032801727	1591032801727
REQUEST	905		Home	1591032801727	1591032801738	OK	 
REQUEST	845		IniciarSesion	1591032801742	1591032801756	OK	 
REQUEST	550		VerCursos	1591032801751	1591032801769	OK	 
USER	VerCursosDisponibles	550	END	1591032772146	1591032801770
REQUEST	683		IniciadoSesion	1591032801268	1591032801797	OK	 
REQUEST	683		IniciadoSesion Redirect 1	1591032801797	1591032801803	OK	 
USER	VerCursosDisponibles	906	START	1591032801812	1591032801812
REQUEST	906		Home	1591032801812	1591032801822	OK	 
REQUEST	846		IniciarSesion	1591032801817	1591032801822	OK	 
REQUEST	551		VerCursos	1591032801850	1591032801864	OK	 
USER	VerCursosDisponibles	551	END	1591032772228	1591032801865
USER	VerCursosDisponibles	907	START	1591032801888	1591032801888
REQUEST	684		IniciadoSesion	1591032801366	1591032801889	OK	 
REQUEST	907		Home	1591032801888	1591032801894	OK	 
REQUEST	684		IniciadoSesion Redirect 1	1591032801889	1591032801894	OK	 
REQUEST	847		IniciarSesion	1591032801905	1591032801913	OK	 
REQUEST	685		IniciadoSesion	1591032801405	1591032801954	OK	 
REQUEST	552		VerCursos	1591032801942	1591032801967	OK	 
USER	VerCursosDisponibles	552	END	1591032772309	1591032801968
REQUEST	685		IniciadoSesion Redirect 1	1591032801954	1591032801971	OK	 
USER	VerCursosDisponibles	908	START	1591032801985	1591032801985
REQUEST	908		Home	1591032801985	1591032801991	OK	 
REQUEST	848		IniciarSesion	1591032801999	1591032802007	OK	 
REQUEST	553		VerCursos	1591032802026	1591032802039	OK	 
USER	VerCursosDisponibles	553	END	1591032772401	1591032802040
USER	VerCursosDisponibles	909	START	1591032802059	1591032802059
REQUEST	909		Home	1591032802059	1591032802068	OK	 
REQUEST	849		IniciarSesion	1591032802094	1591032802107	OK	 
USER	VerCursosDisponibles	910	START	1591032802142	1591032802142
REQUEST	910		Home	1591032802143	1591032802153	OK	 
REQUEST	687		IniciadoSesion	1591032801575	1591032802155	OK	 
REQUEST	687		IniciadoSesion Redirect 1	1591032802155	1591032802160	OK	 
REQUEST	554		VerCursos	1591032802142	1591032802163	OK	 
USER	VerCursosDisponibles	554	END	1591032772475	1591032802163
REQUEST	850		IniciarSesion	1591032802170	1591032802176	OK	 
REQUEST	686		IniciadoSesion	1591032801571	1591032802200	OK	 
REQUEST	686		IniciadoSesion Redirect 1	1591032802201	1591032802205	OK	 
REQUEST	555		VerCursos	1591032802188	1591032802213	OK	 
USER	VerCursosDisponibles	555	END	1591032772556	1591032802214
USER	VerCursosDisponibles	911	START	1591032802231	1591032802231
REQUEST	911		Home	1591032802231	1591032802243	OK	 
REQUEST	851		IniciarSesion	1591032802254	1591032802259	OK	 
REQUEST	688		IniciadoSesion	1591032801665	1591032802271	OK	 
REQUEST	688		IniciadoSesion Redirect 1	1591032802271	1591032802277	OK	 
USER	VerCursosDisponibles	912	START	1591032802306	1591032802306
REQUEST	912		Home	1591032802306	1591032802330	OK	 
REQUEST	689		IniciadoSesion	1591032801755	1591032802331	OK	 
REQUEST	852		IniciarSesion	1591032802327	1591032802335	OK	 
REQUEST	689		IniciadoSesion Redirect 1	1591032802331	1591032802336	OK	 
REQUEST	556		VerCursos	1591032802306	1591032802337	OK	 
USER	VerCursosDisponibles	556	END	1591032772637	1591032802338
REQUEST	557		VerCursos	1591032802340	1591032802370	OK	 
USER	VerCursosDisponibles	557	END	1591032772731	1591032802370
USER	VerCursosDisponibles	913	START	1591032802394	1591032802394
REQUEST	913		Home	1591032802394	1591032802406	OK	 
REQUEST	690		IniciadoSesion	1591032801836	1591032802429	OK	 
REQUEST	853		IniciarSesion	1591032802406	1591032802435	OK	 
REQUEST	690		IniciadoSesion Redirect 1	1591032802429	1591032802440	OK	 
REQUEST	558		VerCursos	1591032802406	1591032802441	OK	 
USER	VerCursosDisponibles	558	END	1591032772805	1591032802442
REQUEST	559		VerCursos	1591032802454	1591032802466	OK	 
USER	VerCursosDisponibles	559	END	1591032772885	1591032802467
USER	VerCursosDisponibles	914	START	1591032802468	1591032802468
REQUEST	914		Home	1591032802469	1591032802474	OK	 
REQUEST	854		IniciarSesion	1591032802496	1591032802502	OK	 
REQUEST	691		IniciadoSesion	1591032801927	1591032802515	OK	 
REQUEST	691		IniciadoSesion Redirect 1	1591032802515	1591032802520	OK	 
USER	VerCursosDisponibles	915	START	1591032802546	1591032802546
REQUEST	560		VerCursos	1591032802546	1591032802558	OK	 
USER	VerCursosDisponibles	560	END	1591032772977	1591032802559
REQUEST	915		Home	1591032802546	1591032802562	OK	 
REQUEST	855		IniciarSesion	1591032802565	1591032802570	OK	 
REQUEST	692		IniciadoSesion	1591032801999	1591032802589	OK	 
REQUEST	692		IniciadoSesion Redirect 1	1591032802589	1591032802594	OK	 
REQUEST	561		VerCursos	1591032802600	1591032802612	OK	 
USER	VerCursosDisponibles	561	END	1591032773058	1591032802612
USER	VerCursosDisponibles	916	START	1591032802637	1591032802637
REQUEST	916		Home	1591032802637	1591032802642	OK	 
REQUEST	693		IniciadoSesion	1591032802078	1591032802650	OK	 
REQUEST	693		IniciadoSesion Redirect 1	1591032802651	1591032802655	OK	 
REQUEST	856		IniciarSesion	1591032802651	1591032802656	OK	 
REQUEST	562		VerCursos	1591032802667	1591032802684	OK	 
USER	VerCursosDisponibles	562	END	1591032773139	1591032802685
REQUEST	694		IniciadoSesion	1591032802170	1591032802729	OK	 
USER	VerCursosDisponibles	917	START	1591032802731	1591032802731
REQUEST	694		IniciadoSesion Redirect 1	1591032802729	1591032802735	OK	 
REQUEST	917		Home	1591032802731	1591032802736	OK	 
REQUEST	857		IniciarSesion	1591032802735	1591032802741	OK	 
REQUEST	563		VerCursos	1591032802746	1591032802758	OK	 
USER	VerCursosDisponibles	563	END	1591032773226	1591032802758
USER	VerCursosDisponibles	918	START	1591032802795	1591032802795
REQUEST	918		Home	1591032802796	1591032802805	OK	 
REQUEST	695		IniciadoSesion	1591032802254	1591032802809	OK	 
REQUEST	695		IniciadoSesion Redirect 1	1591032802809	1591032802813	OK	 
REQUEST	858		IniciarSesion	1591032802827	1591032802832	OK	 
REQUEST	696		IniciadoSesion	1591032802327	1591032802865	OK	 
REQUEST	696		IniciadoSesion Redirect 1	1591032802865	1591032802870	OK	 
REQUEST	564		VerCursos	1591032802863	1591032802876	OK	 
USER	VerCursosDisponibles	564	END	1591032773319	1591032802876
USER	VerCursosDisponibles	919	START	1591032802887	1591032802887
REQUEST	919		Home	1591032802887	1591032802892	OK	 
REQUEST	565		VerCursos	1591032802898	1591032802910	OK	 
USER	VerCursosDisponibles	565	END	1591032773385	1591032802910
REQUEST	859		IniciarSesion	1591032802909	1591032802915	OK	 
REQUEST	697		IniciadoSesion	1591032802406	1591032802946	OK	 
REQUEST	697		IniciadoSesion Redirect 1	1591032802946	1591032802950	OK	 
USER	VerCursosDisponibles	920	START	1591032802968	1591032802968
REQUEST	566		VerCursos	1591032802957	1591032802969	OK	 
USER	VerCursosDisponibles	566	END	1591032773466	1591032802969
REQUEST	920		Home	1591032802968	1591032802974	OK	 
REQUEST	860		IniciarSesion	1591032803009	1591032803014	OK	 
REQUEST	698		IniciadoSesion	1591032802507	1591032803023	OK	 
REQUEST	698		IniciadoSesion Redirect 1	1591032803023	1591032803027	OK	 
REQUEST	567		VerCursos	1591032803031	1591032803042	OK	 
USER	VerCursosDisponibles	567	END	1591032773549	1591032803042
USER	VerCursosDisponibles	921	START	1591032803046	1591032803046
REQUEST	921		Home	1591032803046	1591032803051	OK	 
REQUEST	861		IniciarSesion	1591032803079	1591032803084	OK	 
REQUEST	568		VerCursos	1591032803090	1591032803103	OK	 
USER	VerCursosDisponibles	568	END	1591032773635	1591032803103
REQUEST	699		IniciadoSesion	1591032802611	1591032803124	OK	 
REQUEST	699		IniciadoSesion Redirect 1	1591032803124	1591032803128	OK	 
USER	VerCursosDisponibles	922	START	1591032803138	1591032803138
REQUEST	922		Home	1591032803138	1591032803143	OK	 
REQUEST	862		IniciarSesion	1591032803160	1591032803164	OK	 
REQUEST	700		IniciadoSesion	1591032802681	1591032803181	OK	 
REQUEST	700		IniciadoSesion Redirect 1	1591032803181	1591032803184	OK	 
REQUEST	569		VerCursos	1591032803196	1591032803207	OK	 
USER	VerCursosDisponibles	569	END	1591032773715	1591032803207
USER	VerCursosDisponibles	923	START	1591032803218	1591032803218
REQUEST	923		Home	1591032803219	1591032803223	OK	 
REQUEST	701		IniciadoSesion	1591032802746	1591032803245	OK	 
REQUEST	701		IniciadoSesion Redirect 1	1591032803245	1591032803248	OK	 
REQUEST	863		IniciarSesion	1591032803251	1591032803256	OK	 
USER	VerCursosDisponibles	924	START	1591032803299	1591032803299
REQUEST	570		VerCursos	1591032803288	1591032803300	OK	 
USER	VerCursosDisponibles	570	END	1591032773797	1591032803301
REQUEST	924		Home	1591032803299	1591032803305	OK	 
REQUEST	702		IniciadoSesion	1591032802838	1591032803321	OK	 
REQUEST	702		IniciadoSesion Redirect 1	1591032803321	1591032803325	OK	 
REQUEST	864		IniciarSesion	1591032803325	1591032803330	OK	 
USER	VerCursosDisponibles	925	START	1591032803391	1591032803391
REQUEST	571		VerCursos	1591032803380	1591032803392	OK	 
USER	VerCursosDisponibles	571	END	1591032773890	1591032803392
REQUEST	925		Home	1591032803391	1591032803396	OK	 
REQUEST	703		IniciadoSesion	1591032802909	1591032803397	OK	 
REQUEST	703		IniciadoSesion Redirect 1	1591032803397	1591032803401	OK	 
REQUEST	865		IniciarSesion	1591032803406	1591032803411	OK	 
REQUEST	704		IniciadoSesion	1591032802985	1591032803458	OK	 
REQUEST	704		IniciadoSesion Redirect 1	1591032803459	1591032803464	OK	 
USER	VerCursosDisponibles	926	START	1591032803465	1591032803465
REQUEST	926		Home	1591032803465	1591032803469	OK	 
REQUEST	572		VerCursos	1591032803476	1591032803487	OK	 
USER	VerCursosDisponibles	572	END	1591032773970	1591032803488
REQUEST	866		IniciarSesion	1591032803498	1591032803502	OK	 
USER	VerCursosDisponibles	927	START	1591032803556	1591032803556
REQUEST	573		VerCursos	1591032803546	1591032803557	OK	 
USER	VerCursosDisponibles	573	END	1591032774045	1591032803557
REQUEST	705		IniciadoSesion	1591032803090	1591032803559	OK	 
REQUEST	927		Home	1591032803557	1591032803562	OK	 
REQUEST	705		IniciadoSesion Redirect 1	1591032803559	1591032803562	OK	 
REQUEST	867		IniciarSesion	1591032803578	1591032803582	OK	 
USER	VerCursosDisponibles	928	START	1591032803638	1591032803638
REQUEST	706		IniciadoSesion	1591032803171	1591032803639	OK	 
REQUEST	928		Home	1591032803638	1591032803644	OK	 
REQUEST	706		IniciadoSesion Redirect 1	1591032803639	1591032803646	OK	 
REQUEST	574		VerCursos	1591032803638	1591032803652	OK	 
USER	VerCursosDisponibles	574	END	1591032774142	1591032803652
REQUEST	868		IniciarSesion	1591032803671	1591032803677	OK	 
USER	VerCursosDisponibles	929	START	1591032803716	1591032803716
REQUEST	929		Home	1591032803716	1591032803725	OK	 
REQUEST	707		IniciadoSesion	1591032803255	1591032803730	OK	 
REQUEST	575		VerCursos	1591032803716	1591032803731	OK	 
USER	VerCursosDisponibles	575	END	1591032774219	1591032803732
REQUEST	707		IniciadoSesion Redirect 1	1591032803730	1591032803735	OK	 
USER	VerCursosDisponibles	930	START	1591032803807	1591032803807
REQUEST	930		Home	1591032803808	1591032803820	OK	 
REQUEST	869		IniciarSesion	1591032803807	1591032803821	OK	 
REQUEST	576		VerCursos	1591032803807	1591032803830	OK	 
USER	VerCursosDisponibles	576	END	1591032774295	1591032803831
REQUEST	870		IniciarSesion	1591032803831	1591032803848	OK	 
REQUEST	708		IniciadoSesion	1591032803336	1591032803850	OK	 
REQUEST	708		IniciadoSesion Redirect 1	1591032803850	1591032803855	OK	 
USER	VerCursosDisponibles	931	START	1591032803889	1591032803889
REQUEST	577		VerCursos	1591032803878	1591032803889	OK	 
USER	VerCursosDisponibles	577	END	1591032774393	1591032803890
REQUEST	931		Home	1591032803889	1591032803894	OK	 
REQUEST	709		IniciadoSesion	1591032803428	1591032803909	OK	 
REQUEST	709		IniciadoSesion Redirect 1	1591032803909	1591032803913	OK	 
REQUEST	871		IniciarSesion	1591032803925	1591032803930	OK	 
REQUEST	578		VerCursos	1591032803958	1591032803971	OK	 
USER	VerCursosDisponibles	578	END	1591032774468	1591032803971
USER	VerCursosDisponibles	932	START	1591032803971	1591032803971
REQUEST	932		Home	1591032803972	1591032803977	OK	 
REQUEST	872		IniciarSesion	1591032803998	1591032804003	OK	 
REQUEST	710		IniciadoSesion	1591032803520	1591032804010	OK	 
REQUEST	710		IniciadoSesion Redirect 1	1591032804010	1591032804014	OK	 
USER	VerCursosDisponibles	933	START	1591032804057	1591032804057
REQUEST	933		Home	1591032804057	1591032804063	OK	 
REQUEST	579		VerCursos	1591032804057	1591032804069	OK	 
USER	VerCursosDisponibles	579	END	1591032774561	1591032804070
REQUEST	873		IniciarSesion	1591032804079	1591032804084	OK	 
REQUEST	580		VerCursos	1591032804105	1591032804117	OK	 
USER	VerCursosDisponibles	580	END	1591032774638	1591032804118
REQUEST	711		IniciadoSesion	1591032803589	1591032804122	OK	 
REQUEST	711		IniciadoSesion Redirect 1	1591032804123	1591032804127	OK	 
USER	VerCursosDisponibles	934	START	1591032804139	1591032804139
REQUEST	934		Home	1591032804139	1591032804144	OK	 
REQUEST	712		IniciadoSesion	1591032803675	1591032804170	OK	 
REQUEST	874		IniciarSesion	1591032804165	1591032804170	OK	 
REQUEST	712		IniciadoSesion Redirect 1	1591032804170	1591032804174	OK	 
REQUEST	581		VerCursos	1591032804187	1591032804199	OK	 
USER	VerCursosDisponibles	581	END	1591032774718	1591032804199
USER	VerCursosDisponibles	935	START	1591032804220	1591032804220
REQUEST	935		Home	1591032804220	1591032804225	OK	 
REQUEST	713		IniciadoSesion	1591032803760	1591032804261	OK	 
REQUEST	875		IniciarSesion	1591032804257	1591032804262	OK	 
REQUEST	713		IniciadoSesion Redirect 1	1591032804261	1591032804264	OK	 
USER	VerCursosDisponibles	936	START	1591032804305	1591032804305
REQUEST	936		Home	1591032804306	1591032804311	OK	 
REQUEST	582		VerCursos	1591032804305	1591032804318	OK	 
USER	VerCursosDisponibles	582	END	1591032774815	1591032804318
REQUEST	714		IniciadoSesion	1591032803845	1591032804334	OK	 
REQUEST	876		IniciarSesion	1591032804329	1591032804334	OK	 
REQUEST	714		IniciadoSesion Redirect 1	1591032804334	1591032804338	OK	 
USER	VerCursosDisponibles	937	START	1591032804388	1591032804388
REQUEST	937		Home	1591032804389	1591032804393	OK	 
REQUEST	715		IniciadoSesion	1591032803926	1591032804406	OK	 
REQUEST	715		IniciadoSesion Redirect 1	1591032804406	1591032804410	OK	 
REQUEST	583		VerCursos	1591032804410	1591032804421	OK	 
USER	VerCursosDisponibles	583	END	1591032774887	1591032804422
REQUEST	877		IniciarSesion	1591032804421	1591032804426	OK	 
USER	VerCursosDisponibles	938	START	1591032804469	1591032804469
REQUEST	938		Home	1591032804469	1591032804474	OK	 
REQUEST	716		IniciadoSesion	1591032804020	1591032804489	OK	 
REQUEST	716		IniciadoSesion Redirect 1	1591032804489	1591032804493	OK	 
REQUEST	878		IniciarSesion	1591032804495	1591032804500	OK	 
REQUEST	584		VerCursos	1591032804506	1591032804517	OK	 
USER	VerCursosDisponibles	584	END	1591032774968	1591032804518
USER	VerCursosDisponibles	939	START	1591032804550	1591032804550
REQUEST	939		Home	1591032804550	1591032804555	OK	 
REQUEST	717		IniciadoSesion	1591032804090	1591032804562	OK	 
REQUEST	717		IniciadoSesion Redirect 1	1591032804562	1591032804566	OK	 
REQUEST	879		IniciarSesion	1591032804576	1591032804580	OK	 
USER	VerCursosDisponibles	940	START	1591032804631	1591032804631
REQUEST	940		Home	1591032804631	1591032804636	OK	 
REQUEST	718		IniciadoSesion	1591032804176	1591032804644	OK	 
REQUEST	718		IniciadoSesion Redirect 1	1591032804644	1591032804648	OK	 
REQUEST	585		VerCursos	1591032804647	1591032804658	OK	 
USER	VerCursosDisponibles	585	END	1591032775062	1591032804658
REQUEST	880		IniciarSesion	1591032804668	1591032804673	OK	 
USER	VerCursosDisponibles	941	START	1591032804725	1591032804725
REQUEST	941		Home	1591032804725	1591032804731	OK	 
REQUEST	586		VerCursos	1591032804724	1591032804738	OK	 
USER	VerCursosDisponibles	586	END	1591032775136	1591032804739
REQUEST	719		IniciadoSesion	1591032804279	1591032804744	OK	 
REQUEST	719		IniciadoSesion Redirect 1	1591032804744	1591032804748	OK	 
REQUEST	881		IniciarSesion	1591032804749	1591032804754	OK	 
USER	VerCursosDisponibles	942	START	1591032804797	1591032804797
REQUEST	720		IniciadoSesion	1591032804340	1591032804799	OK	 
REQUEST	942		Home	1591032804797	1591032804803	OK	 
REQUEST	720		IniciadoSesion Redirect 1	1591032804799	1591032804803	OK	 
REQUEST	882		IniciarSesion	1591032804830	1591032804835	OK	 
REQUEST	587		VerCursos	1591032804830	1591032804842	OK	 
USER	VerCursosDisponibles	587	END	1591032775217	1591032804843
USER	VerCursosDisponibles	943	START	1591032804878	1591032804878
REQUEST	943		Home	1591032804878	1591032804884	OK	 
REQUEST	721		IniciadoSesion	1591032804425	1591032804885	OK	 
REQUEST	721		IniciadoSesion Redirect 1	1591032804885	1591032804889	OK	 
REQUEST	883		IniciarSesion	1591032804915	1591032804920	OK	 
REQUEST	588		VerCursos	1591032804911	1591032804923	OK	 
USER	VerCursosDisponibles	588	END	1591032775305	1591032804923
USER	VerCursosDisponibles	944	START	1591032804970	1591032804970
REQUEST	944		Home	1591032804970	1591032804975	OK	 
REQUEST	722		IniciadoSesion	1591032804506	1591032804976	OK	 
REQUEST	722		IniciadoSesion Redirect 1	1591032804976	1591032804980	OK	 
REQUEST	589		VerCursos	1591032804981	1591032804992	OK	 
USER	VerCursosDisponibles	589	END	1591032775386	1591032804992
REQUEST	884		IniciarSesion	1591032804996	1591032805000	OK	 
REQUEST	723		IniciadoSesion	1591032804587	1591032805049	OK	 
USER	VerCursosDisponibles	945	START	1591032805051	1591032805051
REQUEST	723		IniciadoSesion Redirect 1	1591032805049	1591032805053	OK	 
REQUEST	945		Home	1591032805051	1591032805057	OK	 
REQUEST	885		IniciarSesion	1591032805076	1591032805082	OK	 
REQUEST	590		VerCursos	1591032805098	1591032805110	OK	 
USER	VerCursosDisponibles	590	END	1591032775477	1591032805110
USER	VerCursosDisponibles	946	START	1591032805126	1591032805126
REQUEST	946		Home	1591032805126	1591032805132	OK	 
REQUEST	724		IniciadoSesion	1591032804680	1591032805148	OK	 
REQUEST	724		IniciadoSesion Redirect 1	1591032805148	1591032805152	OK	 
REQUEST	591		VerCursos	1591032805170	1591032805183	OK	 
USER	VerCursosDisponibles	591	END	1591032775558	1591032805184
REQUEST	886		IniciarSesion	1591032805181	1591032805187	OK	 
USER	VerCursosDisponibles	947	START	1591032805218	1591032805218
REQUEST	947		Home	1591032805221	1591032805226	OK	 
REQUEST	592		VerCursos	1591032805218	1591032805233	OK	 
USER	VerCursosDisponibles	592	END	1591032775650	1591032805234
REQUEST	725		IniciadoSesion	1591032804771	1591032805252	OK	 
REQUEST	887		IniciarSesion	1591032805251	1591032805256	OK	 
REQUEST	725		IniciadoSesion Redirect 1	1591032805252	1591032805257	OK	 
USER	VerCursosDisponibles	948	START	1591032805301	1591032805301
REQUEST	948		Home	1591032805301	1591032805306	OK	 
REQUEST	726		IniciadoSesion	1591032804841	1591032805306	OK	 
REQUEST	726		IniciadoSesion Redirect 1	1591032805307	1591032805311	OK	 
REQUEST	593		VerCursos	1591032805301	1591032805313	OK	 
USER	VerCursosDisponibles	593	END	1591032775726	1591032805313
REQUEST	888		IniciarSesion	1591032805327	1591032805331	OK	 
USER	VerCursosDisponibles	949	START	1591032805376	1591032805376
REQUEST	949		Home	1591032805376	1591032805382	OK	 
REQUEST	594		VerCursos	1591032805375	1591032805388	OK	 
USER	VerCursosDisponibles	594	END	1591032775806	1591032805388
REQUEST	727		IniciadoSesion	1591032804926	1591032805401	OK	 
REQUEST	727		IniciadoSesion Redirect 1	1591032805401	1591032805405	OK	 
REQUEST	889		IniciarSesion	1591032805420	1591032805425	OK	 
USER	VerCursosDisponibles	950	START	1591032805468	1591032805468
REQUEST	950		Home	1591032805469	1591032805473	OK	 
REQUEST	728		IniciadoSesion	1591032805007	1591032805486	OK	 
REQUEST	728		IniciadoSesion Redirect 1	1591032805486	1591032805491	OK	 
REQUEST	595		VerCursos	1591032805479	1591032805492	OK	 
USER	VerCursosDisponibles	595	END	1591032775900	1591032805492
REQUEST	890		IniciarSesion	1591032805495	1591032805499	OK	 
REQUEST	729		IniciadoSesion	1591032805076	1591032805540	OK	 
REQUEST	729		IniciadoSesion Redirect 1	1591032805541	1591032805545	OK	 
USER	VerCursosDisponibles	951	START	1591032805550	1591032805550
REQUEST	596		VerCursos	1591032805539	1591032805551	OK	 
USER	VerCursosDisponibles	596	END	1591032775975	1591032805552
REQUEST	951		Home	1591032805550	1591032805555	OK	 
REQUEST	891		IniciarSesion	1591032805576	1591032805580	OK	 
REQUEST	597		VerCursos	1591032805631	1591032805643	OK	 
USER	VerCursosDisponibles	597	END	1591032776056	1591032805643
USER	VerCursosDisponibles	952	START	1591032805643	1591032805643
REQUEST	952		Home	1591032805643	1591032805649	OK	 
REQUEST	730		IniciadoSesion	1591032805185	1591032805656	OK	 
REQUEST	730		IniciadoSesion Redirect 1	1591032805656	1591032805660	OK	 
REQUEST	892		IniciarSesion	1591032805667	1591032805671	OK	 
USER	VerCursosDisponibles	953	START	1591032805716	1591032805716
REQUEST	953		Home	1591032805716	1591032805722	OK	 
REQUEST	731		IniciadoSesion	1591032805257	1591032805725	OK	 
REQUEST	731		IniciadoSesion Redirect 1	1591032805725	1591032805729	OK	 
REQUEST	893		IniciarSesion	1591032805749	1591032805754	OK	 
REQUEST	598		VerCursos	1591032805771	1591032805784	OK	 
USER	VerCursosDisponibles	598	END	1591032776148	1591032805784
USER	VerCursosDisponibles	954	START	1591032805796	1591032805796
REQUEST	732		IniciadoSesion	1591032805338	1591032805800	OK	 
REQUEST	954		Home	1591032805797	1591032805802	OK	 
REQUEST	732		IniciadoSesion Redirect 1	1591032805800	1591032805804	OK	 
REQUEST	599		VerCursos	1591032805797	1591032805810	OK	 
USER	VerCursosDisponibles	599	END	1591032776229	1591032805810
REQUEST	894		IniciarSesion	1591032805829	1591032805835	OK	 
USER	VerCursosDisponibles	955	START	1591032805888	1591032805888
REQUEST	955		Home	1591032805888	1591032805894	OK	 
REQUEST	600		VerCursos	1591032805888	1591032805901	OK	 
USER	VerCursosDisponibles	600	END	1591032776310	1591032805901
REQUEST	733		IniciadoSesion	1591032805425	1591032805907	OK	 
REQUEST	733		IniciadoSesion Redirect 1	1591032805908	1591032805911	OK	 
REQUEST	895		IniciarSesion	1591032805927	1591032805932	OK	 
REQUEST	601		VerCursos	1591032805949	1591032805961	OK	 
USER	VerCursosDisponibles	601	END	1591032776395	1591032805961
REQUEST	734		IniciadoSesion	1591032805491	1591032805964	OK	 
USER	VerCursosDisponibles	956	START	1591032805965	1591032805965
REQUEST	734		IniciadoSesion Redirect 1	1591032805964	1591032805968	OK	 
REQUEST	956		Home	1591032805966	1591032805971	OK	 
REQUEST	896		IniciarSesion	1591032805998	1591032806002	OK	 
REQUEST	602		VerCursos	1591032806031	1591032806043	OK	 
USER	VerCursosDisponibles	602	END	1591032776461	1591032806044
USER	VerCursosDisponibles	957	START	1591032806046	1591032806046
REQUEST	957		Home	1591032806046	1591032806051	OK	 
REQUEST	735		IniciadoSesion	1591032805576	1591032806054	OK	 
REQUEST	735		IniciadoSesion Redirect 1	1591032806054	1591032806058	OK	 
REQUEST	897		IniciarSesion	1591032806091	1591032806096	OK	 
REQUEST	736		IniciadoSesion	1591032805656	1591032806122	OK	 
REQUEST	736		IniciadoSesion Redirect 1	1591032806122	1591032806126	OK	 
REQUEST	603		VerCursos	1591032806128	1591032806138	OK	 
USER	VerCursosDisponibles	603	END	1591032776546	1591032806138
USER	VerCursosDisponibles	958	START	1591032806139	1591032806139
REQUEST	958		Home	1591032806139	1591032806143	OK	 
REQUEST	898		IniciarSesion	1591032806175	1591032806180	OK	 
USER	VerCursosDisponibles	959	START	1591032806219	1591032806219
REQUEST	959		Home	1591032806220	1591032806225	OK	 
REQUEST	737		IniciadoSesion	1591032805749	1591032806242	OK	 
REQUEST	604		VerCursos	1591032806233	1591032806246	OK	 
USER	VerCursosDisponibles	604	END	1591032776626	1591032806247
REQUEST	737		IniciadoSesion Redirect 1	1591032806242	1591032806248	OK	 
REQUEST	899		IniciarSesion	1591032806259	1591032806264	OK	 
USER	VerCursosDisponibles	960	START	1591032806296	1591032806296
REQUEST	960		Home	1591032806296	1591032806305	OK	 
REQUEST	605		VerCursos	1591032806296	1591032806313	OK	 
USER	VerCursosDisponibles	605	END	1591032776710	1591032806313
REQUEST	738		IniciadoSesion	1591032805829	1591032806315	OK	 
REQUEST	738		IniciadoSesion Redirect 1	1591032806315	1591032806322	OK	 
REQUEST	900		IniciarSesion	1591032806330	1591032806335	OK	 
REQUEST	739		IniciadoSesion	1591032805905	1591032806388	OK	 
USER	VerCursosDisponibles	961	START	1591032806390	1591032806390
REQUEST	606		VerCursos	1591032806378	1591032806392	OK	 
REQUEST	739		IniciadoSesion Redirect 1	1591032806388	1591032806393	OK	 
USER	VerCursosDisponibles	606	END	1591032776795	1591032806393
REQUEST	961		Home	1591032806390	1591032806395	OK	 
