ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	109		Home	1590747989528	1590747989533	OK	 
REQUEST	106		request_1	1590747989534	1590747989539	OK	 
REQUEST	109		request_1	1590747989534	1590747989539	OK	 
REQUEST	81		Login	1590747989548	1590747989553	OK	 
REQUEST	78		Login	1590747989548	1590747989553	OK	 
REQUEST	81		request_3	1590747989555	1590747989561	OK	 
REQUEST	78		request_3	1590747989555	1590747989560	OK	 
USER	transportarPos	110	START	1590747989857	1590747989857
USER	transportarNeg	107	START	1590747989857	1590747989857
REQUEST	110		Home	1590747989858	1590747989864	OK	 
REQUEST	107		Home	1590747989858	1590747989863	OK	 
REQUEST	107		request_1	1590747989865	1590747989869	OK	 
REQUEST	110		request_1	1590747989865	1590747989869	OK	 
REQUEST	82		Login	1590747989879	1590747989884	OK	 
REQUEST	79		Login	1590747989879	1590747989884	OK	 
REQUEST	79		request_3	1590747989885	1590747989889	OK	 
REQUEST	82		request_3	1590747989885	1590747989890	OK	 
USER	transportarNeg	111	START	1590747990348	1590747990348
REQUEST	111		Home	1590747990349	1590747990354	OK	 
REQUEST	111		request_1	1590747990355	1590747990358	OK	 
USER	transportarPos	113	START	1590747990359	1590747990359
REQUEST	113		Home	1590747990360	1590747990364	OK	 
REQUEST	113		request_1	1590747990365	1590747990368	OK	 
REQUEST	85		Login	1590747990391	1590747990397	OK	 
REQUEST	83		Login	1590747990391	1590747990397	OK	 
REQUEST	85		request_3	1590747990398	1590747990403	OK	 
REQUEST	83		request_3	1590747990398	1590747990404	OK	 
USER	transportarPos	114	START	1590747990861	1590747990861
USER	transportarNeg	112	START	1590747990861	1590747990861
REQUEST	114		Home	1590747990861	1590747990867	OK	 
REQUEST	112		Home	1590747990861	1590747990868	OK	 
REQUEST	112		request_1	1590747990869	1590747990873	OK	 
REQUEST	114		request_1	1590747990869	1590747990873	OK	 
REQUEST	86		Login	1590747990876	1590747990882	OK	 
REQUEST	84		Login	1590747990876	1590747990882	OK	 
REQUEST	84		request_3	1590747990883	1590747990888	OK	 
REQUEST	86		request_3	1590747990883	1590747990888	OK	 
USER	transportarNeg	115	START	1590747991187	1590747991187
USER	transportarPos	118	START	1590747991187	1590747991187
REQUEST	115		Home	1590747991187	1590747991194	OK	 
REQUEST	118		Home	1590747991187	1590747991194	OK	 
REQUEST	115		request_1	1590747991195	1590747991200	OK	 
REQUEST	118		request_1	1590747991195	1590747991200	OK	 
REQUEST	87		Login	1590747991209	1590747991214	OK	 
REQUEST	90		Login	1590747991209	1590747991214	OK	 
REQUEST	90		request_3	1590747991216	1590747991220	OK	 
REQUEST	87		request_3	1590747991216	1590747991221	OK	 
USER	transportarPos	119	START	1590747991530	1590747991530
USER	transportarNeg	116	START	1590747991530	1590747991530
REQUEST	91		Login	1590747991531	1590747991539	OK	 
REQUEST	119		Home	1590747991531	1590747991539	OK	 
REQUEST	116		Home	1590747991533	1590747991542	OK	 
REQUEST	119		request_1	1590747991542	1590747991547	OK	 
REQUEST	91		request_3	1590747991540	1590747991551	OK	 
REQUEST	116		request_1	1590747991545	1590747991556	OK	 
REQUEST	88		Login	1590747991556	1590747991562	OK	 
REQUEST	88		request_3	1590747991563	1590747991567	OK	 
USER	transportarNeg	117	START	1590747991862	1590747991862
USER	transportarPos	120	START	1590747991862	1590747991862
REQUEST	120		Home	1590747991863	1590747991869	OK	 
REQUEST	117		Home	1590747991862	1590747991869	OK	 
REQUEST	120		request_1	1590747991870	1590747991875	OK	 
REQUEST	117		request_1	1590747991870	1590747991877	OK	 
REQUEST	89		Login	1590747991884	1590747991890	OK	 
REQUEST	92		Login	1590747991878	1590747991890	OK	 
REQUEST	89		request_3	1590747991891	1590747991897	OK	 
REQUEST	92		request_3	1590747991891	1590747991897	OK	 
USER	transportarPos	124	START	1590747992176	1590747992176
USER	transportarNeg	121	START	1590747992176	1590747992176
REQUEST	124		Home	1590747992176	1590747992182	OK	 
REQUEST	121		Home	1590747992176	1590747992182	OK	 
REQUEST	124		request_1	1590747992183	1590747992188	OK	 
REQUEST	121		request_1	1590747992183	1590747992189	OK	 
REQUEST	96		Login	1590747992218	1590747992223	OK	 
REQUEST	93		Login	1590747992218	1590747992223	OK	 
REQUEST	93		request_3	1590747992224	1590747992229	OK	 
REQUEST	96		request_3	1590747992224	1590747992229	OK	 
USER	transportarPos	125	START	1590747992506	1590747992506
USER	transportarNeg	122	START	1590747992506	1590747992506
REQUEST	122		Home	1590747992506	1590747992512	OK	 
REQUEST	125		Home	1590747992506	1590747992513	OK	 
REQUEST	122		request_1	1590747992513	1590747992518	OK	 
REQUEST	125		request_1	1590747992514	1590747992519	OK	 
REQUEST	97		Login	1590747992558	1590747992563	OK	 
REQUEST	94		Login	1590747992558	1590747992563	OK	 
REQUEST	97		request_3	1590747992564	1590747992568	OK	 
REQUEST	94		request_3	1590747992564	1590747992568	OK	 
USER	transportarNeg	123	START	1590747992846	1590747992846
USER	transportarPos	126	START	1590747992846	1590747992846
REQUEST	123		Home	1590747992847	1590747992853	OK	 
REQUEST	126		Home	1590747992847	1590747992853	OK	 
REQUEST	126		request_1	1590747992854	1590747992858	OK	 
REQUEST	123		request_1	1590747992854	1590747992858	OK	 
REQUEST	95		Login	1590747992888	1590747992893	OK	 
REQUEST	98		Login	1590747992888	1590747992893	OK	 
REQUEST	98		request_3	1590747992895	1590747992899	OK	 
REQUEST	95		request_3	1590747992895	1590747992899	OK	 
USER	transportarNeg	127	START	1590747993198	1590747993198
USER	transportarPos	130	START	1590747993198	1590747993198
REQUEST	130		Home	1590747993199	1590747993205	OK	 
REQUEST	127		Home	1590747993199	1590747993205	OK	 
REQUEST	127		request_1	1590747993206	1590747993211	OK	 
REQUEST	130		request_1	1590747993206	1590747993211	OK	 
REQUEST	99		Login	1590747993226	1590747993231	OK	 
REQUEST	102		Login	1590747993226	1590747993231	OK	 
REQUEST	99		request_3	1590747993232	1590747993238	OK	 
REQUEST	102		request_3	1590747993232	1590747993237	OK	 
USER	transportarNeg	128	START	1590747993547	1590747993547
USER	transportarPos	131	START	1590747993549	1590747993549
REQUEST	131		Home	1590747993549	1590747993556	OK	 
REQUEST	128		Home	1590747993548	1590747993556	OK	 
REQUEST	128		request_1	1590747993557	1590747993641	OK	 
REQUEST	131		request_1	1590747993557	1590747993649	OK	 
REQUEST	103		Login	1590747993589	1590747993649	OK	 
REQUEST	1		Authenticated	1590747993110	1590747993652	OK	 
REQUEST	100		Login	1590747993589	1590747993679	OK	 
REQUEST	8		Authenticated	1590747993110	1590747993679	OK	 
REQUEST	2		Authenticated	1590747993257	1590747993780	OK	 
REQUEST	103		request_3	1590747993651	1590747993779	OK	 
REQUEST	1		Authenticated Redirect 1	1590747993658	1590747993783	OK	 
REQUEST	9		Authenticated	1590747993245	1590747993785	OK	 
REQUEST	2		Authenticated Redirect 1	1590747993780	1590747993790	OK	 
REQUEST	8		Authenticated Redirect 1	1590747993679	1590747993795	OK	 
REQUEST	1		request_6	1590747993785	1590747993799	OK	 
REQUEST	9		Authenticated Redirect 1	1590747993786	1590747993800	OK	 
REQUEST	100		request_3	1590747993680	1590747993807	OK	 
REQUEST	9		request_6	1590747993801	1590747993811	OK	 
REQUEST	8		request_6	1590747993796	1590747993812	OK	 
REQUEST	2		request_6	1590747993791	1590747993815	OK	 
USER	transportarNeg	129	START	1590747993860	1590747993860
USER	transportarPos	132	START	1590747993860	1590747993860
REQUEST	129		Home	1590747993860	1590747993867	OK	 
REQUEST	132		Home	1590747993860	1590747993867	OK	 
REQUEST	132		request_1	1590747993868	1590747993873	OK	 
REQUEST	129		request_1	1590747993868	1590747993873	OK	 
REQUEST	101		Login	1590747993890	1590747993897	OK	 
REQUEST	104		Login	1590747993891	1590747993901	OK	 
REQUEST	101		request_3	1590747993898	1590747993903	OK	 
REQUEST	104		request_3	1590747993903	1590747993908	OK	 
REQUEST	3		Authenticated	1590747993590	1590747994178	OK	 
USER	transportarNeg	133	START	1590747994178	1590747994178
REQUEST	133		Home	1590747994178	1590747994186	OK	 
REQUEST	3		Authenticated Redirect 1	1590747994178	1590747994186	OK	 
USER	transportarPos	136	START	1590747994179	1590747994179
REQUEST	133		request_1	1590747994187	1590747994199	OK	 
REQUEST	3		request_6	1590747994187	1590747994199	OK	 
REQUEST	136		Home	1590747994193	1590747994201	OK	 
REQUEST	136		request_1	1590747994202	1590747994207	OK	 
REQUEST	105		Login	1590747994219	1590747994225	OK	 
REQUEST	108		Login	1590747994219	1590747994227	OK	 
REQUEST	105		request_3	1590747994226	1590747994232	OK	 
REQUEST	108		request_3	1590747994229	1590747994236	OK	 
REQUEST	10		Authenticated	1590747993590	1590747994237	OK	 
REQUEST	10		Authenticated Redirect 1	1590747994238	1590747994247	OK	 
REQUEST	10		request_6	1590747994248	1590747994253	OK	 
REQUEST	11		Authenticated	1590747993931	1590747994454	OK	 
REQUEST	11		Authenticated Redirect 1	1590747994455	1590747994459	OK	 
REQUEST	4		Authenticated	1590747993931	1590747994459	OK	 
REQUEST	4		Authenticated Redirect 1	1590747994460	1590747994465	OK	 
REQUEST	11		request_6	1590747994460	1590747994465	OK	 
REQUEST	4		request_6	1590747994466	1590747994473	OK	 
USER	transportarPos	137	START	1590747994518	1590747994518
USER	transportarNeg	134	START	1590747994518	1590747994518
REQUEST	137		Home	1590747994519	1590747994525	OK	 
REQUEST	134		Home	1590747994519	1590747994525	OK	 
REQUEST	134		request_1	1590747994526	1590747994532	OK	 
REQUEST	137		request_1	1590747994526	1590747994532	OK	 
REQUEST	109		Login	1590747994557	1590747994563	OK	 
REQUEST	106		Login	1590747994557	1590747994563	OK	 
REQUEST	106		request_3	1590747994564	1590747994569	OK	 
REQUEST	109		request_3	1590747994564	1590747994570	OK	 
REQUEST	5		Authenticated	1590747994256	1590747994775	OK	 
REQUEST	5		Authenticated Redirect 1	1590747994775	1590747994782	OK	 
REQUEST	5		request_6	1590747994783	1590747994788	OK	 
REQUEST	12		Authenticated	1590747994258	1590747994800	OK	 
REQUEST	12		Authenticated Redirect 1	1590747994800	1590747994805	OK	 
REQUEST	12		request_6	1590747994806	1590747994810	OK	 
USER	transportarPos	138	START	1590747994852	1590747994852
REQUEST	138		Home	1590747994852	1590747994859	OK	 
REQUEST	138		request_1	1590747994860	1590747994864	OK	 
USER	transportarNeg	135	START	1590747994851	1590747994851
REQUEST	135		Home	1590747994865	1590747994871	OK	 
REQUEST	135		request_1	1590747994872	1590747994877	OK	 
REQUEST	110		Login	1590747994897	1590747994905	OK	 
REQUEST	107		Login	1590747994897	1590747994905	OK	 
REQUEST	110		request_3	1590747994906	1590747994913	OK	 
REQUEST	107		request_3	1590747994906	1590747994914	OK	 
REQUEST	6		Authenticated	1590747994581	1590747995103	OK	 
REQUEST	6		Authenticated Redirect 1	1590747995103	1590747995108	OK	 
REQUEST	6		request_6	1590747995109	1590747995115	OK	 
REQUEST	13		Authenticated	1590747994593	1590747995137	OK	 
REQUEST	13		Authenticated Redirect 1	1590747995137	1590747995142	OK	 
REQUEST	13		request_6	1590747995143	1590747995149	OK	 
USER	transportarNeg	139	START	1590747995348	1590747995348
USER	transportarPos	141	START	1590747995350	1590747995350
REQUEST	139		Home	1590747995349	1590747995363	OK	 
REQUEST	141		Home	1590747995351	1590747995369	OK	 
REQUEST	139		request_1	1590747995364	1590747995373	OK	 
REQUEST	141		request_1	1590747995370	1590747995377	OK	 
REQUEST	113		Login	1590747995381	1590747995401	OK	 
REQUEST	111		Login	1590747995381	1590747995401	OK	 
REQUEST	113		request_3	1590747995403	1590747995420	OK	 
REQUEST	111		request_3	1590747995403	1590747995421	OK	 
REQUEST	7		Authenticated	1590747994910	1590747995428	OK	 
REQUEST	7		Authenticated Redirect 1	1590747995428	1590747995433	OK	 
REQUEST	7		request_6	1590747995434	1590747995443	OK	 
REQUEST	14		Authenticated	1590747994911	1590747995448	OK	 
REQUEST	14		Authenticated Redirect 1	1590747995449	1590747995453	OK	 
REQUEST	14		request_6	1590747995455	1590747995459	OK	 
REQUEST	15		Authenticated	1590747995238	1590747995762	OK	 
REQUEST	15		Authenticated Redirect 1	1590747995763	1590747995768	OK	 
REQUEST	15		request_6	1590747995769	1590747995774	OK	 
REQUEST	18		Authenticated	1590747995238	1590747995787	OK	 
REQUEST	18		Authenticated Redirect 1	1590747995787	1590747995792	OK	 
REQUEST	18		request_6	1590747995793	1590747995798	OK	 
USER	transportarNeg	140	START	1590747995847	1590747995847
USER	transportarPos	142	START	1590747995847	1590747995847
REQUEST	140		Home	1590747995847	1590747995854	OK	 
REQUEST	142		Home	1590747995848	1590747995855	OK	 
REQUEST	140		request_1	1590747995855	1590747995859	OK	 
REQUEST	142		request_1	1590747995856	1590747995861	OK	 
REQUEST	112		Login	1590747995887	1590747995894	OK	 
REQUEST	114		Login	1590747995887	1590747995894	OK	 
REQUEST	114		request_3	1590747995896	1590747995901	OK	 
REQUEST	112		request_3	1590747995896	1590747995902	OK	 
REQUEST	19		Authenticated	1590747995569	1590747996120	OK	 
REQUEST	19		Authenticated Redirect 1	1590747996121	1590747996126	OK	 
REQUEST	16		Authenticated	1590747995569	1590747996127	OK	 
REQUEST	19		request_6	1590747996127	1590747996133	OK	 
REQUEST	16		Authenticated Redirect 1	1590747996128	1590747996133	OK	 
REQUEST	16		request_6	1590747996134	1590747996142	OK	 
USER	transportarPos	146	START	1590747996188	1590747996188
USER	transportarNeg	143	START	1590747996188	1590747996188
REQUEST	146		Home	1590747996188	1590747996195	OK	 
REQUEST	143		Home	1590747996188	1590747996195	OK	 
REQUEST	143		request_1	1590747996196	1590747996201	OK	 
REQUEST	146		request_1	1590747996196	1590747996201	OK	 
REQUEST	118		Login	1590747996218	1590747996224	OK	 
REQUEST	115		Login	1590747996216	1590747996224	OK	 
REQUEST	115		request_3	1590747996225	1590747996232	OK	 
REQUEST	118		request_3	1590747996225	1590747996232	OK	 
REQUEST	20		Authenticated	1590747995906	1590747996429	OK	 
REQUEST	20		Authenticated Redirect 1	1590747996429	1590747996435	OK	 
REQUEST	17		Authenticated	1590747995913	1590747996447	OK	 
REQUEST	20		request_6	1590747996436	1590747996450	OK	 
REQUEST	17		Authenticated Redirect 1	1590747996447	1590747996452	OK	 
REQUEST	17		request_6	1590747996453	1590747996456	OK	 
USER	transportarPos	147	START	1590747996519	1590747996519
USER	transportarNeg	144	START	1590747996519	1590747996519
REQUEST	144		Home	1590747996519	1590747996525	OK	 
REQUEST	147		Home	1590747996519	1590747996525	OK	 
REQUEST	144		request_1	1590747996526	1590747996536	OK	 
REQUEST	147		request_1	1590747996526	1590747996536	OK	 
REQUEST	119		Login	1590747996569	1590747996574	OK	 
REQUEST	116		Login	1590747996569	1590747996575	OK	 
REQUEST	116		request_3	1590747996575	1590747996581	OK	 
REQUEST	119		request_3	1590747996575	1590747996581	OK	 
REQUEST	24		Authenticated	1590747996248	1590747996772	OK	 
REQUEST	24		Authenticated Redirect 1	1590747996773	1590747996778	OK	 
REQUEST	21		Authenticated	1590747996248	1590747996781	OK	 
REQUEST	24		request_6	1590747996778	1590747996783	OK	 
REQUEST	21		Authenticated Redirect 1	1590747996782	1590747996786	OK	 
REQUEST	21		request_6	1590747996787	1590747996793	OK	 
USER	transportarPos	148	START	1590747996850	1590747996850
USER	transportarNeg	145	START	1590747996850	1590747996850
REQUEST	148		Home	1590747996850	1590747996856	OK	 
REQUEST	145		Home	1590747996850	1590747996856	OK	 
REQUEST	145		request_1	1590747996857	1590747996863	OK	 
REQUEST	148		request_1	1590747996857	1590747996863	OK	 
REQUEST	120		Login	1590747996886	1590747996891	OK	 
REQUEST	117		Login	1590747996886	1590747996891	OK	 
REQUEST	120		request_3	1590747996892	1590747996898	OK	 
REQUEST	117		request_3	1590747996892	1590747996899	OK	 
REQUEST	25		Authenticated	1590747996596	1590747997095	OK	 
REQUEST	25		Authenticated Redirect 1	1590747997095	1590747997100	OK	 
REQUEST	25		request_6	1590747997101	1590747997105	OK	 
REQUEST	22		Authenticated	1590747996569	1590747997106	OK	 
REQUEST	22		Authenticated Redirect 1	1590747997107	1590747997111	OK	 
REQUEST	22		request_6	1590747997112	1590747997117	OK	 
USER	transportarPos	152	START	1590747997189	1590747997189
USER	transportarNeg	149	START	1590747997189	1590747997189
REQUEST	152		Home	1590747997189	1590747997195	OK	 
REQUEST	149		Home	1590747997189	1590747997195	OK	 
REQUEST	149		request_1	1590747997196	1590747997201	OK	 
REQUEST	152		request_1	1590747997196	1590747997201	OK	 
REQUEST	121		Login	1590747997220	1590747997225	OK	 
REQUEST	124		Login	1590747997219	1590747997225	OK	 
REQUEST	124		request_3	1590747997226	1590747997231	OK	 
REQUEST	121		request_3	1590747997226	1590747997231	OK	 
REQUEST	26		Authenticated	1590747996911	1590747997385	OK	 
REQUEST	26		Authenticated Redirect 1	1590747997385	1590747997389	OK	 
REQUEST	26		request_6	1590747997389	1590747997393	OK	 
REQUEST	23		Authenticated	1590747996920	1590747997405	OK	 
REQUEST	23		Authenticated Redirect 1	1590747997406	1590747997410	OK	 
REQUEST	23		request_6	1590747997411	1590747997415	OK	 
USER	transportarPos	153	START	1590747997527	1590747997527
USER	transportarNeg	150	START	1590747997527	1590747997527
REQUEST	150		Home	1590747997528	1590747997534	OK	 
REQUEST	153		Home	1590747997528	1590747997534	OK	 
REQUEST	150		request_1	1590747997535	1590747997539	OK	 
REQUEST	153		request_1	1590747997535	1590747997539	OK	 
REQUEST	122		Login	1590747997540	1590747997546	OK	 
REQUEST	125		Login	1590747997541	1590747997546	OK	 
REQUEST	122		request_3	1590747997547	1590747997553	OK	 
REQUEST	125		request_3	1590747997547	1590747997552	OK	 
REQUEST	29		Authenticated	1590747997396	1590747997835	OK	 
REQUEST	29		Authenticated Redirect 1	1590747997835	1590747997839	OK	 
REQUEST	27		Authenticated	1590747997396	1590747997840	OK	 
REQUEST	29		request_6	1590747997840	1590747997844	OK	 
REQUEST	27		Authenticated Redirect 1	1590747997840	1590747997844	OK	 
REQUEST	27		request_6	1590747997844	1590747997848	OK	 
USER	transportarPos	154	START	1590747997856	1590747997856
USER	transportarNeg	151	START	1590747997856	1590747997856
REQUEST	154		Home	1590747997857	1590747997862	OK	 
REQUEST	151		Home	1590747997857	1590747997862	OK	 
REQUEST	154		request_1	1590747997863	1590747997867	OK	 
REQUEST	151		request_1	1590747997863	1590747997867	OK	 
REQUEST	123		Login	1590747997878	1590747997882	OK	 
REQUEST	126		Login	1590747997878	1590747997882	OK	 
REQUEST	126		request_3	1590747997883	1590747997887	OK	 
REQUEST	123		request_3	1590747997883	1590747997888	OK	 
USER	transportarPos	158	START	1590747998197	1590747998197
USER	transportarNeg	155	START	1590747998197	1590747998197
REQUEST	158		Home	1590747998197	1590747998203	OK	 
REQUEST	155		Home	1590747998197	1590747998203	OK	 
REQUEST	158		request_1	1590747998204	1590747998209	OK	 
REQUEST	155		request_1	1590747998204	1590747998209	OK	 
REQUEST	130		Login	1590747998220	1590747998225	OK	 
REQUEST	127		Login	1590747998220	1590747998225	OK	 
REQUEST	130		request_3	1590747998226	1590747998232	OK	 
REQUEST	127		request_3	1590747998226	1590747998232	OK	 
REQUEST	28		Authenticated	1590747997899	1590747998345	OK	 
REQUEST	28		Authenticated Redirect 1	1590747998346	1590747998350	OK	 
REQUEST	30		Authenticated	1590747997899	1590747998353	OK	 
REQUEST	28		request_6	1590747998351	1590747998356	OK	 
REQUEST	30		Authenticated Redirect 1	1590747998353	1590747998358	OK	 
REQUEST	30		request_6	1590747998358	1590747998363	OK	 
USER	transportarNeg	156	START	1590747998531	1590747998531
USER	transportarPos	159	START	1590747998531	1590747998531
REQUEST	156		Home	1590747998531	1590747998540	OK	 
REQUEST	159		Home	1590747998531	1590747998540	OK	 
REQUEST	156		request_1	1590747998541	1590747998546	OK	 
REQUEST	159		request_1	1590747998541	1590747998546	OK	 
REQUEST	128		Login	1590747998659	1590747998683	OK	 
