ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	224		request_10	1590748068581	1590748069348	OK	 
REQUEST	475		request_3	1590748069047	1590748069352	OK	 
REQUEST	394		Authenticated Redirect 1	1590748069064	1590748069357	OK	 
REQUEST	62		request_15	1590748067965	1590748069367	OK	 
REQUEST	43		CierreSesion Redirect 1	1590748067658	1590748069367	OK	 
REQUEST	387		Authenticated Redirect 1	1590748068596	1590748069373	OK	 
REQUEST	545		Home	1590748067529	1590748069374	OK	 
REQUEST	58		CierreSesion	1590748069148	1590748069380	OK	 
REQUEST	277		request_8	1590748066752	1590748069396	OK	 
REQUEST	60		CierreSesion	1590748068985	1590748069397	OK	 
REQUEST	392		Authenticated Redirect 1	1590748069228	1590748069410	OK	 
REQUEST	406		Authenticated Redirect 1	1590748069163	1590748069418	OK	 
REQUEST	64		CierreSesion Redirect 1	1590748068599	1590748069419	OK	 
REQUEST	548		Home	1590748068530	1590748069421	OK	 
REQUEST	54		CierreSesion Redirect 1	1590748068518	1590748069424	OK	 
REQUEST	400		Authenticated Redirect 1	1590748067858	1590748069425	OK	 
REQUEST	74		CierreSesion	1590748069117	1590748069427	OK	 
REQUEST	136		Transportado	1590748068748	1590748069430	OK	 
REQUEST	213		request_10	1590748068657	1590748069444	OK	 
REQUEST	50		request_15	1590748069119	1590748069448	OK	 
REQUEST	219		request_10	1590748068587	1590748069464	OK	 
REQUEST	283		TransportesPendientes	1590748068250	1590748069467	OK	 
REQUEST	71		CierreSesion Redirect 1	1590748069081	1590748069473	OK	 
REQUEST	68		CierreSesion Redirect 1	1590748069081	1590748069475	OK	 
REQUEST	49		CierreSesion Redirect 1	1590748068967	1590748069477	OK	 
REQUEST	218		request_10	1590748069314	1590748069478	OK	 
REQUEST	71		request_15	1590748069474	1590748069480	OK	 
REQUEST	494		Login	1590748067962	1590748069486	OK	 
REQUEST	539		request_1	1590748069089	1590748069486	OK	 
REQUEST	244		request_10	1590748069054	1590748069487	OK	 
REQUEST	387		request_6	1590748069373	1590748069492	OK	 
REQUEST	494		request_3	1590748069486	1590748069492	OK	 
REQUEST	542		request_1	1590748069206	1590748069493	OK	 
REQUEST	489		request_3	1590748069136	1590748069500	OK	 
REQUEST	58		CierreSesion Redirect 1	1590748069380	1590748069503	OK	 
REQUEST	209		request_10	1590748067137	1590748069504	OK	 
USER	transportarNeg	554	START	1590748069516	1590748069516
REQUEST	141		Transportado	1590748069222	1590748069517	OK	 
USER	transportarPos	557	START	1590748069520	1590748069520
REQUEST	239		request_10	1590748069095	1590748069524	OK	 
REQUEST	229		request_10	1590748069089	1590748069526	OK	 
REQUEST	85		CierreSesion	1590748069003	1590748069531	OK	 
REQUEST	84		CierreSesion Redirect 1	1590748069096	1590748069537	OK	 
REQUEST	60		CierreSesion Redirect 1	1590748069397	1590748069542	OK	 
REQUEST	60		request_15	1590748069542	1590748069547	OK	 
REQUEST	280		TransportesPendientes	1590748069322	1590748069548	OK	 
REQUEST	141		request_12	1590748069518	1590748069550	OK	 
REQUEST	543		Home	1590748067846	1590748069553	OK	 
REQUEST	543		request_1	1590748069553	1590748069559	OK	 
REQUEST	146		Transportado	1590748069016	1590748069560	OK	 
REQUEST	234		TransportarForm	1590748069112	1590748069574	OK	 
REQUEST	61		CierreSesion Redirect 1	1590748068714	1590748069576	OK	 
REQUEST	402		Authenticated Redirect 1	1590748068714	1590748069580	OK	 
REQUEST	61		request_15	1590748069577	1590748069581	OK	 
REQUEST	540		request_1	1590748068715	1590748069582	OK	 
REQUEST	44		CierreSesion Redirect 1	1590748068441	1590748069582	OK	 
REQUEST	537		request_1	1590748069018	1590748069582	OK	 
REQUEST	248		TransportarForm	1590748069017	1590748069583	OK	 
REQUEST	56		CierreSesion Redirect 1	1590748067857	1590748069591	OK	 
REQUEST	54		request_15	1590748069425	1590748069619	OK	 
REQUEST	448		request_3	1590748067042	1590748069619	OK	 
REQUEST	492		Login	1590748069262	1590748069631	OK	 
REQUEST	500		Login	1590748069262	1590748069643	OK	 
REQUEST	495		Login	1590748069262	1590748069650	OK	 
REQUEST	45		request_15	1590748069248	1590748069657	OK	 
REQUEST	397		Authenticated	1590748066967	1590748069661	OK	 
REQUEST	390		request_6	1590748069114	1590748069665	OK	 
REQUEST	74		CierreSesion Redirect 1	1590748069427	1590748069670	OK	 
REQUEST	57		request_15	1590748069292	1590748069690	OK	 
REQUEST	232		request_10	1590748069293	1590748069690	OK	 
REQUEST	405		Authenticated Redirect 1	1590748069041	1590748069696	OK	 
REQUEST	289		TransportesPendientes	1590748068625	1590748069700	OK	 
REQUEST	285		TransportesPendientes	1590748068137	1590748069702	OK	 
REQUEST	405		request_6	1590748069697	1590748069707	OK	 
REQUEST	547		request_1	1590748069295	1590748069708	OK	 
REQUEST	69		request_15	1590748069346	1590748069715	OK	 
REQUEST	51		request_15	1590748069304	1590748069716	OK	 
REQUEST	556		Home	1590748069188	1590748069720	OK	 
REQUEST	549		Home	1590748068857	1590748069721	OK	 
REQUEST	552		Home	1590748068858	1590748069723	OK	 
REQUEST	135		transportarNeg	1590748069186	1590748069725	OK	 
REQUEST	404		Authenticated Redirect 1	1590748068668	1590748069727	OK	 
USER	transportarNeg	23	END	1590747974858	1590748069730
REQUEST	59		CierreSesion Redirect 1	1590748068681	1590748069760	OK	 
REQUEST	49		request_15	1590748069478	1590748069760	OK	 
REQUEST	396		Authenticated	1590748067352	1590748069762	OK	 
REQUEST	392		request_6	1590748069410	1590748069763	OK	 
REQUEST	228		request_10	1590748068987	1590748069763	OK	 
REQUEST	132		request_12	1590748067846	1590748069764	OK	 
REQUEST	544		request_1	1590748069325	1590748069778	OK	 
REQUEST	399		request_6	1590748069167	1590748069778	OK	 
REQUEST	58		request_15	1590748069503	1590748069782	OK	 
REQUEST	56		request_15	1590748069592	1590748069783	OK	 
REQUEST	53		request_15	1590748069339	1590748069783	OK	 
REQUEST	138		Transportado	1590748069420	1590748069783	OK	 
REQUEST	400		request_6	1590748069425	1590748069783	OK	 
REQUEST	548		request_1	1590748069422	1590748069784	OK	 
REQUEST	403		Authenticated Redirect 1	1590748069114	1590748069784	OK	 
REQUEST	52		request_15	1590748069282	1590748069788	OK	 
REQUEST	215		request_10	1590748068646	1590748069789	OK	 
REQUEST	211		TransportarForm	1590748069036	1590748069790	OK	 
REQUEST	284		TransportesPendientes	1590748069443	1590748069820	OK	 
REQUEST	553		Home	1590748069187	1590748069820	OK	 
REQUEST	394		request_6	1590748069357	1590748069826	OK	 
REQUEST	80		CierreSesion Redirect 1	1590748068596	1590748069828	OK	 
REQUEST	545		request_1	1590748069375	1590748069829	OK	 
REQUEST	233		TransportarForm	1590748069017	1590748069829	OK	 
REQUEST	546		Home	1590748067846	1590748069837	OK	 
USER	transportarPos	558	START	1590748069848	1590748069848
REQUEST	397		Authenticated Redirect 1	1590748069661	1590748069855	OK	 
USER	transportarNeg	555	START	1590748069862	1590748069862
USER	transportarPos	30	END	1590747975858	1590748069867
REQUEST	507		request_3	1590748069293	1590748069877	OK	 
REQUEST	136		request_12	1590748069431	1590748069878	OK	 
REQUEST	550		Home	1590748068202	1590748069879	OK	 
REQUEST	65		CierreSesion	1590748069459	1590748069887	OK	 
REQUEST	552		request_1	1590748069723	1590748069888	OK	 
USER	transportarNeg	32	END	1590747976530	1590748069898
REQUEST	83		request_15	1590748069124	1590748069900	OK	 
REQUEST	139		transportarNeg	1590748069349	1590748069900	OK	 
REQUEST	234		request_10	1590748069574	1590748069905	OK	 
REQUEST	286		TransportesPendientes	1590748069326	1590748069909	OK	 
REQUEST	551		Home	1590748068530	1590748069920	OK	 
REQUEST	55		CierreSesion Redirect 1	1590748068560	1590748069921	OK	 
REQUEST	555		Home	1590748069862	1590748069938	OK	 
REQUEST	473		request_3	1590748069304	1590748069938	OK	 
REQUEST	289		request_8	1590748069704	1590748069939	OK	 
REQUEST	493		request_3	1590748068664	1590748069939	OK	 
REQUEST	293		TransportesPendientes	1590748068137	1590748069950	OK	 
REQUEST	210		request_10	1590748069312	1590748069950	OK	 
REQUEST	129		transportarNeg	1590748069364	1590748069951	OK	 
REQUEST	66		CierreSesion	1590748069730	1590748069954	OK	 
REQUEST	484		Login	1590748069729	1590748069954	OK	 
REQUEST	81		CierreSesion Redirect 1	1590748068684	1590748069964	OK	 
REQUEST	398		Authenticated Redirect 1	1590748069150	1590748069970	OK	 
REQUEST	238		TransportarForm	1590748069239	1590748070012	OK	 
REQUEST	541		request_1	1590748069328	1590748070014	OK	 
REQUEST	558		Home	1590748069848	1590748070018	OK	 
REQUEST	137		Transportado	1590748069093	1590748070018	OK	 
REQUEST	74		request_15	1590748069670	1590748070024	OK	 
REQUEST	211		request_10	1590748069791	1590748070024	OK	 
REQUEST	288		TransportesPendientes	1590748069279	1590748070024	OK	 
REQUEST	550		request_1	1590748069879	1590748070029	OK	 
REQUEST	283		request_8	1590748069471	1590748070042	OK	 
REQUEST	393		request_6	1590748069328	1590748070058	OK	 
REQUEST	78		CierreSesion	1590748069917	1590748070059	OK	 
REQUEST	44		request_15	1590748069583	1590748070071	OK	 
REQUEST	555		request_1	1590748069938	1590748070072	OK	 
REQUEST	63		CierreSesion	1590748069821	1590748070077	OK	 
REQUEST	294		TransportesPendientes	1590748069364	1590748070088	OK	 
USER	transportarPos	25	END	1590747974520	1590748070100
REQUEST	509		Login	1590748069498	1590748070102	OK	 
REQUEST	402		request_6	1590748069581	1590748070143	OK	 
REQUEST	556		request_1	1590748069720	1590748070149	OK	 
REQUEST	80		request_15	1590748069828	1590748070272	OK	 
REQUEST	296		TransportesPendientes	1590748069498	1590748070275	OK	 
USER	transportarNeg	31	END	1590747976197	1590748070280
REQUEST	231		request_10	1590748069228	1590748070282	OK	 
REQUEST	495		request_3	1590748069651	1590748070287	OK	 
REQUEST	491		Login	1590748069338	1590748070289	OK	 
REQUEST	401		request_6	1590748069347	1590748070299	OK	 
REQUEST	549		request_1	1590748069722	1590748070303	OK	 
REQUEST	135		request_12	1590748069725	1590748070304	OK	 
REQUEST	404		request_6	1590748069728	1590748070307	OK	 
REQUEST	502		Login	1590748069898	1590748070309	OK	 
USER	transportarPos	24	END	1590747974191	1590748070316
REQUEST	70		CierreSesion	1590748070041	1590748070328	OK	 
REQUEST	396		Authenticated Redirect 1	1590748069762	1590748070337	OK	 
REQUEST	285		request_8	1590748069706	1590748070339	OK	 
REQUEST	546		request_1	1590748069838	1590748070344	OK	 
USER	transportarNeg	559	START	1590748070362	1590748070362
USER	transportarPos	560	START	1590748070364	1590748070364
REQUEST	138		request_12	1590748069783	1590748070367	OK	 
REQUEST	43		request_15	1590748069368	1590748070367	OK	 
REQUEST	553		request_1	1590748069820	1590748070368	OK	 
REQUEST	502		request_3	1590748070310	1590748070388	OK	 
REQUEST	481		Login	1590748069898	1590748070389	OK	 
REQUEST	504		Login	1590748069753	1590748070407	OK	 
REQUEST	143		transportarNeg	1590748069729	1590748070414	OK	 
REQUEST	504		request_3	1590748070408	1590748070420	OK	 
REQUEST	129		request_12	1590748069951	1590748070424	OK	 
REQUEST	66		CierreSesion Redirect 1	1590748069954	1590748070429	OK	 
REQUEST	287		TransportesPendientes	1590748069729	1590748070432	OK	 
REQUEST	70		CierreSesion Redirect 1	1590748070328	1590748070433	OK	 
REQUEST	70		request_15	1590748070434	1590748070439	OK	 
REQUEST	526		Login	1590748070100	1590748070441	OK	 
REQUEST	396		request_6	1590748070337	1590748070443	OK	 
REQUEST	518		Login	1590748070338	1590748070447	OK	 
USER	transportarNeg	17	END	1590747973850	1590748070449
REQUEST	295		TransportesPendientes	1590748069148	1590748070451	OK	 
REQUEST	410		Authenticated	1590748069338	1590748070455	OK	 
REQUEST	77		CierreSesion	1590748070120	1590748070456	OK	 
REQUEST	498		Login	1590748070100	1590748070460	OK	 
REQUEST	509		request_3	1590748070103	1590748070460	OK	 
REQUEST	241		TransportarForm	1590748070100	1590748070472	OK	 
REQUEST	233		request_10	1590748069830	1590748070473	OK	 
REQUEST	139		request_12	1590748069901	1590748070474	OK	 
REQUEST	554		Home	1590748069517	1590748070478	OK	 
REQUEST	290		TransportesPendientes	1590748070120	1590748070482	OK	 
REQUEST	554		request_1	1590748070479	1590748070486	OK	 
REQUEST	298		TransportesPendientes	1590748069516	1590748070490	OK	 
REQUEST	510		Login	1590748070057	1590748070492	OK	 
REQUEST	398		request_6	1590748069970	1590748070497	OK	 
REQUEST	510		request_3	1590748070493	1590748070500	OK	 
REQUEST	490		Login	1590748070143	1590748070502	OK	 
REQUEST	78		CierreSesion Redirect 1	1590748070059	1590748070506	OK	 
REQUEST	64		request_15	1590748069419	1590748070514	OK	 
REQUEST	500		request_3	1590748069644	1590748070516	OK	 
REQUEST	238		request_10	1590748070013	1590748070517	OK	 
REQUEST	492		request_3	1590748069631	1590748070517	OK	 
REQUEST	395		Authenticated	1590748069409	1590748070519	OK	 
REQUEST	288		request_8	1590748070028	1590748070530	OK	 
REQUEST	63		CierreSesion Redirect 1	1590748070077	1590748070534	OK	 
REQUEST	66		request_15	1590748070429	1590748070536	OK	 
REQUEST	557		Home	1590748069520	1590748070540	OK	 
REQUEST	63		request_15	1590748070534	1590748070540	OK	 
REQUEST	484		request_3	1590748069955	1590748070549	OK	 
REQUEST	526		request_3	1590748070441	1590748070550	OK	 
REQUEST	503		Login	1590748070338	1590748070551	OK	 
REQUEST	293		request_8	1590748069953	1590748070554	OK	 
REQUEST	518		request_3	1590748070447	1590748070554	OK	 
REQUEST	503		request_3	1590748070552	1590748070557	OK	 
REQUEST	300		TransportesPendientes	1590748069996	1590748070557	OK	 
REQUEST	498		request_3	1590748070461	1590748070567	OK	 
REQUEST	142		Transportado	1590748070338	1590748070569	OK	 
REQUEST	287		request_8	1590748070435	1590748070572	OK	 
REQUEST	77		CierreSesion Redirect 1	1590748070456	1590748070573	OK	 
REQUEST	84		request_15	1590748069537	1590748070577	OK	 
REQUEST	241		request_10	1590748070473	1590748070578	OK	 
REQUEST	280		request_8	1590748069552	1590748070599	OK	 
REQUEST	296		request_8	1590748070278	1590748070607	OK	 
REQUEST	134		transportarNeg	1590748070279	1590748070612	OK	 
REQUEST	286		request_8	1590748069919	1590748070618	OK	 
REQUEST	146		request_12	1590748069561	1590748070618	OK	 
REQUEST	406		request_6	1590748069419	1590748070619	OK	 
REQUEST	403		request_6	1590748069785	1590748070619	OK	 
REQUEST	397		request_6	1590748069855	1590748070621	OK	 
REQUEST	55		request_15	1590748069922	1590748070621	OK	 
REQUEST	491		request_3	1590748070289	1590748070628	OK	 
REQUEST	497		Login	1590748070222	1590748070681	OK	 
REQUEST	505		Login	1590748069898	1590748070683	OK	 
REQUEST	284		request_8	1590748069823	1590748070696	OK	 
REQUEST	59		request_15	1590748069761	1590748070725	OK	 
USER	transportarPos	42	END	1590747977857	1590748070729
REQUEST	529		Login	1590748070448	1590748070741	OK	 
REQUEST	85		CierreSesion Redirect 1	1590748069532	1590748070776	OK	 
REQUEST	142		request_12	1590748070570	1590748070776	OK	 
USER	transportarPos	35	END	1590747976530	1590748070805
REQUEST	299		TransportesPendientes	1590748069979	1590748070806	OK	 
REQUEST	560		Home	1590748070364	1590748070806	OK	 
REQUEST	140		transportarNeg	1590748070192	1590748070807	OK	 
USER	transportarNeg	28	END	1590747975858	1590748070819
REQUEST	298		request_8	1590748070494	1590748070820	OK	 
REQUEST	282		TransportesPendientes	1590748070070	1590748070820	OK	 
REQUEST	81		request_15	1590748069965	1590748070829	OK	 
REQUEST	557		request_1	1590748070540	1590748070829	OK	 
REQUEST	292		TransportesPendientes	1590748069729	1590748070829	OK	 
REQUEST	512		Login	1590748069836	1590748070842	OK	 
REQUEST	290		request_8	1590748070485	1590748070848	OK	 
REQUEST	551		request_1	1590748069921	1590748070861	OK	 
REQUEST	248		request_10	1590748069583	1590748070861	OK	 
REQUEST	525		Login	1590748070222	1590748070861	OK	 
REQUEST	559		Home	1590748070362	1590748070862	OK	 
REQUEST	68		request_15	1590748069475	1590748070874	OK	 
REQUEST	481		request_3	1590748070389	1590748070874	OK	 
REQUEST	416		Authenticated	1590748069729	1590748070902	OK	 
REQUEST	65		CierreSesion Redirect 1	1590748069887	1590748070911	OK	 
REQUEST	558		request_1	1590748070018	1590748070927	OK	 
REQUEST	78		request_15	1590748070506	1590748070938	OK	 
REQUEST	143		request_12	1590748070415	1590748070943	OK	 
REQUEST	291		TransportesPendientes	1590748070017	1590748070944	OK	 
REQUEST	525		request_3	1590748070861	1590748070945	OK	 
REQUEST	522		Login	1590748070841	1590748070948	OK	 
REQUEST	490		request_3	1590748070503	1590748070950	OK	 
REQUEST	410		Authenticated Redirect 1	1590748070455	1590748070957	OK	 
REQUEST	85		request_15	1590748070776	1590748070960	OK	 
REQUEST	137		request_12	1590748070018	1590748070964	OK	 
REQUEST	134		request_12	1590748070612	1590748070966	OK	 
REQUEST	416		Authenticated Redirect 1	1590748070903	1590748070967	OK	 
REQUEST	505		request_3	1590748070684	1590748070967	OK	 
REQUEST	295		request_8	1590748070454	1590748070968	OK	 
REQUEST	395		Authenticated Redirect 1	1590748070519	1590748070969	OK	 
REQUEST	559		request_1	1590748070862	1590748070969	OK	 
REQUEST	77		request_15	1590748070573	1590748070970	OK	 
REQUEST	410		request_6	1590748070957	1590748070972	OK	 
REQUEST	522		request_3	1590748070949	1590748070978	OK	 
REQUEST	497		request_3	1590748070682	1590748070982	OK	 
REQUEST	529		request_3	1590748070742	1590748070988	OK	 
REQUEST	294		request_8	1590748070092	1590748070996	OK	 
REQUEST	140		request_12	1590748070808	1590748070996	OK	 
REQUEST	395		request_6	1590748070969	1590748071002	OK	 
REQUEST	300		request_8	1590748070561	1590748071007	OK	 
REQUEST	560		request_1	1590748070807	1590748071008	OK	 
REQUEST	65		request_15	1590748070912	1590748071012	OK	 
REQUEST	147		Transportado	1590748070642	1590748071012	OK	 
REQUEST	416		request_6	1590748070967	1590748071017	OK	 
REQUEST	487		Login	1590748070842	1590748071018	OK	 
REQUEST	292		request_8	1590748070832	1590748071021	OK	 
REQUEST	144		transportarNeg	1590748070641	1590748071029	OK	 
REQUEST	512		request_3	1590748070843	1590748071030	OK	 
REQUEST	282		request_8	1590748070823	1590748071047	OK	 
REQUEST	299		request_8	1590748070809	1590748071048	OK	 
REQUEST	487		request_3	1590748071018	1590748071048	OK	 
REQUEST	291		request_8	1590748070948	1590748071054	OK	 
USER	transportarNeg	27	END	1590747975357	1590748071055
USER	transportarNeg	39	END	1590747977857	1590748071055
REQUEST	144		request_12	1590748071029	1590748071064	OK	 
REQUEST	533		Login	1590748071056	1590748071069	OK	 
REQUEST	508		Login	1590748071057	1590748071079	OK	 
REQUEST	523		Login	1590748071056	1590748071080	OK	 
REQUEST	147		request_12	1590748071013	1590748071080	OK	 
REQUEST	521		Login	1590748071057	1590748071081	OK	 
REQUEST	533		request_3	1590748071070	1590748071084	OK	 
REQUEST	520		Login	1590748071056	1590748071086	OK	 
REQUEST	521		request_3	1590748071081	1590748071089	OK	 
REQUEST	523		request_3	1590748071080	1590748071089	OK	 
REQUEST	508		request_3	1590748071079	1590748071090	OK	 
REQUEST	82		CierreSesion	1590748071088	1590748071090	OK	 
REQUEST	520		request_3	1590748071087	1590748071093	OK	 
REQUEST	82		CierreSesion Redirect 1	1590748071090	1590748071096	OK	 
REQUEST	82		request_15	1590748071097	1590748071104	OK	 
REQUEST	154		Transportado	1590748071127	1590748071144	OK	 
REQUEST	154		request_12	1590748071144	1590748071173	OK	 
USER	transportarPos	47	END	1590747978517	1590748071173
USER	transportarPos	34	END	1590747976197	1590748071212
REQUEST	86		CierreSesion	1590748071246	1590748071247	OK	 
REQUEST	409		Authenticated	1590748070142	1590748071254	OK	 
REQUEST	86		CierreSesion Redirect 1	1590748071247	1590748071257	OK	 
REQUEST	86		request_15	1590748071257	1590748071262	OK	 
REQUEST	409		Authenticated Redirect 1	1590748071254	1590748071263	OK	 
USER	transportarPos	36	END	1590747976856	1590748071273
REQUEST	409		request_6	1590748071263	1590748071277	OK	 
REQUEST	499		Login	1590748071273	1590748071278	OK	 
REQUEST	499		request_3	1590748071278	1590748071284	OK	 
REQUEST	506		Login	1590748071293	1590748071298	OK	 
REQUEST	506		request_3	1590748071299	1590748071304	OK	 
REQUEST	236		TransportarForm	1590748071339	1590748071349	OK	 
REQUEST	236		request_10	1590748071350	1590748071396	OK	 
REQUEST	240		TransportarForm	1590748071383	1590748071405	OK	 
REQUEST	240		request_10	1590748071406	1590748071431	OK	 
USER	transportarPos	29	END	1590747975357	1590748071432
REQUEST	511		Login	1590748071432	1590748071469	OK	 
REQUEST	511		request_3	1590748071470	1590748071498	OK	 
REQUEST	412		Authenticated	1590748070448	1590748071516	OK	 
REQUEST	530		Login	1590748071470	1590748071545	OK	 
REQUEST	412		Authenticated Redirect 1	1590748071516	1590748071549	OK	 
REQUEST	501		Login	1590748071517	1590748071550	OK	 
REQUEST	530		request_3	1590748071546	1590748071554	OK	 
REQUEST	412		request_6	1590748071550	1590748071559	OK	 
REQUEST	243		TransportarForm	1590748071517	1590748071562	OK	 
REQUEST	501		request_3	1590748071551	1590748071597	OK	 
REQUEST	243		request_10	1590748071562	1590748071607	OK	 
REQUEST	235		TransportarForm	1590748071564	1590748071608	OK	 
USER	transportarPos	41	END	1590747977526	1590748071609
REQUEST	235		request_10	1590748071608	1590748071662	OK	 
REQUEST	519		Login	1590748071663	1590748071711	OK	 
REQUEST	519		request_3	1590748071711	1590748071749	OK	 
REQUEST	297		TransportesPendientes	1590748071744	1590748071774	OK	 
REQUEST	297		request_8	1590748071778	1590748071812	OK	 
REQUEST	67		CierreSesion	1590748071824	1590748071840	OK	 
REQUEST	516		Login	1590748071824	1590748071845	OK	 
REQUEST	67		CierreSesion Redirect 1	1590748071840	1590748071845	OK	 
REQUEST	516		request_3	1590748071845	1590748071851	OK	 
REQUEST	67		request_15	1590748071846	1590748071853	OK	 
REQUEST	237		TransportarForm	1590748071893	1590748071938	OK	 
REQUEST	247		TransportarForm	1590748071894	1590748071938	OK	 
REQUEST	413		Authenticated	1590748071127	1590748072241	OK	 
REQUEST	90		CierreSesion	1590748072093	1590748072241	OK	 
REQUEST	418		Authenticated	1590748071208	1590748072248	OK	 
REQUEST	408		Authenticated	1590748071299	1590748072248	OK	 
REQUEST	247		request_10	1590748071938	1590748072249	OK	 
REQUEST	237		request_10	1590748071938	1590748072250	OK	 
REQUEST	407		Authenticated	1590748071313	1590748072250	OK	 
REQUEST	415		Authenticated	1590748071384	1590748072252	OK	 
REQUEST	94		CierreSesion	1590748072120	1590748072256	OK	 
REQUEST	418		Authenticated Redirect 1	1590748072248	1590748072263	OK	 
REQUEST	514		Login	1590748072065	1590748072264	OK	 
REQUEST	407		Authenticated Redirect 1	1590748072251	1590748072268	OK	 
REQUEST	90		CierreSesion Redirect 1	1590748072242	1590748072271	OK	 
REQUEST	408		Authenticated Redirect 1	1590748072248	1590748072271	OK	 
REQUEST	413		Authenticated Redirect 1	1590748072241	1590748072275	OK	 
REQUEST	94		CierreSesion Redirect 1	1590748072257	1590748072279	OK	 
REQUEST	514		request_3	1590748072265	1590748072280	OK	 
REQUEST	415		Authenticated Redirect 1	1590748072252	1590748072290	OK	 
REQUEST	413		request_6	1590748072276	1590748072300	OK	 
REQUEST	94		request_15	1590748072280	1590748072303	OK	 
REQUEST	415		request_6	1590748072291	1590748072304	OK	 
REQUEST	407		request_6	1590748072268	1590748072306	OK	 
REQUEST	408		request_6	1590748072272	1590748072308	OK	 
REQUEST	411		Authenticated	1590748071470	1590748072308	OK	 
REQUEST	90		request_15	1590748072272	1590748072308	OK	 
REQUEST	418		request_6	1590748072263	1590748072310	OK	 
REQUEST	411		Authenticated Redirect 1	1590748072308	1590748072314	OK	 
REQUEST	411		request_6	1590748072314	1590748072318	OK	 
REQUEST	251		TransportarForm	1590748072407	1590748072416	OK	 
REQUEST	251		request_10	1590748072416	1590748072424	OK	 
REQUEST	414		Authenticated	1590748071824	1590748072429	OK	 
REQUEST	414		Authenticated Redirect 1	1590748072429	1590748072433	OK	 
REQUEST	414		request_6	1590748072433	1590748072438	OK	 
REQUEST	250		TransportarForm	1590748072460	1590748072468	OK	 
REQUEST	250		request_10	1590748072468	1590748072476	OK	 
REQUEST	270		TransportarForm	1590748072480	1590748072488	OK	 
REQUEST	270		request_10	1590748072488	1590748072497	OK	 
REQUEST	528		Login	1590748072538	1590748072544	OK	 
REQUEST	513		Login	1590748072538	1590748072544	OK	 
REQUEST	531		Login	1590748072538	1590748072546	OK	 
REQUEST	513		request_3	1590748072545	1590748072552	OK	 
REQUEST	528		request_3	1590748072545	1590748072552	OK	 
REQUEST	531		request_3	1590748072547	1590748072552	OK	 
USER	transportarNeg	38	END	1590747977526	1590748072553
REQUEST	252		TransportarForm	1590748072576	1590748072587	OK	 
REQUEST	246		TransportarForm	1590748072576	1590748072588	OK	 
REQUEST	252		request_10	1590748072587	1590748072597	OK	 
REQUEST	246		request_10	1590748072588	1590748072597	OK	 
REQUEST	524		Login	1590748072598	1590748072602	OK	 
REQUEST	524		request_3	1590748072602	1590748072606	OK	 
REQUEST	245		TransportarForm	1590748072698	1590748072707	OK	 
REQUEST	245		request_10	1590748072708	1590748072716	OK	 
REQUEST	517		Login	1590748072751	1590748072757	OK	 
REQUEST	517		request_3	1590748072757	1590748072762	OK	 
REQUEST	257		TransportarForm	1590748072809	1590748072818	OK	 
REQUEST	257		request_10	1590748072819	1590748072827	OK	 
REQUEST	535		Login	1590748072831	1590748072835	OK	 
REQUEST	535		request_3	1590748072836	1590748072844	OK	 
REQUEST	258		TransportarForm	1590748072941	1590748072950	OK	 
REQUEST	258		request_10	1590748072950	1590748072960	OK	 
REQUEST	259		TransportarForm	1590748072967	1590748072978	OK	 
REQUEST	259		request_10	1590748072978	1590748072988	OK	 
REQUEST	254		TransportarForm	1590748072989	1590748073000	OK	 
REQUEST	254		request_10	1590748073000	1590748073010	OK	 
REQUEST	256		TransportarForm	1590748073038	1590748073049	OK	 
REQUEST	242		TransportarForm	1590748073038	1590748073049	OK	 
REQUEST	242		request_10	1590748073050	1590748073064	OK	 
REQUEST	256		request_10	1590748073050	1590748073065	OK	 
REQUEST	305		TransportesPendientes	1590748073053	1590748073081	OK	 
REQUEST	515		Login	1590748073084	1590748073090	OK	 
REQUEST	515		request_3	1590748073091	1590748073112	OK	 
REQUEST	305		request_8	1590748073085	1590748073113	OK	 
REQUEST	253		TransportarForm	1590748073159	1590748073170	OK	 
REQUEST	88		CierreSesion	1590748073175	1590748073176	OK	 
REQUEST	253		request_10	1590748073170	1590748073181	OK	 
REQUEST	88		CierreSesion Redirect 1	1590748073176	1590748073185	OK	 
REQUEST	88		request_15	1590748073186	1590748073203	OK	 
REQUEST	79		CierreSesion	1590748073258	1590748073259	OK	 
USER	transportarNeg	33	END	1590747976856	1590748073259
REQUEST	79		CierreSesion Redirect 1	1590748073259	1590748073264	OK	 
REQUEST	79		request_15	1590748073264	1590748073271	OK	 
REQUEST	424		Authenticated	1590748072788	1590748073295	OK	 
REQUEST	424		Authenticated Redirect 1	1590748073295	1590748073299	OK	 
REQUEST	424		request_6	1590748073300	1590748073306	OK	 
REQUEST	92		CierreSesion	1590748073306	1590748073310	OK	 
REQUEST	73		CierreSesion	1590748073306	1590748073310	OK	 
REQUEST	536		Login	1590748073301	1590748073310	OK	 
REQUEST	73		CierreSesion Redirect 1	1590748073311	1590748073316	OK	 
REQUEST	92		CierreSesion Redirect 1	1590748073310	1590748073316	OK	 
