ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034731304	 	3.3.1
REQUEST	115		IniciarSesion	1591034747743	1591034747746	OK	 
USER	InscribirCurso	171	START	1591034747811	1591034747811
REQUEST	171		Home	1591034747811	1591034747818	OK	 
REQUEST	116		IniciarSesion	1591034747844	1591034747851	OK	 
USER	InscribirCurso	172	START	1591034747900	1591034747900
REQUEST	172		Home	1591034747901	1591034747904	OK	 
REQUEST	117		IniciarSesion	1591034747922	1591034747926	OK	 
USER	InscribirCurso	173	START	1591034748001	1591034748001
REQUEST	173		Home	1591034748002	1591034748005	OK	 
REQUEST	118		IniciarSesion	1591034748014	1591034748021	OK	 
USER	InscribirCurso	174	START	1591034748091	1591034748091
REQUEST	174		Home	1591034748091	1591034748095	OK	 
REQUEST	119		IniciarSesion	1591034748113	1591034748116	OK	 
USER	InscribirCurso	175	START	1591034748182	1591034748182
REQUEST	175		Home	1591034748183	1591034748187	OK	 
REQUEST	120		IniciarSesion	1591034748209	1591034748212	OK	 
USER	InscribirCurso	176	START	1591034748274	1591034748274
REQUEST	176		Home	1591034748275	1591034748280	OK	 
REQUEST	121		IniciarSesion	1591034748301	1591034748304	OK	 
USER	InscribirCurso	177	START	1591034748363	1591034748363
REQUEST	177		Home	1591034748364	1591034748371	OK	 
REQUEST	122		IniciarSesion	1591034748384	1591034748388	OK	 
USER	InscribirCurso	178	START	1591034748452	1591034748452
REQUEST	178		Home	1591034748452	1591034748456	OK	 
REQUEST	123		IniciarSesion	1591034748473	1591034748477	OK	 
USER	InscribirCurso	179	START	1591034748539	1591034748539
REQUEST	179		Home	1591034748539	1591034748543	OK	 
REQUEST	124		IniciarSesion	1591034748560	1591034748563	OK	 
USER	InscribirCurso	180	START	1591034748628	1591034748628
REQUEST	180		Home	1591034748629	1591034748632	OK	 
REQUEST	125		IniciarSesion	1591034748650	1591034748653	OK	 
USER	InscribirCurso	181	START	1591034748719	1591034748719
REQUEST	181		Home	1591034748720	1591034748723	OK	 
REQUEST	126		IniciarSesion	1591034748741	1591034748744	OK	 
USER	InscribirCurso	182	START	1591034748808	1591034748808
REQUEST	182		Home	1591034748809	1591034748812	OK	 
REQUEST	127		IniciarSesion	1591034748830	1591034748833	OK	 
USER	InscribirCurso	183	START	1591034748900	1591034748900
REQUEST	183		Home	1591034748900	1591034748907	OK	 
REQUEST	128		IniciarSesion	1591034748922	1591034748925	OK	 
USER	InscribirCurso	184	START	1591034748993	1591034748993
REQUEST	184		Home	1591034748993	1591034748999	OK	 
REQUEST	129		IniciarSesion	1591034749008	1591034749011	OK	 
USER	InscribirCurso	185	START	1591034749078	1591034749078
REQUEST	185		Home	1591034749079	1591034749083	OK	 
REQUEST	130		IniciarSesion	1591034749100	1591034749103	OK	 
USER	InscribirCurso	186	START	1591034749174	1591034749174
REQUEST	186		Home	1591034749174	1591034749177	OK	 
REQUEST	131		IniciarSesion	1591034749199	1591034749202	OK	 
USER	InscribirCurso	187	START	1591034749263	1591034749263
REQUEST	187		Home	1591034749264	1591034749267	OK	 
REQUEST	132		IniciarSesion	1591034749289	1591034749292	OK	 
USER	InscribirCurso	188	START	1591034749361	1591034749361
REQUEST	188		Home	1591034749362	1591034749374	OK	 
REQUEST	133		IniciarSesion	1591034749382	1591034749386	OK	 
USER	InscribirCurso	189	START	1591034749449	1591034749449
REQUEST	189		Home	1591034749449	1591034749453	OK	 
REQUEST	134		IniciarSesion	1591034749471	1591034749475	OK	 
REQUEST	135		IniciarSesion	1591034749561	1591034749564	OK	 
USER	InscribirCurso	190	START	1591034749539	1591034749539
REQUEST	190		Home	1591034749570	1591034749584	OK	 
USER	InscribirCurso	191	START	1591034749630	1591034749630
REQUEST	191		Home	1591034749631	1591034749634	OK	 
REQUEST	136		IniciarSesion	1591034749652	1591034749656	OK	 
USER	InscribirCurso	192	START	1591034749721	1591034749721
REQUEST	1		IniciadoSesion	1591034749429	1591034749720	OK	 
REQUEST	192		Home	1591034749721	1591034749725	OK	 
REQUEST	1		IniciadoSesion Redirect 1	1591034749724	1591034749727	OK	 
REQUEST	137		IniciarSesion	1591034749754	1591034749758	OK	 
REQUEST	2		IniciadoSesion	1591034749492	1591034749785	OK	 
REQUEST	2		IniciadoSesion Redirect 1	1591034749785	1591034749788	OK	 
USER	InscribirCurso	193	START	1591034749812	1591034749812
REQUEST	193		Home	1591034749812	1591034749816	OK	 
REQUEST	138		IniciarSesion	1591034749823	1591034749826	OK	 
REQUEST	3		IniciadoSesion	1591034749583	1591034749863	OK	 
REQUEST	3		IniciadoSesion Redirect 1	1591034749864	1591034749866	OK	 
USER	InscribirCurso	194	START	1591034749903	1591034749903
REQUEST	194		Home	1591034749904	1591034749907	OK	 
REQUEST	139		IniciarSesion	1591034749918	1591034749921	OK	 
REQUEST	4		IniciadoSesion	1591034749673	1591034749956	OK	 
REQUEST	4		IniciadoSesion Redirect 1	1591034749956	1591034749959	OK	 
USER	InscribirCurso	195	START	1591034749993	1591034749993
REQUEST	195		Home	1591034749994	1591034749997	OK	 
REQUEST	140		IniciarSesion	1591034750018	1591034750022	OK	 
REQUEST	5		IniciadoSesion	1591034749769	1591034750061	OK	 
REQUEST	5		IniciadoSesion Redirect 1	1591034750062	1591034750065	OK	 
USER	InscribirCurso	196	START	1591034750083	1591034750083
REQUEST	196		Home	1591034750083	1591034750087	OK	 
REQUEST	141		IniciarSesion	1591034750120	1591034750124	OK	 
REQUEST	6		IniciadoSesion	1591034749839	1591034750132	OK	 
REQUEST	6		IniciadoSesion Redirect 1	1591034750132	1591034750135	OK	 
USER	InscribirCurso	197	START	1591034750179	1591034750179
REQUEST	197		Home	1591034750179	1591034750183	OK	 
REQUEST	142		IniciarSesion	1591034750189	1591034750193	OK	 
REQUEST	7		IniciadoSesion	1591034749940	1591034750218	OK	 
REQUEST	7		IniciadoSesion Redirect 1	1591034750218	1591034750221	OK	 
USER	InscribirCurso	198	START	1591034750268	1591034750268
REQUEST	198		Home	1591034750269	1591034750272	OK	 
REQUEST	143		IniciarSesion	1591034750290	1591034750293	OK	 
REQUEST	8		IniciadoSesion	1591034750029	1591034750311	OK	 
REQUEST	8		IniciadoSesion Redirect 1	1591034750311	1591034750314	OK	 
USER	InscribirCurso	199	START	1591034750364	1591034750364
REQUEST	199		Home	1591034750365	1591034750369	OK	 
REQUEST	9		IniciadoSesion	1591034750109	1591034750387	OK	 
REQUEST	9		IniciadoSesion Redirect 1	1591034750387	1591034750390	OK	 
REQUEST	144		IniciarSesion	1591034750389	1591034750393	OK	 
USER	InscribirCurso	200	START	1591034750433	1591034750433
REQUEST	200		Home	1591034750434	1591034750437	OK	 
REQUEST	145		IniciarSesion	1591034750470	1591034750474	OK	 
REQUEST	10		IniciadoSesion	1591034750211	1591034750494	OK	 
REQUEST	10		IniciadoSesion Redirect 1	1591034750495	1591034750498	OK	 
USER	InscribirCurso	201	START	1591034750533	1591034750533
REQUEST	201		Home	1591034750533	1591034750537	OK	 
REQUEST	146		IniciarSesion	1591034750559	1591034750563	OK	 
REQUEST	11		IniciadoSesion	1591034750300	1591034750585	OK	 
REQUEST	11		IniciadoSesion Redirect 1	1591034750585	1591034750588	OK	 
USER	InscribirCurso	202	START	1591034750623	1591034750623
REQUEST	202		Home	1591034750623	1591034750627	OK	 
REQUEST	147		IniciarSesion	1591034750649	1591034750652	OK	 
REQUEST	12		IniciadoSesion	1591034750390	1591034750663	OK	 
REQUEST	12		IniciadoSesion Redirect 1	1591034750664	1591034750666	OK	 
USER	InscribirCurso	203	START	1591034750708	1591034750708
REQUEST	203		Home	1591034750709	1591034750713	OK	 
REQUEST	148		IniciarSesion	1591034750751	1591034750755	OK	 
REQUEST	13		IniciadoSesion	1591034750481	1591034750766	OK	 
REQUEST	13		IniciadoSesion Redirect 1	1591034750766	1591034750770	OK	 
USER	InscribirCurso	204	START	1591034750799	1591034750799
REQUEST	204		Home	1591034750800	1591034750803	OK	 
REQUEST	149		IniciarSesion	1591034750832	1591034750836	OK	 
REQUEST	14		IniciadoSesion	1591034750570	1591034750860	OK	 
REQUEST	14		IniciadoSesion Redirect 1	1591034750860	1591034750864	OK	 
USER	InscribirCurso	205	START	1591034750891	1591034750891
REQUEST	205		Home	1591034750891	1591034750894	OK	 
REQUEST	150		IniciarSesion	1591034750924	1591034750928	OK	 
REQUEST	15		IniciadoSesion	1591034750660	1591034750949	OK	 
REQUEST	15		IniciadoSesion Redirect 1	1591034750949	1591034750952	OK	 
USER	InscribirCurso	206	START	1591034750983	1591034750983
REQUEST	206		Home	1591034750983	1591034750986	OK	 
REQUEST	151		IniciarSesion	1591034750998	1591034751002	OK	 
REQUEST	16		IniciadoSesion	1591034750741	1591034751038	OK	 
REQUEST	16		IniciadoSesion Redirect 1	1591034751039	1591034751042	OK	 
USER	InscribirCurso	207	START	1591034751072	1591034751072
REQUEST	207		Home	1591034751073	1591034751076	OK	 
REQUEST	152		IniciarSesion	1591034751099	1591034751103	OK	 
REQUEST	17		IniciadoSesion	1591034750843	1591034751127	OK	 
REQUEST	17		IniciadoSesion Redirect 1	1591034751128	1591034751130	OK	 
USER	InscribirCurso	208	START	1591034751164	1591034751164
REQUEST	208		Home	1591034751165	1591034751169	OK	 
REQUEST	153		IniciarSesion	1591034751190	1591034751194	OK	 
REQUEST	18		IniciadoSesion	1591034750939	1591034751223	OK	 
REQUEST	18		IniciadoSesion Redirect 1	1591034751223	1591034751226	OK	 
USER	InscribirCurso	209	START	1591034751248	1591034751248
REQUEST	209		Home	1591034751249	1591034751252	OK	 
REQUEST	154		IniciarSesion	1591034751281	1591034751285	OK	 
REQUEST	19		IniciadoSesion	1591034751019	1591034751297	OK	 
REQUEST	19		IniciadoSesion Redirect 1	1591034751297	1591034751300	OK	 
USER	InscribirCurso	210	START	1591034751339	1591034751339
REQUEST	210		Home	1591034751339	1591034751343	OK	 
REQUEST	155		IniciarSesion	1591034751383	1591034751386	OK	 
REQUEST	20		IniciadoSesion	1591034751100	1591034751392	OK	 
REQUEST	20		IniciadoSesion Redirect 1	1591034751393	1591034751396	OK	 
USER	InscribirCurso	211	START	1591034751453	1591034751453
REQUEST	211		Home	1591034751454	1591034751458	OK	 
REQUEST	156		IniciarSesion	1591034751468	1591034751472	OK	 
REQUEST	21		IniciadoSesion	1591034751201	1591034751497	OK	 
REQUEST	21		IniciadoSesion Redirect 1	1591034751498	1591034751500	OK	 
USER	InscribirCurso	212	START	1591034751538	1591034751538
REQUEST	212		Home	1591034751539	1591034751543	OK	 
REQUEST	157		IniciarSesion	1591034751559	1591034751563	OK	 
REQUEST	22		IniciadoSesion	1591034751303	1591034751581	OK	 
REQUEST	22		IniciadoSesion Redirect 1	1591034751582	1591034751585	OK	 
USER	InscribirCurso	213	START	1591034751628	1591034751628
REQUEST	213		Home	1591034751629	1591034751632	OK	 
REQUEST	158		IniciarSesion	1591034751650	1591034751653	OK	 
REQUEST	23		IniciadoSesion	1591034751394	1591034751685	OK	 
REQUEST	23		IniciadoSesion Redirect 1	1591034751686	1591034751689	OK	 
USER	InscribirCurso	214	START	1591034751719	1591034751719
REQUEST	214		Home	1591034751719	1591034751722	OK	 
REQUEST	159		IniciarSesion	1591034751741	1591034751744	OK	 
REQUEST	24		IniciadoSesion	1591034751469	1591034751762	OK	 
REQUEST	24		IniciadoSesion Redirect 1	1591034751763	1591034751765	OK	 
USER	InscribirCurso	215	START	1591034751810	1591034751810
REQUEST	215		Home	1591034751811	1591034751815	OK	 
REQUEST	160		IniciarSesion	1591034751832	1591034751835	OK	 
REQUEST	25		IniciadoSesion	1591034751569	1591034751859	OK	 
REQUEST	25		IniciadoSesion Redirect 1	1591034751859	1591034751862	OK	 
USER	InscribirCurso	216	START	1591034751903	1591034751903
REQUEST	216		Home	1591034751903	1591034751907	OK	 
REQUEST	161		IniciarSesion	1591034751924	1591034751928	OK	 
REQUEST	26		IniciadoSesion	1591034751661	1591034751961	OK	 
REQUEST	26		IniciadoSesion Redirect 1	1591034751962	1591034751964	OK	 
USER	InscribirCurso	217	START	1591034752004	1591034752004
REQUEST	217		Home	1591034752004	1591034752008	OK	 
REQUEST	162		IniciarSesion	1591034752018	1591034752022	OK	 
REQUEST	27		IniciadoSesion	1591034751752	1591034752042	OK	 
REQUEST	27		IniciadoSesion Redirect 1	1591034752042	1591034752045	OK	 
USER	InscribirCurso	218	START	1591034752088	1591034752088
REQUEST	218		Home	1591034752089	1591034752092	OK	 
REQUEST	163		IniciarSesion	1591034752099	1591034752102	OK	 
REQUEST	28		IniciadoSesion	1591034751844	1591034752130	OK	 
REQUEST	28		IniciadoSesion Redirect 1	1591034752130	1591034752133	OK	 
USER	InscribirCurso	219	START	1591034752179	1591034752179
REQUEST	219		Home	1591034752180	1591034752183	OK	 
REQUEST	164		IniciarSesion	1591034752190	1591034752193	OK	 
REQUEST	29		IniciadoSesion	1591034751929	1591034752207	OK	 
REQUEST	29		IniciadoSesion Redirect 1	1591034752207	1591034752210	OK	 
USER	InscribirCurso	220	START	1591034752271	1591034752271
REQUEST	220		Home	1591034752272	1591034752275	OK	 
REQUEST	165		IniciarSesion	1591034752282	1591034752286	OK	 
REQUEST	30		IniciadoSesion	1591034752018	1591034752294	OK	 
REQUEST	30		IniciadoSesion Redirect 1	1591034752295	1591034752297	OK	 
USER	InscribirCurso	221	START	1591034752362	1591034752362
REQUEST	221		Home	1591034752362	1591034752366	OK	 
REQUEST	31		IniciadoSesion	1591034752110	1591034752384	OK	 
REQUEST	31		IniciadoSesion Redirect 1	1591034752384	1591034752386	OK	 
REQUEST	166		IniciarSesion	1591034752383	1591034752386	OK	 
USER	InscribirCurso	222	START	1591034752453	1591034752453
REQUEST	222		Home	1591034752453	1591034752456	OK	 
REQUEST	32		IniciadoSesion	1591034752202	1591034752481	OK	 
REQUEST	167		IniciarSesion	1591034752479	1591034752482	OK	 
REQUEST	32		IniciadoSesion Redirect 1	1591034752482	1591034752484	OK	 
USER	InscribirCurso	223	START	1591034752543	1591034752543
REQUEST	223		Home	1591034752544	1591034752548	OK	 
REQUEST	168		IniciarSesion	1591034752559	1591034752562	OK	 
REQUEST	33		IniciadoSesion	1591034752304	1591034752581	OK	 
REQUEST	33		IniciadoSesion Redirect 1	1591034752582	1591034752585	OK	 
USER	InscribirCurso	224	START	1591034752628	1591034752628
REQUEST	224		Home	1591034752629	1591034752632	OK	 
REQUEST	169		IniciarSesion	1591034752650	1591034752653	OK	 
REQUEST	34		IniciadoSesion	1591034752399	1591034752681	OK	 
REQUEST	34		IniciadoSesion Redirect 1	1591034752682	1591034752684	OK	 
USER	InscribirCurso	225	START	1591034752719	1591034752719
REQUEST	225		Home	1591034752719	1591034752723	OK	 
REQUEST	170		IniciarSesion	1591034752741	1591034752745	OK	 
REQUEST	35		IniciadoSesion	1591034752489	1591034752768	OK	 
REQUEST	35		IniciadoSesion Redirect 1	1591034752769	1591034752772	OK	 
USER	InscribirCurso	226	START	1591034752810	1591034752810
REQUEST	226		Home	1591034752810	1591034752813	OK	 
REQUEST	171		IniciarSesion	1591034752832	1591034752835	OK	 
REQUEST	36		IniciadoSesion	1591034752581	1591034752862	OK	 
REQUEST	36		IniciadoSesion Redirect 1	1591034752863	1591034752866	OK	 
USER	InscribirCurso	227	START	1591034752900	1591034752900
REQUEST	227		Home	1591034752901	1591034752904	OK	 
REQUEST	172		IniciarSesion	1591034752923	1591034752926	OK	 
REQUEST	37		IniciadoSesion	1591034752661	1591034752945	OK	 
REQUEST	37		IniciadoSesion Redirect 1	1591034752946	1591034752948	OK	 
USER	InscribirCurso	228	START	1591034752990	1591034752990
REQUEST	228		Home	1591034752991	1591034752994	OK	 
REQUEST	173		IniciarSesion	1591034753023	1591034753027	OK	 
REQUEST	38		IniciadoSesion	1591034752752	1591034753033	OK	 
REQUEST	38		IniciadoSesion Redirect 1	1591034753034	1591034753036	OK	 
USER	InscribirCurso	229	START	1591034753081	1591034753081
REQUEST	229		Home	1591034753081	1591034753085	OK	 
REQUEST	174		IniciarSesion	1591034753114	1591034753118	OK	 
REQUEST	39		IniciadoSesion	1591034752843	1591034753123	OK	 
REQUEST	39		IniciadoSesion Redirect 1	1591034753123	1591034753125	OK	 
USER	InscribirCurso	230	START	1591034753172	1591034753172
REQUEST	230		Home	1591034753172	1591034753176	OK	 
REQUEST	175		IniciarSesion	1591034753198	1591034753202	OK	 
REQUEST	40		IniciadoSesion	1591034752934	1591034753219	OK	 
REQUEST	40		IniciadoSesion Redirect 1	1591034753219	1591034753222	OK	 
USER	InscribirCurso	231	START	1591034753273	1591034753273
REQUEST	231		Home	1591034753273	1591034753277	OK	 
REQUEST	176		IniciarSesion	1591034753299	1591034753303	OK	 
REQUEST	41		IniciadoSesion	1591034753023	1591034753320	OK	 
REQUEST	41		IniciadoSesion Redirect 1	1591034753321	1591034753324	OK	 
USER	InscribirCurso	232	START	1591034753358	1591034753358
REQUEST	232		Home	1591034753359	1591034753364	OK	 
REQUEST	177		IniciarSesion	1591034753380	1591034753385	OK	 
REQUEST	42		IniciadoSesion	1591034753103	1591034753416	OK	 
REQUEST	42		IniciadoSesion Redirect 1	1591034753417	1591034753420	OK	 
USER	InscribirCurso	233	START	1591034753439	1591034753439
REQUEST	233		Home	1591034753439	1591034753444	OK	 
REQUEST	178		IniciarSesion	1591034753472	1591034753475	OK	 
REQUEST	43		IniciadoSesion	1591034753209	1591034753528	OK	 
USER	InscribirCurso	234	START	1591034753531	1591034753531
REQUEST	43		IniciadoSesion Redirect 1	1591034753529	1591034753532	OK	 
REQUEST	234		Home	1591034753531	1591034753535	OK	 
REQUEST	179		IniciarSesion	1591034753564	1591034753568	OK	 
REQUEST	44		IniciadoSesion	1591034753299	1591034753617	OK	 
REQUEST	44		IniciadoSesion Redirect 1	1591034753618	1591034753621	OK	 
USER	InscribirCurso	235	START	1591034753622	1591034753622
REQUEST	235		Home	1591034753622	1591034753625	OK	 
REQUEST	180		IniciarSesion	1591034753648	1591034753652	OK	 
REQUEST	45		IniciadoSesion	1591034753380	1591034753671	OK	 
REQUEST	45		IniciadoSesion Redirect 1	1591034753672	1591034753675	OK	 
USER	InscribirCurso	236	START	1591034753712	1591034753712
REQUEST	236		Home	1591034753713	1591034753717	OK	 
REQUEST	181		IniciarSesion	1591034753738	1591034753742	OK	 
REQUEST	46		IniciadoSesion	1591034753461	1591034753756	OK	 
REQUEST	46		IniciadoSesion Redirect 1	1591034753757	1591034753760	OK	 
USER	InscribirCurso	237	START	1591034753804	1591034753804
REQUEST	237		Home	1591034753805	1591034753809	OK	 
REQUEST	182		IniciarSesion	1591034753830	1591034753834	OK	 
REQUEST	47		IniciadoSesion	1591034753564	1591034753850	OK	 
REQUEST	47		IniciadoSesion Redirect 1	1591034753851	1591034753855	OK	 
USER	InscribirCurso	238	START	1591034753889	1591034753889
REQUEST	238		Home	1591034753889	1591034753893	OK	 
REQUEST	183		IniciarSesion	1591034753922	1591034753925	OK	 
REQUEST	48		IniciadoSesion	1591034753649	1591034753950	OK	 
REQUEST	48		IniciadoSesion Redirect 1	1591034753950	1591034753953	OK	 
USER	InscribirCurso	239	START	1591034753981	1591034753981
REQUEST	239		Home	1591034753981	1591034753984	OK	 
REQUEST	184		IniciarSesion	1591034754013	1591034754016	OK	 
REQUEST	49		IniciadoSesion	1591034753739	1591034754030	OK	 
REQUEST	49		IniciadoSesion Redirect 1	1591034754030	1591034754033	OK	 
USER	InscribirCurso	240	START	1591034754070	1591034754070
REQUEST	240		Home	1591034754071	1591034754074	OK	 
REQUEST	50		IniciadoSesion	1591034753830	1591034754104	OK	 
REQUEST	50		IniciadoSesion Redirect 1	1591034754104	1591034754107	OK	 
REQUEST	185		IniciarSesion	1591034754102	1591034754107	OK	 
USER	InscribirCurso	241	START	1591034754160	1591034754160
REQUEST	241		Home	1591034754160	1591034754165	OK	 
REQUEST	186		IniciarSesion	1591034754182	1591034754185	OK	 
REQUEST	51		IniciadoSesion	1591034753922	1591034754206	OK	 
REQUEST	51		IniciadoSesion Redirect 1	1591034754206	1591034754210	OK	 
USER	InscribirCurso	242	START	1591034754252	1591034754252
REQUEST	242		Home	1591034754252	1591034754256	OK	 
REQUEST	187		IniciarSesion	1591034754278	1591034754282	OK	 
REQUEST	52		IniciadoSesion	1591034754013	1591034754293	OK	 
REQUEST	52		IniciadoSesion Redirect 1	1591034754293	1591034754296	OK	 
USER	InscribirCurso	243	START	1591034754354	1591034754354
REQUEST	243		Home	1591034754354	1591034754357	OK	 
REQUEST	188		IniciarSesion	1591034754390	1591034754393	OK	 
REQUEST	53		IniciadoSesion	1591034754103	1591034754405	OK	 
REQUEST	53		IniciadoSesion Redirect 1	1591034754405	1591034754411	OK	 
USER	InscribirCurso	244	START	1591034754448	1591034754448
REQUEST	244		Home	1591034754449	1591034754452	OK	 
REQUEST	189		IniciarSesion	1591034754469	1591034754472	OK	 
REQUEST	54		IniciadoSesion	1591034754193	1591034754492	OK	 
REQUEST	54		IniciadoSesion Redirect 1	1591034754493	1591034754495	OK	 
USER	InscribirCurso	245	START	1591034754544	1591034754544
REQUEST	245		Home	1591034754544	1591034754548	OK	 
REQUEST	55		IniciadoSesion	1591034754279	1591034754572	OK	 
REQUEST	55		IniciadoSesion Redirect 1	1591034754573	1591034754576	OK	 
REQUEST	190		IniciarSesion	1591034754603	1591034754608	OK	 
